transaction_id,change_type,quantity_change,inventory_id,action_time
TX00017182,restock,2,INV0118596,2024-04-07 00:00:00
TX00024158,restock,23,INV0198162,2024-04-07 00:00:00
TX00017104,restock,311,INV0099466,2024-04-07 00:00:00
TX00024283,restock,14,INV0018945,2024-04-07 00:00:00
TX00056439,restock,17,INV0073105,2024-04-07 00:00:00
TX00016997,restock,98,INV0183276,2024-04-07 00:00:00
TX00017002,restock,61,INV0210215,2024-04-07 00:00:00
TX00024373,restock,48,INV0334231,2024-04-07 00:00:00
TX00024369,restock,110,INV0112145,2024-04-07 00:00:00
TX00024360,restock,64,INV0020015,2024-04-07 00:00:00
TX00056394,restock,283,INV0265111,2024-04-07 00:00:00
TX00056387,restock,14,INV0307443,2024-04-07 00:00:00
TX00056379,restock,4141,INV0021140,2024-04-07 00:00:00
TX00024338,restock,4021,INV0158819,2024-04-07 00:00:00
TX00056339,restock,455,INV0234201,2024-04-07 00:00:00
TX00017048,restock,14,INV0034878,2024-04-07 00:00:00
TX00024326,restock,3,INV0026638,2024-04-07 00:00:00
TX00052625,restock,124,INV0239670,2024-04-07 00:00:00
TX00052628,restock,17,INV0283026,2024-04-07 00:00:00
TX00024316,restock,31,INV0100144,2024-04-07 00:00:00
TX00056362,restock,141,INV0349842,2024-04-07 00:00:00
TX00017067,restock,484,INV0196957,2024-04-07 00:00:00
TX00056349,restock,30,INV0032806,2024-04-07 00:00:00
TX00017091,restock,468,INV0304332,2024-04-07 00:00:00
TX00056341,restock,11,INV0201054,2024-04-07 00:00:00
TX00017096,restock,271,INV0381246,2024-04-07 00:00:00
TX00024327,restock,45,INV0140224,2024-04-07 00:00:00
TX00023671,restock,151,INV0026945,2024-04-07 00:00:00
TX00017689,restock,35,INV0232639,2024-04-07 00:00:00
TX00023667,restock,21,INV0283371,2024-04-07 00:00:00
TX00018310,restock,51,INV0241189,2024-04-07 00:00:00
TX00018313,restock,449,INV0030493,2024-04-07 00:00:00
TX00018328,restock,14,INV0327752,2024-04-07 00:00:00
TX00022967,restock,1531,INV0314879,2024-04-07 00:00:00
TX00018351,restock,8,INV0273346,2024-04-07 00:00:00
TX00018362,restock,77,INV0367102,2024-04-07 00:00:00
TX00018366,restock,427,INV0099007,2024-04-07 00:00:00
TX00055749,restock,214,INV0229360,2024-04-07 00:00:00
TX00022937,restock,317,INV0023726,2024-04-07 00:00:00
TX00018370,restock,209,INV0239460,2024-04-07 00:00:00
TX00053325,restock,3363,INV0020941,2024-04-07 00:00:00
TX00055744,restock,170,INV0342757,2024-04-07 00:00:00
TX00018387,restock,51,INV0032997,2024-04-07 00:00:00
TX00018393,restock,475,INV0330120,2024-04-07 00:00:00
TX00053331,restock,147,INV0123389,2024-04-07 00:00:00
TX00022912,restock,983,INV0267523,2024-04-07 00:00:00
TX00018401,restock,43,INV0203819,2024-04-07 00:00:00
TX00053338,restock,378,INV0039549,2024-04-07 00:00:00
TX00018416,restock,454,INV0032814,2024-04-07 00:00:00
TX00018418,restock,47,INV0010954,2024-04-07 00:00:00
TX00018421,restock,3488,INV0287986,2024-04-07 00:00:00
TX00022992,restock,28,INV0205051,2024-04-07 00:00:00
TX00018308,restock,160,INV0274826,2024-04-07 00:00:00
TX00055778,restock,304,INV0022261,2024-04-07 00:00:00
TX00018299,restock,33,INV0226247,2024-04-07 00:00:00
TX00018240,restock,51,INV0352803,2024-04-07 00:00:00
TX00018241,restock,415,INV0102364,2024-04-07 00:00:00
TX00053254,restock,480,INV0020208,2024-04-07 00:00:00
TX00055795,restock,50,INV0324324,2024-04-07 00:00:00
TX00018259,restock,482,INV0017140,2024-04-07 00:00:00
TX00053274,restock,2824,INV0213932,2024-04-07 00:00:00
TX00053275,restock,32,INV0023125,2024-04-07 00:00:00
TX00023054,restock,240,INV0096199,2024-04-07 00:00:00
TX00053277,restock,323,INV0183888,2024-04-07 00:00:00
TX00023050,restock,673,INV0083305,2024-04-07 00:00:00
TX00022872,restock,233,INV0045611,2024-04-07 00:00:00
TX00055788,restock,464,INV0259716,2024-04-07 00:00:00
TX00023041,restock,56,INV0088568,2024-04-07 00:00:00
TX00053286,restock,161,INV0069441,2024-04-07 00:00:00
TX00053289,restock,219,INV0040225,2024-04-07 00:00:00
TX00023031,restock,300,INV0085845,2024-04-07 00:00:00
TX00053293,restock,196,INV0140770,2024-04-07 00:00:00
TX00053296,restock,4,INV0343516,2024-04-07 00:00:00
TX00023023,restock,39,INV0099327,2024-04-07 00:00:00
TX00018286,restock,2,INV0281618,2024-04-07 00:00:00
TX00053299,restock,46,INV0030113,2024-04-07 00:00:00
TX00018291,restock,225,INV0292250,2024-04-07 00:00:00
TX00018275,restock,233,INV0372180,2024-04-07 00:00:00
TX00022871,restock,145,INV0129428,2024-04-07 00:00:00
TX00018440,restock,25,INV0199295,2024-04-07 00:00:00
TX00022852,restock,398,INV0069493,2024-04-07 00:00:00
TX00053416,restock,117,INV0267823,2024-04-07 00:00:00
TX00053417,restock,933,INV0175388,2024-04-07 00:00:00
TX00055612,restock,34,INV0217065,2024-04-07 00:00:00
TX00053426,restock,3307,INV0131257,2024-04-07 00:00:00
TX00053429,restock,17,INV0190432,2024-04-07 00:00:00
TX00053432,restock,389,INV0364741,2024-04-07 00:00:00
TX00022723,restock,301,INV0281402,2024-04-07 00:00:00
TX00018592,restock,221,INV0288140,2024-04-07 00:00:00
TX00053434,restock,11,INV0370726,2024-04-07 00:00:00
TX00022719,restock,29,INV0273759,2024-04-07 00:00:00
TX00018568,restock,131,INV0317426,2024-04-07 00:00:00
TX00055603,restock,96,INV0174716,2024-04-07 00:00:00
TX00018608,restock,10,INV0279266,2024-04-07 00:00:00
TX00018613,restock,21,INV0332458,2024-04-07 00:00:00
TX00053451,restock,2479,INV0138793,2024-04-07 00:00:00
TX00018636,restock,500,INV0323394,2024-04-07 00:00:00
TX00018640,restock,35,INV0011974,2024-04-07 00:00:00
TX00022669,restock,70,INV0186834,2024-04-07 00:00:00
TX00053454,restock,329,INV0242175,2024-04-07 00:00:00
TX00055587,restock,36,INV0030095,2024-04-07 00:00:00
TX00022657,restock,2,INV0320328,2024-04-07 00:00:00
TX00022653,restock,4982,INV0097350,2024-04-07 00:00:00
TX00018605,restock,136,INV0292657,2024-04-07 00:00:00
TX00053243,restock,340,INV0277152,2024-04-07 00:00:00
TX00055631,restock,3615,INV0084068,2024-04-07 00:00:00
TX00053401,restock,73,INV0264409,2024-04-07 00:00:00
TX00022834,restock,3632,INV0029949,2024-04-07 00:00:00
TX00022823,restock,42,INV0018878,2024-04-07 00:00:00
TX00022818,restock,1,INV0026955,2024-04-07 00:00:00
TX00018476,restock,103,INV0150420,2024-04-07 00:00:00
TX00055694,restock,459,INV0308928,2024-04-07 00:00:00
TX00022813,restock,43,INV0139646,2024-04-07 00:00:00
TX00055688,restock,38,INV0350173,2024-04-07 00:00:00
TX00022803,restock,382,INV0065022,2024-04-07 00:00:00
TX00018491,restock,483,INV0235810,2024-04-07 00:00:00
TX00018500,restock,121,INV0369445,2024-04-07 00:00:00
TX00022751,restock,110,INV0066644,2024-04-07 00:00:00
TX00053384,restock,1,INV0282560,2024-04-07 00:00:00
TX00018507,restock,46,INV0000302,2024-04-07 00:00:00
TX00018510,restock,224,INV0026149,2024-04-07 00:00:00
TX00053388,restock,268,INV0009383,2024-04-07 00:00:00
TX00022776,restock,9,INV0030313,2024-04-07 00:00:00
TX00018537,restock,18,INV0203619,2024-04-07 00:00:00
TX00018542,restock,451,INV0024374,2024-04-07 00:00:00
TX00018544,restock,44,INV0262580,2024-04-07 00:00:00
TX00022761,restock,21,INV0031284,2024-04-07 00:00:00
TX00055641,restock,329,INV0140534,2024-04-07 00:00:00
TX00018553,restock,27,INV0379114,2024-04-07 00:00:00
TX00018504,restock,1121,INV0175324,2024-04-07 00:00:00
TX00018236,restock,31,INV0020119,2024-04-07 00:00:00
TX00018233,restock,128,INV0332563,2024-04-07 00:00:00
TX00018215,restock,102,INV0335318,2024-04-07 00:00:00
TX00017852,restock,301,INV0073642,2024-04-07 00:00:00
TX00023502,restock,51,INV0337057,2024-04-07 00:00:00
TX00055984,restock,389,INV0152176,2024-04-07 00:00:00
TX00023500,restock,75,INV0082293,2024-04-07 00:00:00
TX00023493,restock,18,INV0103081,2024-04-07 00:00:00
TX00017865,restock,20,INV0000251,2024-04-07 00:00:00
TX00053032,restock,215,INV0079100,2024-04-07 00:00:00
TX00017874,restock,3968,INV0250028,2024-04-07 00:00:00
TX00023473,restock,30,INV0329257,2024-04-07 00:00:00
TX00023470,restock,45,INV0373441,2024-04-07 00:00:00
TX00017842,restock,5,INV0131468,2024-04-07 00:00:00
TX00023468,restock,251,INV0211651,2024-04-07 00:00:00
TX00023458,restock,185,INV0157273,2024-04-07 00:00:00
TX00017896,restock,2,INV0026958,2024-04-07 00:00:00
TX00017897,restock,37,INV0025873,2024-04-07 00:00:00
TX00023446,restock,26,INV0073290,2024-04-07 00:00:00
TX00017902,restock,202,INV0334998,2024-04-07 00:00:00
TX00053064,restock,448,INV0235145,2024-04-07 00:00:00
TX00017911,restock,16,INV0061232,2024-04-07 00:00:00
TX00023424,restock,8,INV0356459,2024-04-07 00:00:00
TX00023416,restock,28,INV0231786,2024-04-07 00:00:00
TX00023412,restock,29,INV0302599,2024-04-07 00:00:00
TX00053045,restock,57,INV0021983,2024-04-07 00:00:00
TX00053076,restock,27,INV0279969,2024-04-07 00:00:00
TX00023531,restock,2580,INV0012717,2024-04-07 00:00:00
TX00056001,restock,22,INV0166255,2024-04-07 00:00:00
TX00023663,restock,31,INV0026598,2024-04-07 00:00:00
TX00023661,restock,4,INV0324200,2024-04-07 00:00:00
TX00023659,restock,220,INV0138740,2024-04-07 00:00:00
TX00023648,restock,157,INV0137005,2024-04-07 00:00:00
TX00023640,restock,486,INV0137303,2024-04-07 00:00:00
TX00017724,restock,11,INV0086204,2024-04-07 00:00:00
TX00056087,restock,12,INV0360499,2024-04-07 00:00:00
TX00017747,restock,292,INV0350705,2024-04-07 00:00:00
TX00023607,restock,6,INV0030507,2024-04-07 00:00:00
TX00017773,restock,435,INV0211504,2024-04-07 00:00:00
TX00017827,restock,52,INV0293602,2024-04-07 00:00:00
TX00023592,restock,353,INV0134641,2024-04-07 00:00:00
TX00023582,restock,20,INV0100714,2024-04-07 00:00:00
TX00023573,restock,410,INV0090919,2024-04-07 00:00:00
TX00052985,restock,2078,INV0318997,2024-04-07 00:00:00
TX00056013,restock,174,INV0313140,2024-04-07 00:00:00
TX00023553,restock,200,INV0269512,2024-04-07 00:00:00
TX00052993,restock,49,INV0100085,2024-04-07 00:00:00
TX00017815,restock,3633,INV0277493,2024-04-07 00:00:00
TX00017819,restock,269,INV0066786,2024-04-07 00:00:00
TX00023543,restock,8,INV0028821,2024-04-07 00:00:00
TX00023534,restock,22,INV0082005,2024-04-07 00:00:00
TX00023586,restock,267,INV0134827,2024-04-07 00:00:00
TX00012943,restock,356,INV0176451,2024-04-07 00:00:00
TX00023403,restock,4,INV0236742,2024-04-07 00:00:00
TX00017931,restock,10,INV0020236,2024-04-07 00:00:00
TX00055891,restock,143,INV0155208,2024-04-07 00:00:00
TX00018095,restock,39,INV0043680,2024-04-07 00:00:00
TX00023208,restock,11,INV0149336,2024-04-07 00:00:00
TX00018127,restock,451,INV0257307,2024-04-07 00:00:00
TX00055855,restock,34,INV0248292,2024-04-07 00:00:00
TX00023189,restock,3972,INV0104329,2024-04-07 00:00:00
TX00055847,restock,152,INV0181483,2024-04-07 00:00:00
TX00023184,restock,153,INV0046724,2024-04-07 00:00:00
TX00055846,restock,29,INV0334143,2024-04-07 00:00:00
TX00055843,restock,2415,INV0331828,2024-04-07 00:00:00
TX00023261,restock,51,INV0010439,2024-04-07 00:00:00
TX00023170,restock,235,INV0243642,2024-04-07 00:00:00
TX00055836,restock,333,INV0154635,2024-04-07 00:00:00
TX00053198,restock,32,INV0100304,2024-04-07 00:00:00
TX00023137,restock,14,INV0369095,2024-04-07 00:00:00
TX00018193,restock,29,INV0096787,2024-04-07 00:00:00
TX00055819,restock,359,INV0251922,2024-04-07 00:00:00
TX00053213,restock,66,INV0087642,2024-04-07 00:00:00
TX00053214,restock,4959,INV0343740,2024-04-07 00:00:00
TX00018203,restock,30,INV0000483,2024-04-07 00:00:00
TX00055816,restock,309,INV0314014,2024-04-07 00:00:00
TX00018208,restock,209,INV0036056,2024-04-07 00:00:00
TX00018172,restock,3122,INV0055548,2024-04-07 00:00:00
TX00023399,restock,3571,INV0237483,2024-04-07 00:00:00
TX00055908,restock,43,INV0026993,2024-04-07 00:00:00
TX00018052,restock,18,INV0049662,2024-04-07 00:00:00
TX00053080,restock,39,INV0382234,2024-04-07 00:00:00
TX00055954,restock,485,INV0044317,2024-04-07 00:00:00
TX00023387,restock,1061,INV0061693,2024-04-07 00:00:00
TX00017958,restock,16,INV0028386,2024-04-07 00:00:00
TX00055945,restock,381,INV0109798,2024-04-07 00:00:00
TX00055943,restock,2334,INV0201894,2024-04-07 00:00:00
TX00017988,restock,368,INV0369641,2024-04-07 00:00:00
TX00018010,restock,358,INV0200217,2024-04-07 00:00:00
TX00018012,restock,282,INV0298899,2024-04-07 00:00:00
TX00018016,restock,21,INV0265052,2024-04-07 00:00:00
TX00018059,restock,29,INV0001649,2024-04-07 00:00:00
TX00023335,restock,84,INV0169299,2024-04-07 00:00:00
TX00018021,restock,49,INV0326065,2024-04-07 00:00:00
TX00018030,restock,3898,INV0292193,2024-04-07 00:00:00
TX00055918,restock,17,INV0176183,2024-04-07 00:00:00
TX00053106,restock,19,INV0001071,2024-04-07 00:00:00
TX00023305,restock,36,INV0010139,2024-04-07 00:00:00
TX00023298,restock,11,INV0011816,2024-04-07 00:00:00
TX00018042,restock,4715,INV0049104,2024-04-07 00:00:00
TX00023294,restock,20,INV0010410,2024-04-07 00:00:00
TX00018045,restock,11,INV0023624,2024-04-07 00:00:00
TX00053116,restock,390,INV0377880,2024-04-07 00:00:00
TX00018018,restock,27,INV0021362,2024-04-07 00:00:00
TX00012942,restock,23,INV0091918,2024-04-07 00:00:00
TX00000001,restock,487,INV0335016,2024-04-07 00:00:00
TX00058138,restock,464,INV0266650,2024-04-07 00:00:00
TX00011832,restock,10,INV0212870,2024-04-07 00:00:00
TX00049999,restock,510,INV0273830,2024-04-07 00:00:00
TX00028930,restock,37,INV0255643,2024-04-07 00:00:00
TX00028869,restock,51,INV0115672,2024-04-07 00:00:00
TX00049568,restock,17,INV0268886,2024-04-07 00:00:00
TX00029217,restock,24,INV0020373,2024-04-07 00:00:00
TX00029073,restock,145,INV0359297,2024-04-07 00:00:00
TX00049876,restock,239,INV0150157,2024-04-07 00:00:00
TX00049602,restock,4515,INV0040330,2024-04-07 00:00:00
TX00028852,restock,4,INV0269833,2024-04-07 00:00:00
TX00049565,restock,353,INV0384789,2024-04-07 00:00:00
TX00012542,restock,385,INV0343856,2024-04-07 00:00:00
TX00028794,restock,7,INV0018870,2024-04-07 00:00:00
TX00012837,restock,281,INV0233062,2024-04-07 00:00:00
TX00012832,restock,487,INV0049053,2024-04-07 00:00:00
TX00049669,restock,840,INV0281672,2024-04-07 00:00:00
TX00049710,restock,24,INV0094931,2024-04-07 00:00:00
TX00012325,restock,41,INV0118732,2024-04-07 00:00:00
TX00012639,restock,13,INV0281270,2024-04-07 00:00:00
TX00012662,restock,89,INV0023866,2024-04-07 00:00:00
TX00029542,restock,16,INV0351191,2024-04-07 00:00:00
TX00012879,restock,69,INV0055742,2024-04-07 00:00:00
TX00049967,restock,72,INV0242893,2024-04-07 00:00:00
TX00012805,restock,244,INV0052106,2024-04-07 00:00:00
TX00058261,restock,27,INV0148297,2024-04-07 00:00:00
TX00012145,restock,2439,INV0206954,2024-04-07 00:00:00
TX00012445,restock,2101,INV0295154,2024-04-07 00:00:00
TX00012668,restock,34,INV0074398,2024-04-07 00:00:00
TX00029705,restock,44,INV0304096,2024-04-07 00:00:00
TX00049874,restock,94,INV0027213,2024-04-07 00:00:00
TX00012830,restock,17,INV0300544,2024-04-07 00:00:00
TX00029834,restock,653,INV0349987,2024-04-07 00:00:00
TX00058444,restock,4649,INV0094251,2024-04-07 00:00:00
TX00028819,restock,1,INV0070371,2024-04-07 00:00:00
TX00012633,restock,221,INV0023972,2024-04-07 00:00:00
TX00011821,restock,439,INV0024592,2024-04-07 00:00:00
TX00012257,restock,4082,INV0209219,2024-04-07 00:00:00
TX00049828,restock,29,INV0015655,2024-04-07 00:00:00
TX00012264,restock,12,INV0337115,2024-04-07 00:00:00
TX00012779,restock,135,INV0022094,2024-04-07 00:00:00
TX00012395,restock,320,INV0186118,2024-04-07 00:00:00
TX00011892,restock,3994,INV0096680,2024-04-07 00:00:00
TX00029336,restock,209,INV0275894,2024-04-07 00:00:00
TX00050200,restock,325,INV0026575,2024-04-07 00:00:00
TX00029493,restock,45,INV0048173,2024-04-07 00:00:00
TX00049559,restock,111,INV0024168,2024-04-07 00:00:00
TX00012654,restock,248,INV0307001,2024-04-07 00:00:00
TX00050162,restock,267,INV0107619,2024-04-07 00:00:00
TX00049743,restock,1738,INV0102382,2024-04-07 00:00:00
TX00012196,restock,50,INV0020034,2024-04-07 00:00:00
TX00058199,restock,670,INV0308966,2024-04-07 00:00:00
TX00028823,restock,218,INV0018872,2024-04-07 00:00:00
TX00012754,restock,294,INV0066085,2024-04-07 00:00:00
TX00050076,restock,2423,INV0239461,2024-04-07 00:00:00
TX00050247,restock,11,INV0203928,2024-04-07 00:00:00
TX00058239,restock,40,INV0021539,2024-04-07 00:00:00
TX00029123,restock,282,INV0143549,2024-04-07 00:00:00
TX00058536,restock,246,INV0069621,2024-04-07 00:00:00
TX00029773,restock,20,INV0272807,2024-04-07 00:00:00
TX00058101,restock,24,INV0222393,2024-04-07 00:00:00
TX00050182,restock,326,INV0200644,2024-04-07 00:00:00
TX00028706,restock,382,INV0043821,2024-04-07 00:00:00
TX00049640,restock,343,INV0152987,2024-04-07 00:00:00
TX00049561,restock,115,INV0225353,2024-04-07 00:00:00
TX00012823,restock,29,INV0255134,2024-04-07 00:00:00
TX00012710,restock,10,INV0297632,2024-04-07 00:00:00
TX00012826,restock,298,INV0011975,2024-04-07 00:00:00
TX00012015,restock,338,INV0289961,2024-04-07 00:00:00
TX00050238,restock,7,INV0115291,2024-04-07 00:00:00
TX00028690,restock,48,INV0376146,2024-04-07 00:00:00
TX00029683,restock,13,INV0216641,2024-04-07 00:00:00
TX00012490,restock,144,INV0142603,2024-04-07 00:00:00
TX00028705,restock,305,INV0295367,2024-04-07 00:00:00
TX00029830,restock,396,INV0133774,2024-04-07 00:00:00
TX00012060,restock,265,INV0070770,2024-04-07 00:00:00
TX00012516,restock,381,INV0033361,2024-04-07 00:00:00
TX00049859,restock,1327,INV0244704,2024-04-07 00:00:00
TX00011928,restock,43,INV0182813,2024-04-07 00:00:00
TX00029734,restock,896,INV0258782,2024-04-07 00:00:00
TX00012741,restock,4388,INV0063934,2024-04-07 00:00:00
TX00049986,restock,15,INV0027259,2024-04-07 00:00:00
TX00012127,restock,256,INV0033258,2024-04-07 00:00:00
TX00012738,restock,63,INV0346954,2024-04-07 00:00:00
TX00012117,restock,153,INV0196820,2024-04-07 00:00:00
TX00012726,restock,2,INV0294883,2024-04-07 00:00:00
TX00012876,restock,419,INV0266353,2024-04-07 00:00:00
TX00049817,restock,3160,INV0019980,2024-04-07 00:00:00
TX00058323,restock,4,INV0246768,2024-04-07 00:00:00
TX00011857,restock,393,INV0361774,2024-04-07 00:00:00
TX00012253,restock,141,INV0101345,2024-04-07 00:00:00
TX00058404,restock,2,INV0087419,2024-04-07 00:00:00
TX00011844,restock,36,INV0232195,2024-04-07 00:00:00
TX00012044,restock,34,INV0082416,2024-04-07 00:00:00
TX00049979,restock,47,INV0281629,2024-04-07 00:00:00
TX00050168,restock,462,INV0312897,2024-04-07 00:00:00
TX00028865,restock,27,INV0014314,2024-04-07 00:00:00
TX00011850,restock,5,INV0174668,2024-04-07 00:00:00
TX00029315,restock,129,INV0121532,2024-04-07 00:00:00
TX00028774,restock,40,INV0325123,2024-04-07 00:00:00
TX00058294,restock,105,INV0201614,2024-04-07 00:00:00
TX00049819,restock,413,INV0297803,2024-04-07 00:00:00
TX00058479,restock,450,INV0286987,2024-04-07 00:00:00
TX00029096,restock,229,INV0246188,2024-04-07 00:00:00
TX00029814,restock,26,INV0282005,2024-04-07 00:00:00
TX00028777,restock,48,INV0086267,2024-04-07 00:00:00
TX00012511,restock,232,INV0323851,2024-04-07 00:00:00
TX00011845,restock,127,INV0292779,2024-04-07 00:00:00
TX00012648,restock,452,INV0206553,2024-04-07 00:00:00
TX00049974,restock,4188,INV0343807,2024-04-07 00:00:00
TX00049580,restock,10,INV0018961,2024-04-07 00:00:00
TX00012870,restock,61,INV0101820,2024-04-07 00:00:00
TX00028716,restock,1034,INV0177933,2024-04-07 00:00:00
TX00049716,restock,459,INV0247240,2024-04-07 00:00:00
TX00011862,restock,308,INV0120954,2024-04-07 00:00:00
TX00012724,restock,14,INV0321857,2024-04-07 00:00:00
TX00011908,restock,509,INV0251877,2024-04-07 00:00:00
TX00012878,restock,338,INV0055887,2024-04-07 00:00:00
TX00012530,restock,152,INV0054195,2024-04-07 00:00:00
TX00012502,restock,49,INV0195123,2024-04-07 00:00:00
TX00058355,restock,117,INV0031088,2024-04-07 00:00:00
TX00058356,restock,483,INV0044650,2024-04-07 00:00:00
TX00029419,restock,61,INV0011259,2024-04-07 00:00:00
TX00012868,restock,93,INV0207164,2024-04-07 00:00:00
TX00029504,restock,31,INV0021207,2024-04-07 00:00:00
TX00049872,restock,31,INV0267764,2024-04-07 00:00:00
TX00012059,restock,50,INV0153959,2024-04-07 00:00:00
TX00049873,restock,72,INV0344554,2024-04-07 00:00:00
TX00050221,restock,10,INV0085462,2024-04-07 00:00:00
TX00029367,restock,29,INV0147351,2024-04-07 00:00:00
TX00028935,restock,104,INV0337690,2024-04-07 00:00:00
TX00049577,restock,34,INV0050152,2024-04-07 00:00:00
TX00029721,restock,49,INV0211009,2024-04-07 00:00:00
TX00012799,restock,251,INV0280674,2024-04-07 00:00:00
TX00012650,restock,5,INV0050674,2024-04-07 00:00:00
TX00012239,restock,227,INV0342377,2024-04-07 00:00:00
TX00012438,restock,1956,INV0116783,2024-04-07 00:00:00
TX00029087,restock,85,INV0337684,2024-04-07 00:00:00
TX00029802,restock,411,INV0140063,2024-04-07 00:00:00
TX00012828,restock,32,INV0150689,2024-04-07 00:00:00
TX00050090,restock,40,INV0014811,2024-04-07 00:00:00
TX00029324,restock,17,INV0003825,2024-04-07 00:00:00
TX00012317,restock,14,INV0019156,2024-04-07 00:00:00
TX00012520,restock,98,INV0076959,2024-04-07 00:00:00
TX00029200,restock,22,INV0097174,2024-04-07 00:00:00
TX00049929,restock,5,INV0018861,2024-04-07 00:00:00
TX00050187,restock,420,INV0017768,2024-04-07 00:00:00
TX00029536,restock,131,INV0289323,2024-04-07 00:00:00
TX00028736,restock,41,INV0187482,2024-04-07 00:00:00
TX00058492,restock,24,INV0367559,2024-04-07 00:00:00
TX00049835,restock,418,INV0378214,2024-04-07 00:00:00
TX00029558,restock,458,INV0047473,2024-04-07 00:00:00
TX00028742,restock,30,INV0262662,2024-04-07 00:00:00
TX00028919,restock,2,INV0306827,2024-04-07 00:00:00
TX00028832,restock,12,INV0030083,2024-04-07 00:00:00
TX00028918,restock,310,INV0005728,2024-04-07 00:00:00
TX00058379,restock,48,INV0223145,2024-04-07 00:00:00
TX00050024,restock,8,INV0263799,2024-04-07 00:00:00
TX00012271,restock,10,INV0217692,2024-04-07 00:00:00
TX00012071,restock,14,INV0055833,2024-04-07 00:00:00
TX00029570,restock,310,INV0189507,2024-04-07 00:00:00
TX00029660,restock,20,INV0160044,2024-04-07 00:00:00
TX00012080,restock,30,INV0199543,2024-04-07 00:00:00
TX00029675,restock,19,INV0185383,2024-04-07 00:00:00
TX00058384,restock,215,INV0033758,2024-04-07 00:00:00
TX00012684,restock,2067,INV0038178,2024-04-07 00:00:00
TX00012761,restock,21,INV0026200,2024-04-07 00:00:00
TX00049916,restock,13,INV0019168,2024-04-07 00:00:00
TX00028702,restock,3887,INV0259176,2024-04-07 00:00:00
TX00058552,restock,7,INV0159640,2024-04-07 00:00:00
TX00028829,restock,450,INV0069486,2024-04-07 00:00:00
TX00028760,restock,24,INV0048865,2024-04-07 00:00:00
TX00050017,restock,4636,INV0091499,2024-04-07 00:00:00
TX00012372,restock,279,INV0083882,2024-04-07 00:00:00
TX00058149,restock,244,INV0341556,2024-04-07 00:00:00
TX00058205,restock,18,INV0190485,2024-04-07 00:00:00
TX00029022,restock,19,INV0196255,2024-04-07 00:00:00
TX00012845,restock,9,INV0020299,2024-04-07 00:00:00
TX00011780,restock,412,INV0153577,2024-04-07 00:00:00
TX00012163,restock,2667,INV0020755,2024-04-07 00:00:00
TX00011991,restock,366,INV0022511,2024-04-07 00:00:00
TX00050252,restock,6,INV0082392,2024-04-07 00:00:00
TX00029142,restock,41,INV0020081,2024-04-07 00:00:00
TX00012386,restock,37,INV0026937,2024-04-07 00:00:00
TX00011775,restock,36,INV0213086,2024-04-07 00:00:00
TX00012814,restock,155,INV0339101,2024-04-07 00:00:00
TX00029886,restock,167,INV0186605,2024-04-07 00:00:00
TX00028744,restock,482,INV0188404,2024-04-07 00:00:00
TX00050113,restock,188,INV0030015,2024-04-07 00:00:00
TX00012590,restock,50,INV0268286,2024-04-07 00:00:00
TX00049543,restock,4528,INV0348342,2024-04-07 00:00:00
TX00012939,restock,217,INV0333435,2024-04-07 00:00:00
TX00049624,restock,427,INV0028358,2024-04-07 00:00:00
TX00058278,restock,185,INV0308413,2024-04-07 00:00:00
TX00049898,restock,19,INV0076733,2024-04-07 00:00:00
TX00058201,restock,24,INV0169818,2024-04-07 00:00:00
TX00012594,restock,62,INV0040653,2024-04-07 00:00:00
TX00028747,restock,437,INV0010305,2024-04-07 00:00:00
TX00029000,restock,397,INV0161145,2024-04-07 00:00:00
TX00012350,restock,312,INV0220729,2024-04-07 00:00:00
TX00012603,restock,14,INV0003438,2024-04-07 00:00:00
TX00058280,restock,44,INV0028406,2024-04-07 00:00:00
TX00050038,restock,41,INV0092914,2024-04-07 00:00:00
TX00012190,restock,15,INV0378574,2024-04-07 00:00:00
TX00012189,restock,3615,INV0378176,2024-04-07 00:00:00
TX00028948,restock,91,INV0079579,2024-04-07 00:00:00
TX00028749,restock,2150,INV0010140,2024-04-07 00:00:00
TX00028657,restock,186,INV0090390,2024-04-07 00:00:00
TX00049912,restock,4379,INV0038158,2024-04-07 00:00:00
TX00029564,restock,252,INV0085417,2024-04-07 00:00:00
TX00029014,restock,19,INV0283006,2024-04-07 00:00:00
TX00012816,restock,9,INV0273286,2024-04-07 00:00:00
TX00011764,restock,3827,INV0242947,2024-04-07 00:00:00
TX00049953,restock,211,INV0337004,2024-04-07 00:00:00
TX00029470,restock,37,INV0324361,2024-04-07 00:00:00
TX00050214,restock,117,INV0049293,2024-04-07 00:00:00
TX00049626,restock,38,INV0042986,2024-04-07 00:00:00
TX00012937,restock,499,INV0278762,2024-04-07 00:00:00
TX00058092,restock,474,INV0179303,2024-04-07 00:00:00
TX00049622,restock,173,INV0318993,2024-04-07 00:00:00
TX00029267,restock,249,INV0101426,2024-04-07 00:00:00
TX00049959,restock,11,INV0219387,2024-04-07 00:00:00
TX00029661,restock,144,INV0257865,2024-04-07 00:00:00
TX00049843,restock,2,INV0299852,2024-04-07 00:00:00
TX00012934,restock,40,INV0105190,2024-04-07 00:00:00
TX00029663,restock,9,INV0034870,2024-04-07 00:00:00
TX00012609,restock,269,INV0181239,2024-04-07 00:00:00
TX00058508,restock,14,INV0010392,2024-04-07 00:00:00
