product_id,category_id
P0108321,CAT0056
P0108346,CAT0016
P0108346,CAT0056
P0108360,CAT0016
P0108360,CAT0056
P0108363,CAT0016
P0108363,CAT0056
P0108376,CAT0016
P0108376,CAT0056
P0108379,CAT0016
P0108379,CAT0056
P0108389,CAT0016
P0108389,CAT0056
P0108400,CAT0016
P0108400,CAT0056
P0108407,CAT0016
P0108407,CAT0056
P0108410,CAT0016
P0108410,CAT0056
P0108411,CAT0016
P0108411,CAT0056
P0108416,CAT0016
P0108416,CAT0056
P0108424,CAT0016
P0108424,CAT0056
P0108426,CAT0016
P0108426,CAT0056
P0108427,CAT0016
P0108427,CAT0056
P0108429,CAT0016
P0108429,CAT0056
P0108442,CAT0016
P0108442,CAT0056
P0108452,CAT0016
P0108452,CAT0056
P0108456,CAT0016
P0108456,CAT0056
P0108461,CAT0016
P0108461,CAT0056
P0108491,CAT0016
P0108491,CAT0056
P0108501,CAT0016
P0108501,CAT0056
P0108502,CAT0016
P0108502,CAT0056
P0108503,CAT0016
P0108503,CAT0056
P0108509,CAT0016
P0108509,CAT0056
P0108524,CAT0016
P0108524,CAT0056
P0108540,CAT0016
P0108540,CAT0056
P0108551,CAT0016
P0108551,CAT0056
P0108555,CAT0016
P0108555,CAT0056
P0108559,CAT0016
P0108559,CAT0056
P0108565,CAT0016
P0108565,CAT0056
P0108578,CAT0016
P0108578,CAT0056
P0108579,CAT0016
P0108579,CAT0056
P0108584,CAT0016
P0108584,CAT0056
P0108600,CAT0016
P0108600,CAT0056
P0108602,CAT0016
P0108602,CAT0056
P0108603,CAT0016
P0108603,CAT0056
P0108605,CAT0016
P0108605,CAT0056
P0108606,CAT0016
P0108606,CAT0056
P0108616,CAT0016
P0108616,CAT0056
P0108625,CAT0016
P0108625,CAT0056
P0108629,CAT0016
P0108629,CAT0056
P0108640,CAT0016
P0108640,CAT0056
P0108669,CAT0016
P0108669,CAT0056
P0108674,CAT0016
P0108674,CAT0056
P0108685,CAT0016
P0108685,CAT0056
P0108692,CAT0016
P0108692,CAT0056
P0108699,CAT0016
P0108699,CAT0056
P0108730,CAT0016
P0108730,CAT0056
P0108756,CAT0016
P0108756,CAT0056
P0108763,CAT0016
P0108763,CAT0056
P0108767,CAT0016
P0108767,CAT0056
P0108789,CAT0016
P0108789,CAT0056
P0108790,CAT0016
P0108790,CAT0056
P0108793,CAT0016
P0108793,CAT0056
P0108816,CAT0016
P0108816,CAT0056
P0108830,CAT0016
P0108830,CAT0056
P0108838,CAT0016
P0108838,CAT0056
P0108845,CAT0016
P0108845,CAT0056
P0108851,CAT0016
P0108851,CAT0056
P0108864,CAT0016
P0108864,CAT0056
P0108868,CAT0016
P0108868,CAT0056
P0108871,CAT0016
P0108871,CAT0056
P0108879,CAT0016
P0108879,CAT0056
P0108884,CAT0016
P0108884,CAT0056
P0108896,CAT0016
P0108896,CAT0056
P0108900,CAT0016
P0108900,CAT0056
P0108901,CAT0016
P0108901,CAT0056
P0108906,CAT0016
P0108906,CAT0056
P0108909,CAT0016
P0108909,CAT0056
P0108918,CAT0016
P0108918,CAT0056
P0108929,CAT0016
P0108929,CAT0056
P0108931,CAT0016
P0108931,CAT0056
P0108946,CAT0016
P0108946,CAT0056
P0108959,CAT0016
P0108959,CAT0056
P0109024,CAT0016
P0109024,CAT0056
P0109027,CAT0016
P0109027,CAT0056
P0109039,CAT0016
P0109039,CAT0056
P0109055,CAT0016
P0109055,CAT0056
P0109059,CAT0016
P0109059,CAT0056
P0109064,CAT0016
P0109064,CAT0056
P0109079,CAT0016
P0109079,CAT0056
P0109083,CAT0016
P0109083,CAT0056
P0109099,CAT0016
P0109099,CAT0056
P0109114,CAT0016
P0109114,CAT0056
P0109128,CAT0016
P0109128,CAT0056
P0109149,CAT0016
P0109149,CAT0056
P0109154,CAT0016
P0109154,CAT0056
P0109160,CAT0016
P0109160,CAT0056
P0109161,CAT0016
P0109161,CAT0056
P0109162,CAT0016
P0109162,CAT0056
P0109169,CAT0016
P0109169,CAT0056
P0109175,CAT0016
P0109175,CAT0056
P0109180,CAT0016
P0109180,CAT0056
P0109196,CAT0016
P0109196,CAT0056
P0109207,CAT0016
P0109207,CAT0056
P0109211,CAT0016
P0109211,CAT0056
P0109214,CAT0016
P0109214,CAT0056
P0109216,CAT0016
P0109216,CAT0056
P0109225,CAT0016
P0109225,CAT0056
P0109229,CAT0016
P0109229,CAT0056
P0109241,CAT0016
P0109241,CAT0056
P0109245,CAT0016
P0109245,CAT0056
P0109266,CAT0016
P0109266,CAT0056
P0109267,CAT0016
P0109267,CAT0056
P0109271,CAT0016
P0109271,CAT0056
P0109273,CAT0016
P0109273,CAT0056
P0109278,CAT0016
P0109278,CAT0056
P0109307,CAT0016
P0109307,CAT0056
P0109314,CAT0016
P0109314,CAT0056
P0109315,CAT0016
P0109315,CAT0056
P0109319,CAT0016
P0109319,CAT0056
P0109322,CAT0016
P0109322,CAT0056
P0109324,CAT0016
P0109324,CAT0056
P0109326,CAT0016
P0109326,CAT0056
P0109332,CAT0016
P0109332,CAT0056
P0109342,CAT0016
P0109342,CAT0056
P0109345,CAT0016
P0109345,CAT0056
P0109361,CAT0016
P0109361,CAT0056
P0109369,CAT0016
P0109369,CAT0056
P0109384,CAT0016
P0109384,CAT0056
P0109385,CAT0016
P0109385,CAT0056
P0109389,CAT0016
P0109389,CAT0056
P0109392,CAT0016
P0109392,CAT0056
P0109404,CAT0016
P0109404,CAT0056
P0109406,CAT0016
P0109406,CAT0056
P0109410,CAT0016
P0109410,CAT0056
P0109416,CAT0016
P0109416,CAT0056
P0109418,CAT0016
P0109418,CAT0056
P0109424,CAT0016
P0109424,CAT0056
P0109435,CAT0016
P0109435,CAT0056
P0109439,CAT0016
P0109439,CAT0056
P0109445,CAT0016
P0109445,CAT0056
P0109450,CAT0016
P0109450,CAT0056
P0109457,CAT0016
P0109457,CAT0056
P0109470,CAT0016
P0109470,CAT0056
P0109475,CAT0016
P0109475,CAT0056
P0109490,CAT0016
P0109490,CAT0056
P0109491,CAT0016
P0109491,CAT0056
P0109497,CAT0016
P0109497,CAT0056
P0109500,CAT0016
P0109500,CAT0056
P0109504,CAT0016
P0109504,CAT0056
P0109529,CAT0016
P0109529,CAT0056
P0109537,CAT0016
P0109537,CAT0056
P0109544,CAT0016
P0109544,CAT0056
P0109589,CAT0016
P0109589,CAT0056
P0109590,CAT0016
P0109590,CAT0056
P0109625,CAT0016
P0109625,CAT0056
P0109627,CAT0016
P0109627,CAT0056
P0109632,CAT0016
P0109632,CAT0056
P0109635,CAT0016
P0109635,CAT0056
P0109642,CAT0016
P0109642,CAT0056
P0109651,CAT0016
P0109651,CAT0056
P0109652,CAT0016
P0109652,CAT0056
P0109662,CAT0016
P0109662,CAT0056
P0109666,CAT0016
P0109666,CAT0056
P0109676,CAT0016
P0109676,CAT0056
P0109694,CAT0016
P0109694,CAT0056
P0109695,CAT0016
P0109695,CAT0056
P0109703,CAT0016
P0109703,CAT0056
P0109716,CAT0016
P0109716,CAT0056
P0109731,CAT0016
P0109731,CAT0056
P0109742,CAT0016
P0109742,CAT0056
P0109745,CAT0016
P0109745,CAT0056
P0109793,CAT0016
P0109793,CAT0056
P0109798,CAT0016
P0109798,CAT0056
P0109805,CAT0016
P0109805,CAT0056
P0109815,CAT0016
P0109815,CAT0056
P0109816,CAT0016
P0109816,CAT0056
P0109819,CAT0016
P0109819,CAT0056
P0109826,CAT0016
P0109826,CAT0056
P0109827,CAT0016
P0109827,CAT0056
P0109835,CAT0016
P0109835,CAT0056
P0109836,CAT0016
P0109836,CAT0056
P0109845,CAT0016
P0109845,CAT0056
P0109853,CAT0016
P0109853,CAT0056
P0109868,CAT0016
P0109868,CAT0056
P0109873,CAT0016
P0109873,CAT0056
P0109877,CAT0016
P0109877,CAT0056
P0109888,CAT0016
P0109888,CAT0056
P0109889,CAT0016
P0109889,CAT0056
P0109890,CAT0016
P0109890,CAT0056
P0109893,CAT0016
P0109893,CAT0056
P0109904,CAT0016
P0109904,CAT0056
P0109906,CAT0016
P0109906,CAT0056
P0109907,CAT0016
P0109907,CAT0056
P0109908,CAT0016
P0109908,CAT0056
P0109911,CAT0016
P0109911,CAT0056
P0109919,CAT0016
P0109919,CAT0056
P0109931,CAT0016
P0109931,CAT0056
P0109955,CAT0016
P0109955,CAT0056
P0109959,CAT0016
P0109959,CAT0056
P0109960,CAT0016
P0109960,CAT0056
P0109971,CAT0016
P0109971,CAT0056
P0109985,CAT0016
P0109985,CAT0056
P0109996,CAT0016
P0109996,CAT0056
P0109998,CAT0016
P0109998,CAT0056
P0110003,CAT0016
P0110003,CAT0056
P0110026,CAT0016
P0110026,CAT0056
P0110030,CAT0016
P0110030,CAT0056
P0110042,CAT0016
P0110042,CAT0056
P0110043,CAT0016
P0110043,CAT0056
P0110068,CAT0016
P0110068,CAT0056
P0110116,CAT0016
P0110116,CAT0056
P0110131,CAT0016
P0110131,CAT0056
P0110146,CAT0016
P0110146,CAT0056
P0110161,CAT0016
P0110161,CAT0056
P0110162,CAT0016
P0110162,CAT0056
P0110181,CAT0016
P0110181,CAT0056
P0110183,CAT0016
P0110183,CAT0056
P0110195,CAT0016
P0110195,CAT0056
P0110199,CAT0016
P0110199,CAT0056
P0110209,CAT0016
P0110209,CAT0056
P0110212,CAT0016
P0110212,CAT0056
P0110216,CAT0016
P0110216,CAT0056
P0110225,CAT0016
P0110225,CAT0056
P0110252,CAT0016
P0110252,CAT0056
P0110257,CAT0016
P0110257,CAT0056
P0110262,CAT0016
P0110262,CAT0056
P0110265,CAT0016
P0110265,CAT0056
P0110269,CAT0016
P0110269,CAT0056
P0110275,CAT0016
P0110275,CAT0056
P0110290,CAT0016
P0110290,CAT0056
P0110293,CAT0016
P0110293,CAT0056
P0110301,CAT0016
P0110301,CAT0056
P0110302,CAT0016
P0110302,CAT0056
P0110344,CAT0016
P0110344,CAT0056
P0110365,CAT0016
P0110365,CAT0056
P0110366,CAT0016
P0110366,CAT0056
P0110369,CAT0016
P0110369,CAT0056
P0110379,CAT0016
P0110379,CAT0056
P0110387,CAT0016
P0110387,CAT0056
P0110406,CAT0016
P0110406,CAT0056
P0110415,CAT0016
P0110415,CAT0056
P0110425,CAT0016
P0110425,CAT0056
P0110429,CAT0016
P0110429,CAT0056
P0110438,CAT0016
P0110438,CAT0056
P0110441,CAT0016
P0110441,CAT0056
P0110452,CAT0016
P0110452,CAT0056
P0110474,CAT0016
P0110474,CAT0056
P0110475,CAT0016
P0110475,CAT0056
P0110482,CAT0016
P0110482,CAT0056
P0110493,CAT0016
P0110493,CAT0056
P0110501,CAT0016
P0110501,CAT0056
P0110502,CAT0016
P0110502,CAT0056
P0110511,CAT0016
P0110511,CAT0056
P0110516,CAT0016
P0110516,CAT0056
P0110518,CAT0016
P0110518,CAT0056
P0110519,CAT0016
P0110519,CAT0056
P0110522,CAT0016
P0110522,CAT0056
P0110524,CAT0016
P0110524,CAT0056
P0110532,CAT0016
P0110532,CAT0056
P0110541,CAT0016
P0110541,CAT0056
P0110552,CAT0016
P0110552,CAT0056
P0110560,CAT0016
P0110560,CAT0056
P0110573,CAT0016
P0110573,CAT0056
P0110574,CAT0016
P0110574,CAT0056
P0110578,CAT0016
P0110578,CAT0056
P0110586,CAT0016
P0110586,CAT0056
P0110587,CAT0016
P0110587,CAT0056
P0110591,CAT0016
P0110591,CAT0056
P0110605,CAT0016
P0110605,CAT0056
P0110619,CAT0016
P0110619,CAT0056
P0110623,CAT0016
P0110623,CAT0056
P0110630,CAT0016
P0110630,CAT0056
P0110640,CAT0016
P0110640,CAT0056
P0110641,CAT0016
P0110641,CAT0056
P0110645,CAT0016
P0110645,CAT0056
P0110647,CAT0016
P0110647,CAT0056
P0110650,CAT0016
P0110650,CAT0056
P0110651,CAT0016
P0110651,CAT0056
P0110652,CAT0016
P0110652,CAT0056
P0110654,CAT0016
P0110654,CAT0056
P0110657,CAT0016
P0110657,CAT0056
P0110661,CAT0016
P0110661,CAT0056
P0110668,CAT0016
P0110668,CAT0056
P0110669,CAT0016
P0110669,CAT0056
P0110676,CAT0016
P0110676,CAT0056
P0110681,CAT0016
P0110681,CAT0056
P0110682,CAT0016
P0110682,CAT0056
P0110710,CAT0016
P0110710,CAT0056
P0110730,CAT0016
P0110730,CAT0056
P0110731,CAT0016
P0110731,CAT0056
P0110747,CAT0016
P0110747,CAT0056
P0110749,CAT0016
P0110749,CAT0056
P0110759,CAT0016
P0110759,CAT0056
P0110760,CAT0016
P0110760,CAT0056
P0110766,CAT0016
P0110766,CAT0056
P0110767,CAT0016
P0110767,CAT0056
P0110770,CAT0016
P0110770,CAT0056
P0110779,CAT0016
P0110779,CAT0056
P0110783,CAT0016
P0110783,CAT0056
P0110803,CAT0016
P0110803,CAT0056
P0110810,CAT0016
P0110810,CAT0056
P0110829,CAT0016
P0110829,CAT0056
P0110839,CAT0016
P0110839,CAT0056
P0110849,CAT0016
P0110849,CAT0056
P0110908,CAT0016
P0110908,CAT0056
P0110917,CAT0016
P0110917,CAT0056
P0110923,CAT0016
P0110923,CAT0056
P0110925,CAT0016
P0110925,CAT0056
P0110935,CAT0016
P0110935,CAT0056
P0110936,CAT0016
P0110936,CAT0056
P0110949,CAT0016
P0110949,CAT0056
P0110953,CAT0016
P0110953,CAT0056
P0110984,CAT0016
P0110984,CAT0056
P0111003,CAT0016
P0111003,CAT0056
P0111004,CAT0016
P0111004,CAT0056
P0111039,CAT0016
P0111039,CAT0056
P0111058,CAT0016
P0111058,CAT0056
P0111061,CAT0016
P0111061,CAT0056
P0111066,CAT0016
P0111066,CAT0056
P0111082,CAT0016
P0111082,CAT0056
P0111088,CAT0016
P0111088,CAT0056
P0111094,CAT0016
P0111094,CAT0056
P0111096,CAT0016
P0111096,CAT0056
P0111099,CAT0016
P0111099,CAT0056
P0111112,CAT0016
P0111112,CAT0056
P0111117,CAT0016
P0111117,CAT0056
P0111125,CAT0016
P0111125,CAT0056
P0111130,CAT0016
P0111130,CAT0056
P0111143,CAT0016
P0111143,CAT0056
P0111150,CAT0016
P0111150,CAT0056
P0111153,CAT0016
P0111153,CAT0056
P0111155,CAT0016
P0111155,CAT0056
P0111160,CAT0016
P0111160,CAT0056
P0111198,CAT0016
P0111198,CAT0056
P0111210,CAT0016
P0111210,CAT0056
P0111211,CAT0016
P0111211,CAT0056
P0111231,CAT0016
P0111231,CAT0056
P0111247,CAT0016
P0111247,CAT0056
P0111252,CAT0016
P0111252,CAT0056
P0111259,CAT0016
P0111259,CAT0056
P0111269,CAT0016
P0111269,CAT0056
P0111271,CAT0016
P0111271,CAT0056
P0111275,CAT0016
P0111275,CAT0056
P0111276,CAT0016
P0111276,CAT0056
P0111284,CAT0016
P0111284,CAT0056
P0111302,CAT0016
P0111302,CAT0056
P0111312,CAT0016
P0111312,CAT0056
P0111318,CAT0016
P0111318,CAT0056
P0111335,CAT0016
P0111335,CAT0056
P0111339,CAT0016
P0111339,CAT0056
P0111345,CAT0016
P0111345,CAT0056
P0111347,CAT0016
P0111347,CAT0056
P0111348,CAT0016
P0111348,CAT0056
P0111350,CAT0016
P0111350,CAT0056
P0111357,CAT0016
P0111357,CAT0056
P0111375,CAT0016
P0111375,CAT0056
P0111379,CAT0016
P0111379,CAT0056
P0111382,CAT0016
P0111382,CAT0056
P0111389,CAT0016
P0111389,CAT0056
P0111396,CAT0016
P0111396,CAT0056
P0111400,CAT0016
P0111400,CAT0056
P0111403,CAT0016
P0111403,CAT0056
P0111407,CAT0016
P0111407,CAT0056
P0111418,CAT0016
P0111418,CAT0056
P0111437,CAT0016
P0111437,CAT0056
P0111439,CAT0016
P0111439,CAT0056
P0111445,CAT0016
P0111445,CAT0056
P0111456,CAT0016
P0111456,CAT0056
P0111479,CAT0016
P0111479,CAT0056
P0111524,CAT0016
P0111524,CAT0056
P0111528,CAT0016
P0111528,CAT0056
P0111541,CAT0016
P0111541,CAT0056
P0111543,CAT0016
P0111543,CAT0056
P0111546,CAT0016
P0111546,CAT0056
P0111548,CAT0016
P0111548,CAT0056
P0111588,CAT0016
P0111588,CAT0056
P0111590,CAT0016
P0111590,CAT0056
P0111602,CAT0016
P0111602,CAT0056
P0111617,CAT0016
P0111617,CAT0056
P0111624,CAT0016
P0111624,CAT0056
P0111625,CAT0016
P0111625,CAT0056
P0111632,CAT0016
P0111632,CAT0056
P0111656,CAT0016
P0111656,CAT0056
P0111666,CAT0016
P0111666,CAT0056
P0111672,CAT0016
P0111672,CAT0056
P0111694,CAT0016
P0111694,CAT0056
P0111703,CAT0016
P0111703,CAT0056
P0111714,CAT0016
P0111714,CAT0056
P0111717,CAT0016
P0111717,CAT0056
P0111719,CAT0016
P0111719,CAT0056
P0111725,CAT0016
P0111725,CAT0056
P0111739,CAT0016
P0111739,CAT0056
P0111744,CAT0016
P0111744,CAT0056
P0111745,CAT0016
P0111745,CAT0056
P0111749,CAT0016
P0111749,CAT0056
P0111762,CAT0016
P0111762,CAT0056
P0111779,CAT0016
P0111779,CAT0056
P0111780,CAT0016
P0111780,CAT0056
P0111783,CAT0016
P0111783,CAT0056
P0111797,CAT0016
P0111797,CAT0056
P0111801,CAT0016
P0111801,CAT0056
P0111806,CAT0016
P0111806,CAT0056
P0111808,CAT0016
P0111808,CAT0056
P0111816,CAT0016
P0111816,CAT0056
P0111836,CAT0016
P0111836,CAT0056
P0111837,CAT0016
P0111837,CAT0056
P0111841,CAT0016
P0111841,CAT0056
P0111847,CAT0016
P0111847,CAT0056
P0111866,CAT0016
P0111866,CAT0056
P0111867,CAT0016
P0111867,CAT0056
P0111875,CAT0016
P0111875,CAT0056
P0111885,CAT0016
P0111885,CAT0056
P0111889,CAT0016
P0111889,CAT0056
P0111892,CAT0016
P0111892,CAT0056
P0111899,CAT0016
P0111899,CAT0056
P0111902,CAT0016
P0111902,CAT0056
P0111910,CAT0016
P0111910,CAT0056
P0111913,CAT0016
P0111913,CAT0056
P0111931,CAT0016
P0111931,CAT0056
P0111936,CAT0016
P0111936,CAT0056
P0111966,CAT0016
P0111966,CAT0056
P0111967,CAT0016
P0111967,CAT0056
P0111979,CAT0016
P0111979,CAT0056
P0111986,CAT0016
P0111986,CAT0056
P0111993,CAT0016
P0111993,CAT0056
P0111998,CAT0016
P0111998,CAT0056
P0111999,CAT0016
P0111999,CAT0056
P0112008,CAT0016
P0112008,CAT0056
P0112018,CAT0016
P0112018,CAT0056
P0112024,CAT0016
P0112024,CAT0056
P0112026,CAT0016
P0112026,CAT0056
P0112035,CAT0016
P0112035,CAT0056
P0112048,CAT0016
P0112048,CAT0056
P0112055,CAT0016
P0112055,CAT0056
P0112067,CAT0016
P0112067,CAT0056
P0112074,CAT0016
P0112074,CAT0056
P0112077,CAT0016
P0112077,CAT0056
P0112081,CAT0016
P0112081,CAT0056
P0112083,CAT0016
P0112083,CAT0056
P0112091,CAT0016
P0112091,CAT0056
P0112095,CAT0016
P0112095,CAT0056
P0112110,CAT0016
P0112110,CAT0056
P0112112,CAT0016
P0112112,CAT0056
P0112116,CAT0016
P0112116,CAT0056
P0112128,CAT0016
P0112128,CAT0056
P0112137,CAT0016
P0112137,CAT0056
P0112144,CAT0016
P0112144,CAT0056
P0112145,CAT0016
P0112145,CAT0056
P0112154,CAT0016
P0112154,CAT0056
P0112166,CAT0016
P0112166,CAT0056
P0112187,CAT0016
P0112187,CAT0056
P0112195,CAT0016
P0112195,CAT0056
P0112197,CAT0016
P0112197,CAT0056
P0112207,CAT0016
P0112207,CAT0056
P0112209,CAT0016
P0112209,CAT0056
P0112221,CAT0016
P0112221,CAT0056
P0112241,CAT0016
P0112241,CAT0056
P0112248,CAT0016
P0112248,CAT0056
P0112261,CAT0016
P0112261,CAT0056
P0112265,CAT0016
P0112265,CAT0056
P0112290,CAT0016
P0112290,CAT0056
P0112312,CAT0016
P0112312,CAT0056
P0112315,CAT0016
P0112315,CAT0056
P0112318,CAT0016
P0112318,CAT0056
P0112321,CAT0016
P0112321,CAT0056
P0112323,CAT0016
P0112323,CAT0056
P0112329,CAT0016
P0112329,CAT0056
P0112336,CAT0016
P0112336,CAT0056
P0112338,CAT0016
P0112338,CAT0056
P0112355,CAT0016
P0112355,CAT0056
P0112356,CAT0016
P0112356,CAT0056
P0112360,CAT0016
P0112360,CAT0056
P0112364,CAT0016
P0112364,CAT0056
P0112369,CAT0016
P0112369,CAT0056
P0112374,CAT0016
P0112374,CAT0056
P0112399,CAT0016
P0112399,CAT0056
P0112401,CAT0016
P0112401,CAT0056
P0112403,CAT0016
P0112403,CAT0056
P0112424,CAT0016
P0112424,CAT0056
P0112430,CAT0016
P0112430,CAT0056
P0112493,CAT0016
P0112493,CAT0056
P0112516,CAT0016
P0112516,CAT0056
P0112535,CAT0016
P0112535,CAT0056
P0112547,CAT0016
P0112547,CAT0056
P0112556,CAT0016
P0112556,CAT0056
P0112566,CAT0016
P0112566,CAT0056
P0112572,CAT0016
P0112572,CAT0056
P0112576,CAT0016
P0112576,CAT0056
P0112603,CAT0016
P0112603,CAT0056
P0112619,CAT0016
P0112619,CAT0056
P0112630,CAT0016
P0112630,CAT0056
P0112636,CAT0016
P0112636,CAT0056
P0112643,CAT0016
P0112643,CAT0056
P0112653,CAT0016
P0112653,CAT0056
P0112655,CAT0016
P0112655,CAT0056
P0112659,CAT0016
P0112659,CAT0056
P0112682,CAT0016
P0112682,CAT0056
P0112684,CAT0016
P0112684,CAT0056
P0112692,CAT0016
P0112692,CAT0056
P0112715,CAT0016
P0112715,CAT0056
P0112722,CAT0016
P0112722,CAT0056
P0112732,CAT0016
P0112732,CAT0056
P0112734,CAT0016
P0112734,CAT0056
P0112735,CAT0016
P0112735,CAT0056
P0112736,CAT0016
P0112736,CAT0056
P0112737,CAT0016
P0112737,CAT0056
P0112757,CAT0016
P0112757,CAT0056
P0112758,CAT0016
P0112758,CAT0056
P0112763,CAT0016
P0112763,CAT0056
P0112778,CAT0016
P0112778,CAT0056
P0112779,CAT0016
P0112779,CAT0056
P0112787,CAT0016
P0112787,CAT0056
P0112802,CAT0016
P0112802,CAT0056
P0112806,CAT0016
P0112806,CAT0056
P0112828,CAT0016
P0112828,CAT0056
P0112846,CAT0016
P0112846,CAT0056
P0112863,CAT0016
P0112863,CAT0056
P0112871,CAT0016
P0112871,CAT0056
P0112875,CAT0016
P0112875,CAT0056
P0112895,CAT0016
P0112895,CAT0056
P0112896,CAT0016
P0112896,CAT0056
P0112939,CAT0016
P0112939,CAT0056
P0112956,CAT0016
P0112956,CAT0056
P0112964,CAT0016
P0112964,CAT0056
P0112976,CAT0016
P0112976,CAT0056
P0112987,CAT0016
P0112987,CAT0056
P0113000,CAT0016
P0113000,CAT0056
P0113014,CAT0016
P0113014,CAT0056
P0113025,CAT0016
P0113025,CAT0056
P0113040,CAT0016
P0113040,CAT0056
P0113048,CAT0016
P0113048,CAT0056
P0113052,CAT0016
P0113052,CAT0056
P0113064,CAT0016
P0113064,CAT0056
P0113074,CAT0016
P0113074,CAT0056
P0113076,CAT0016
P0113076,CAT0056
P0113078,CAT0016
P0113078,CAT0056
P0113085,CAT0016
P0113085,CAT0056
P0113091,CAT0016
P0113091,CAT0056
P0113092,CAT0016
P0113092,CAT0056
P0113114,CAT0016
P0113114,CAT0056
P0113121,CAT0016
P0113121,CAT0056
P0113135,CAT0016
P0113135,CAT0056
P0113141,CAT0016
P0113141,CAT0056
P0113147,CAT0016
P0113147,CAT0056
P0113155,CAT0016
P0113155,CAT0056
P0113175,CAT0016
P0113175,CAT0056
P0113178,CAT0016
P0113178,CAT0056
P0113193,CAT0016
P0113193,CAT0056
P0113209,CAT0016
P0113209,CAT0056
P0113221,CAT0016
P0113221,CAT0056
P0113237,CAT0016
P0113237,CAT0056
P0113245,CAT0016
P0113245,CAT0056
P0113249,CAT0016
P0113249,CAT0056
P0113252,CAT0016
P0113252,CAT0056
P0113266,CAT0016
P0113266,CAT0056
P0113267,CAT0016
P0113267,CAT0056
P0113280,CAT0016
P0113280,CAT0056
P0113287,CAT0016
P0113287,CAT0056
P0113291,CAT0016
P0113291,CAT0056
P0113295,CAT0016
P0113295,CAT0056
P0113299,CAT0016
P0113299,CAT0056
P0113302,CAT0016
P0113302,CAT0056
P0113303,CAT0016
P0113303,CAT0056
P0113306,CAT0016
P0113306,CAT0056
P0113308,CAT0016
P0113308,CAT0056
P0113319,CAT0016
P0113319,CAT0056
P0113328,CAT0016
P0113328,CAT0056
P0113331,CAT0016
P0113331,CAT0056
P0113374,CAT0016
P0113374,CAT0056
P0113375,CAT0016
P0113375,CAT0056
P0113378,CAT0016
P0113378,CAT0056
P0113388,CAT0016
P0113388,CAT0056
P0113390,CAT0016
P0113390,CAT0056
P0113410,CAT0016
P0113410,CAT0056
P0113414,CAT0016
P0113414,CAT0056
P0113420,CAT0016
P0113420,CAT0056
P0113425,CAT0016
P0113425,CAT0056
P0113438,CAT0016
P0113438,CAT0056
P0113452,CAT0016
P0113452,CAT0056
P0113479,CAT0016
P0113479,CAT0056
P0113483,CAT0016
P0113483,CAT0056
P0113488,CAT0016
P0113488,CAT0056
P0113492,CAT0016
P0113492,CAT0056
P0113496,CAT0016
P0113496,CAT0056
P0113505,CAT0016
P0113505,CAT0056
P0113512,CAT0016
P0113512,CAT0056
P0113517,CAT0016
P0113517,CAT0056
P0113537,CAT0016
P0113537,CAT0056
P0113542,CAT0016
P0113542,CAT0056
P0113547,CAT0016
P0113547,CAT0056
P0113551,CAT0016
P0113551,CAT0056
P0113553,CAT0016
P0113553,CAT0056
P0113568,CAT0016
P0113568,CAT0056
P0113578,CAT0016
P0113578,CAT0056
P0113579,CAT0016
P0113579,CAT0056
P0113590,CAT0016
P0113590,CAT0056
P0113594,CAT0016
P0113594,CAT0056
P0113606,CAT0016
P0113606,CAT0056
P0113609,CAT0016
P0113609,CAT0056
P0113615,CAT0016
P0113615,CAT0056
P0113634,CAT0016
P0113634,CAT0056
P0113637,CAT0016
P0113637,CAT0056
P0113645,CAT0016
P0113645,CAT0056
P0113657,CAT0016
P0113657,CAT0056
P0113658,CAT0016
P0113658,CAT0056
P0113669,CAT0016
P0113669,CAT0056
P0113676,CAT0016
P0113676,CAT0056
P0113683,CAT0016
P0113683,CAT0056
P0113686,CAT0016
P0113686,CAT0056
P0113694,CAT0016
P0113694,CAT0056
P0113706,CAT0016
P0113706,CAT0056
P0113719,CAT0016
P0113719,CAT0056
P0113721,CAT0016
P0113721,CAT0056
P0113722,CAT0016
P0113722,CAT0056
P0113737,CAT0016
P0113737,CAT0056
P0113741,CAT0016
P0113741,CAT0056
P0113755,CAT0016
P0113755,CAT0056
P0113756,CAT0016
P0113756,CAT0056
P0113777,CAT0016
P0113777,CAT0056
P0113782,CAT0016
P0113782,CAT0056
P0113794,CAT0016
P0113794,CAT0056
P0113823,CAT0016
P0113823,CAT0056
P0113827,CAT0016
P0113827,CAT0056
P0113828,CAT0016
P0113828,CAT0056
P0113834,CAT0016
P0113834,CAT0056
P0113836,CAT0016
P0113836,CAT0056
P0113848,CAT0016
P0113848,CAT0056
P0113854,CAT0016
P0113854,CAT0056
P0113864,CAT0016
P0113864,CAT0056
P0113865,CAT0016
P0113865,CAT0056
P0113874,CAT0016
P0113874,CAT0056
P0113875,CAT0016
P0113875,CAT0056
P0113887,CAT0016
P0113887,CAT0056
P0113906,CAT0016
P0113906,CAT0056
P0113912,CAT0016
P0113912,CAT0056
P0113914,CAT0016
P0113914,CAT0056
P0113918,CAT0016
P0113918,CAT0056
P0113926,CAT0016
P0113926,CAT0056
P0113933,CAT0016
P0113933,CAT0056
P0113941,CAT0016
P0113941,CAT0056
P0113951,CAT0016
P0113951,CAT0056
P0113955,CAT0016
P0113955,CAT0056
P0113960,CAT0016
P0113960,CAT0056
P0113974,CAT0016
