inventory_id,product_id,quantity,last_update
INV0204672,P0204672,448,2024-05-23 00:00:00
INV0204678,P0204678,35,2024-04-21 04:29:50
INV0204684,P0204684,46,2024-04-06 00:00:00
INV0204700,P0204700,272,2024-04-19 02:28:52
INV0204705,P0204705,0,2024-05-20 00:00:00
INV0204707,P0204707,422,2024-04-04 00:00:00
INV0204718,P0204718,27,2024-05-18 00:00:00
INV0204736,P0204736,38,2024-04-05 00:00:00
INV0204740,P0204740,263,2024-04-04 00:00:00
INV0204748,P0204748,1,2024-04-03 00:00:00
INV0204750,P0204750,27,2024-04-11 00:00:00
INV0204751,P0204751,32,2024-05-21 00:00:00
INV0204755,P0204755,18,2024-04-10 00:00:00
INV0204759,P0204759,3713,2024-04-05 00:00:00
INV0204763,P0204763,0,2024-05-18 00:00:00
INV0204767,P0204767,47,2024-04-03 00:00:00
INV0204769,P0204769,675,2024-05-17 00:00:00
INV0204772,P0204772,3802,2024-04-18 18:38:42
INV0204773,P0204773,207,2024-04-08 00:00:00
INV0204781,P0204781,22,2024-04-07 00:00:00
INV0204784,P0204784,163,2024-04-01 00:00:00
INV0204794,P0204794,95,2024-05-04 10:11:49
INV0204799,P0204799,26,2024-05-18 00:00:00
INV0204801,P0204801,6,2024-05-16 00:00:00
INV0204804,P0204804,79,2024-05-18 00:00:00
INV0204815,P0204815,11,2024-04-11 00:00:00
INV0204818,P0204818,44,2024-04-09 00:00:00
INV0204826,P0204826,201,2024-04-27 02:01:58
INV0204837,P0204837,3256,2024-04-08 00:00:00
INV0204840,P0204840,5,2024-04-05 00:00:00
INV0204874,P0204874,3728,2024-05-23 00:00:00
INV0204875,P0204875,40,2024-04-11 00:00:00
INV0204897,P0204897,486,2024-04-11 00:00:00
INV0204900,P0204900,197,2024-04-06 00:00:00
INV0204903,P0204903,20,2024-04-10 00:00:00
INV0204906,P0204906,34,2024-04-02 00:00:00
INV0204912,P0204912,1824,2024-04-10 00:00:00
INV0204923,P0204923,318,2024-04-11 00:00:00
INV0204924,P0204924,388,2024-04-11 00:00:00
INV0204928,P0204928,36,2024-04-02 00:00:00
INV0204929,P0204929,215,2024-04-08 00:00:00
INV0204933,P0204933,182,2024-04-01 00:00:00
INV0204939,P0204939,45,2024-04-08 00:00:00
INV0204942,P0204942,24,2024-04-11 00:00:00
INV0204959,P0204959,1927,2024-04-06 00:00:00
INV0204964,P0204964,22,2024-04-05 00:00:00
INV0204989,P0204989,26,2024-05-18 00:00:00
INV0204999,P0204999,262,2024-04-04 00:00:00
INV0205001,P0205001,0,2024-05-21 00:00:00
INV0205006,P0205006,18,2024-04-03 00:00:00
INV0205009,P0205009,22,2024-04-04 00:00:00
INV0205011,P0205011,160,2024-05-21 00:00:00
INV0205026,P0205026,375,2024-04-05 00:00:00
INV0205027,P0205027,21,2024-04-02 00:00:00
INV0205034,P0205034,17,2024-05-23 00:00:00
INV0205035,P0205035,198,2024-05-19 00:00:00
INV0205051,P0205051,28,2024-04-07 00:00:00
INV0205053,P0205053,35,2024-04-03 00:00:00
INV0205055,P0205055,18,2024-04-01 00:00:00
INV0205057,P0205057,26,2024-04-05 00:00:00
INV0205077,P0205077,155,2024-04-29 02:18:17
INV0205086,P0205086,13,2024-05-05 20:12:10
INV0205092,P0205092,364,2024-04-02 00:00:00
INV0205096,P0205096,15,2024-04-07 00:00:00
INV0205104,P0205104,107,2024-04-10 00:00:00
INV0205108,P0205108,95,2024-04-11 00:00:00
INV0205139,P0205139,22,2024-04-05 00:00:00
INV0205141,P0205141,3,2024-05-23 00:00:00
INV0205145,P0205145,35,2024-04-03 00:00:00
INV0205161,P0205161,221,2024-04-06 00:00:00
INV0205171,P0205171,26,2024-04-03 00:00:00
INV0205180,P0205180,314,2024-04-04 00:00:00
INV0205188,P0205188,224,2024-04-05 00:00:00
INV0205197,P0205197,100,2024-04-09 00:00:00
INV0205200,P0205200,30,2024-04-02 00:00:00
INV0205201,P0205201,426,2024-05-25 00:00:00
INV0205207,P0205207,30,2024-04-05 00:00:00
INV0205217,P0205217,1,2024-04-11 00:00:00
INV0205225,P0205225,47,2024-05-25 00:00:00
INV0205239,P0205239,171,2024-04-03 00:00:00
INV0205240,P0205240,75,2024-04-04 00:00:00
INV0205245,P0205245,8,2024-04-07 00:00:00
INV0205270,P0205270,47,2024-04-02 00:00:00
INV0205295,P0205295,215,2024-04-05 00:00:00
INV0205303,P0205303,25,2024-04-10 00:00:00
INV0205313,P0205313,370,2024-04-07 00:00:00
INV0205339,P0205339,180,2024-04-08 00:00:00
INV0205344,P0205344,3316,2024-04-07 00:00:00
INV0205365,P0205365,3691,2024-04-02 00:00:00
INV0205371,P0205371,1540,2024-05-19 00:00:00
INV0205372,P0205372,4,2024-04-09 00:00:00
INV0205376,P0205376,21,2024-04-06 00:00:00
INV0205381,P0205381,4147,2024-04-01 00:00:00
INV0205398,P0205398,38,2024-04-10 00:00:00
INV0205400,P0205400,1937,2024-05-22 00:00:00
INV0205403,P0205403,35,2024-04-02 00:00:00
INV0205406,P0205406,0,2024-05-01 10:41:23
INV0205412,P0205412,57,2024-04-09 00:00:00
INV0205427,P0205427,19,2024-04-03 00:00:00
INV0205451,P0205451,406,2024-04-07 00:00:00
INV0205454,P0205454,12,2024-04-06 00:00:00
INV0205458,P0205458,1,2024-04-05 00:00:00
INV0205461,P0205461,17,2024-04-03 00:00:00
INV0205472,P0205472,180,2024-04-03 00:00:00
INV0205473,P0205473,3524,2024-05-19 00:00:00
INV0205488,P0205488,182,2024-04-08 00:00:00
INV0205496,P0205496,61,2024-05-21 00:00:00
INV0205498,P0205498,3750,2024-05-02 17:56:33
INV0205501,P0205501,5,2024-05-16 00:00:00
INV0205514,P0205514,338,2024-05-09 23:06:23
INV0205522,P0205522,0,2024-05-26 00:00:00
INV0205537,P0205537,10,2024-04-04 00:00:00
INV0205540,P0205540,204,2024-05-20 00:00:00
INV0205582,P0205582,299,2024-04-30 10:14:04
INV0205583,P0205583,3722,2024-05-21 00:00:00
INV0205585,P0205585,124,2024-04-02 00:00:00
INV0205613,P0205613,34,2024-04-05 00:00:00
INV0205623,P0205623,33,2024-04-10 00:00:00
INV0205632,P0205632,364,2024-04-17 16:33:19
INV0205639,P0205639,3674,2024-04-03 00:00:00
INV0205642,P0205642,2302,2024-04-21 12:32:31
INV0205644,P0205644,205,2024-05-23 00:00:00
INV0205648,P0205648,42,2024-04-02 00:00:00
INV0205656,P0205656,0,2024-05-24 00:00:00
INV0205662,P0205662,0,2024-05-17 00:00:00
INV0205663,P0205663,386,2024-04-11 00:00:00
INV0205678,P0205678,17,2024-04-07 00:00:00
INV0205681,P0205681,35,2024-04-03 00:00:00
INV0205682,P0205682,43,2024-04-03 00:00:00
INV0205684,P0205684,97,2024-05-17 00:00:00
INV0205693,P0205693,2501,2024-05-25 00:00:00
INV0205696,P0205696,804,2024-04-08 00:00:00
INV0205698,P0205698,478,2024-04-07 00:00:00
INV0205701,P0205701,186,2024-04-05 00:00:00
INV0205704,P0205704,89,2024-05-06 01:08:16
INV0205714,P0205714,157,2024-04-01 00:00:00
INV0205721,P0205721,38,2024-04-10 00:00:00
INV0205736,P0205736,45,2024-04-05 00:00:00
INV0205745,P0205745,13,2024-04-02 00:00:00
INV0205750,P0205750,4356,2024-05-20 00:00:00
INV0205754,P0205754,48,2024-04-10 00:00:00
INV0205759,P0205759,0,2024-05-20 00:00:00
INV0205764,P0205764,17,2024-05-16 00:00:00
INV0205769,P0205769,30,2024-04-07 00:00:00
INV0205774,P0205774,229,2024-04-01 00:00:00
INV0205777,P0205777,40,2024-04-11 00:00:00
INV0205781,P0205781,239,2024-04-02 00:00:00
INV0205797,P0205797,3984,2024-04-09 00:00:00
INV0205807,P0205807,83,2024-04-05 00:00:00
INV0205811,P0205811,1018,2024-04-02 00:00:00
INV0205847,P0205847,374,2024-05-01 10:47:59
INV0205854,P0205854,339,2024-04-08 00:00:00
INV0205877,P0205877,41,2024-04-02 00:00:00
INV0205880,P0205880,202,2024-04-07 00:00:00
INV0205884,P0205884,43,2024-05-19 00:00:00
INV0205902,P0205902,24,2024-04-05 00:00:00
INV0205904,P0205904,293,2024-04-20 18:59:09
INV0205925,P0205925,2139,2024-05-19 00:00:00
INV0205934,P0205934,25,2024-05-26 00:00:00
INV0205937,P0205937,47,2024-04-04 00:00:00
INV0205942,P0205942,0,2024-05-09 03:59:01
INV0205954,P0205954,26,2024-04-07 00:00:00
INV0205962,P0205962,2259,2024-04-10 00:00:00
INV0205972,P0205972,4811,2024-04-04 00:00:00
INV0205983,P0205983,1413,2024-04-07 00:00:00
INV0205991,P0205991,97,2024-04-09 00:00:00
INV0205998,P0205998,22,2024-04-04 00:00:00
INV0206000,P0206000,141,2024-04-05 00:00:00
INV0206007,P0206007,23,2024-04-07 00:00:00
INV0206025,P0206025,27,2024-05-11 02:29:31
INV0206034,P0206034,236,2024-04-05 00:00:00
INV0206041,P0206041,266,2024-04-06 00:00:00
INV0206059,P0206059,3925,2024-04-11 00:00:00
INV0206062,P0206062,359,2024-05-19 00:00:00
INV0206078,P0206078,221,2024-05-08 05:05:45
INV0206084,P0206084,429,2024-05-23 00:00:00
INV0206086,P0206086,397,2024-04-04 00:00:00
INV0206095,P0206095,39,2024-05-20 00:00:00
INV0206099,P0206099,10,2024-04-04 00:00:00
INV0206100,P0206100,300,2024-05-21 00:00:00
INV0206103,P0206103,43,2024-05-07 12:56:41
INV0206104,P0206104,11,2024-04-07 00:00:00
INV0206113,P0206113,240,2024-04-05 00:00:00
INV0206118,P0206118,18,2024-05-23 00:00:00
INV0206120,P0206120,927,2024-05-08 08:15:41
INV0206123,P0206123,1447,2024-04-04 00:00:00
INV0206132,P0206132,177,2024-04-01 00:00:00
INV0206136,P0206136,0,2024-04-15 03:02:12
INV0206140,P0206140,5,2024-05-12 12:24:33
INV0206147,P0206147,302,2024-04-01 00:00:00
INV0206162,P0206162,1007,2024-04-08 00:00:00
INV0206163,P0206163,2034,2024-04-11 00:00:00
INV0206171,P0206171,15,2024-05-24 00:00:00
INV0206173,P0206173,231,2024-04-01 00:00:00
INV0206176,P0206176,498,2024-05-21 00:00:00
INV0206177,P0206177,44,2024-04-11 00:00:00
INV0206181,P0206181,246,2024-04-09 00:00:00
INV0206190,P0206190,85,2024-04-05 00:00:00
INV0206195,P0206195,416,2024-05-24 00:00:00
INV0206202,P0206202,320,2024-05-01 05:33:00
INV0206211,P0206211,44,2024-04-04 00:00:00
INV0206212,P0206212,115,2024-04-05 00:00:00
INV0206220,P0206220,449,2024-04-02 00:00:00
INV0206221,P0206221,20,2024-04-07 00:00:00
INV0206225,P0206225,8,2024-04-03 00:00:00
INV0206226,P0206226,2123,2024-04-11 00:00:00
INV0206229,P0206229,35,2024-04-06 00:00:00
INV0206255,P0206255,2093,2024-04-08 00:00:00
INV0206281,P0206281,190,2024-05-23 00:00:00
INV0206292,P0206292,59,2024-04-03 00:00:00
INV0206298,P0206298,29,2024-04-06 00:00:00
INV0206307,P0206307,2544,2024-05-09 00:15:06
INV0206312,P0206312,497,2024-04-06 00:00:00
INV0206324,P0206324,2797,2024-04-05 00:00:00
INV0206325,P0206325,300,2024-04-02 00:00:00
INV0206330,P0206330,104,2024-04-01 00:00:00
INV0206331,P0206331,32,2024-05-20 00:00:00
INV0206335,P0206335,28,2024-05-25 00:00:00
INV0206339,P0206339,8,2024-04-07 00:00:00
INV0206347,P0206347,21,2024-05-16 00:00:00
INV0206389,P0206389,34,2024-04-29 23:36:01
INV0206401,P0206401,376,2024-04-07 00:00:00
INV0206405,P0206405,58,2024-04-05 00:00:00
INV0206425,P0206425,12,2024-04-01 00:00:00
INV0206426,P0206426,50,2024-04-02 00:00:00
INV0206432,P0206432,3304,2024-05-09 05:42:03
INV0206436,P0206436,459,2024-04-04 00:00:00
INV0206443,P0206443,80,2024-04-04 00:00:00
INV0206448,P0206448,259,2024-04-28 11:02:55
INV0206456,P0206456,248,2024-05-05 01:04:25
INV0206463,P0206463,45,2024-04-10 00:00:00
INV0206469,P0206469,20,2024-05-13 01:25:15
INV0206475,P0206475,14,2024-04-05 00:00:00
INV0206494,P0206494,268,2024-04-03 00:00:00
INV0206514,P0206514,2091,2024-04-11 00:00:00
INV0206515,P0206515,4000,2024-04-03 00:00:00
INV0206517,P0206517,243,2024-04-01 00:00:00
INV0206520,P0206520,4,2024-04-02 00:00:00
INV0206527,P0206527,1981,2024-04-11 00:00:00
INV0206529,P0206529,209,2024-04-01 00:00:00
INV0206542,P0206542,4376,2024-04-17 16:05:25
INV0206543,P0206543,644,2024-04-07 00:00:00
INV0206553,P0206553,452,2024-04-07 00:00:00
INV0206558,P0206558,0,2024-05-21 00:00:00
INV0206560,P0206560,202,2024-04-10 00:00:00
INV0206588,P0206588,2237,2024-04-08 00:00:00
INV0206601,P0206601,393,2024-04-18 12:11:02
INV0206605,P0206605,10,2024-04-04 00:00:00
INV0206613,P0206613,481,2024-05-08 08:23:29
INV0206616,P0206616,223,2024-04-11 00:00:00
INV0206619,P0206619,34,2024-04-01 00:00:00
INV0206628,P0206628,105,2024-04-01 00:00:00
INV0206631,P0206631,4109,2024-05-21 00:00:00
INV0206638,P0206638,40,2024-04-27 17:00:37
INV0206644,P0206644,324,2024-04-01 00:00:00
INV0206660,P0206660,355,2024-05-10 23:28:19
INV0206690,P0206690,4,2024-05-24 00:00:00
INV0206695,P0206695,172,2024-04-06 00:00:00
INV0206700,P0206700,197,2024-04-11 00:00:00
INV0206714,P0206714,441,2024-04-11 00:00:00
INV0206717,P0206717,18,2024-04-29 22:56:40
INV0206720,P0206720,0,2024-05-21 00:00:00
INV0206721,P0206721,35,2024-04-01 00:00:00
INV0206726,P0206726,41,2024-04-03 00:00:00
INV0206738,P0206738,10,2024-05-23 00:00:00
INV0206760,P0206760,0,2024-05-18 00:00:00
INV0206772,P0206772,30,2024-04-07 00:00:00
INV0206773,P0206773,211,2024-04-03 00:00:00
INV0206799,P0206799,131,2024-04-11 00:00:00
INV0206800,P0206800,4869,2024-04-06 00:00:00
INV0206806,P0206806,36,2024-04-06 00:00:00
INV0206820,P0206820,0,2024-05-16 00:00:00
INV0206821,P0206821,91,2024-05-06 14:13:37
INV0206826,P0206826,332,2024-05-23 00:00:00
INV0206844,P0206844,1752,2024-04-11 00:00:00
INV0206846,P0206846,197,2024-04-18 08:25:32
INV0206853,P0206853,31,2024-04-08 00:00:00
INV0206870,P0206870,304,2024-04-10 00:00:00
INV0206898,P0206898,21,2024-04-03 00:00:00
INV0206910,P0206910,2077,2024-05-17 00:00:00
INV0206913,P0206913,19,2024-04-08 00:00:00
INV0206920,P0206920,7,2024-05-12 22:13:20
INV0206923,P0206923,231,2024-04-08 00:00:00
INV0206942,P0206942,354,2024-04-05 00:00:00
INV0206954,P0206954,2439,2024-04-07 00:00:00
INV0206956,P0206956,358,2024-05-21 00:00:00
INV0206971,P0206971,204,2024-05-24 00:00:00
INV0206972,P0206972,3404,2024-05-15 19:26:47
INV0206973,P0206973,25,2024-04-11 00:00:00
INV0206994,P0206994,169,2024-04-10 00:00:00
INV0206998,P0206998,421,2024-04-11 00:00:00
INV0207002,P0207002,41,2024-04-11 00:00:00
INV0207004,P0207004,34,2024-05-20 00:00:00
INV0207007,P0207007,39,2024-05-24 00:00:00
INV0207027,P0207027,213,2024-05-24 00:00:00
INV0207034,P0207034,32,2024-04-02 00:00:00
INV0207043,P0207043,62,2024-05-18 00:00:00
INV0207047,P0207047,474,2024-05-25 00:00:00
INV0207064,P0207064,94,2024-05-19 00:00:00
INV0207070,P0207070,4,2024-05-26 00:00:00
INV0207077,P0207077,2583,2024-04-11 00:00:00
INV0207083,P0207083,158,2024-04-25 02:24:49
INV0207086,P0207086,106,2024-04-04 00:00:00
INV0207110,P0207110,13,2024-04-05 00:00:00
INV0207120,P0207120,12,2024-04-02 00:00:00
INV0207143,P0207143,44,2024-05-04 16:23:13
INV0207164,P0207164,77,2024-05-23 00:00:00
INV0207199,P0207199,35,2024-05-16 00:00:00
INV0207200,P0207200,13,2024-04-10 00:00:00
INV0207203,P0207203,473,2024-05-21 00:00:00
INV0207207,P0207207,4603,2024-04-01 00:00:00
INV0207208,P0207208,9,2024-04-01 00:00:00
INV0207209,P0207209,192,2024-05-15 08:15:53
INV0207216,P0207216,3,2024-04-06 00:00:00
INV0207218,P0207218,4656,2024-05-24 00:00:00
INV0207219,P0207219,23,2024-04-01 00:00:00
INV0207227,P0207227,13,2024-04-05 00:00:00
INV0207228,P0207228,117,2024-05-17 00:00:00
INV0207246,P0207246,273,2024-04-04 00:00:00
INV0207249,P0207249,1484,2024-04-01 00:00:00
INV0207251,P0207251,23,2024-04-07 00:00:00
INV0207270,P0207270,396,2024-04-01 00:00:00
INV0207276,P0207276,153,2024-05-26 00:00:00
INV0207282,P0207282,250,2024-04-10 00:00:00
INV0207294,P0207294,95,2024-04-03 00:00:00
INV0207299,P0207299,582,2024-04-07 00:00:00
INV0207345,P0207345,295,2024-04-06 00:00:00
INV0207352,P0207352,28,2024-04-08 00:00:00
INV0207356,P0207356,347,2024-05-23 00:00:00
INV0207357,P0207357,29,2024-04-09 00:00:00
INV0207381,P0207381,47,2024-04-06 00:00:00
INV0207385,P0207385,29,2024-04-01 00:00:00
INV0207389,P0207389,484,2024-04-07 00:00:00
INV0207391,P0207391,391,2024-04-07 00:00:00
INV0207398,P0207398,372,2024-04-01 00:00:00
INV0207401,P0207401,70,2024-04-18 08:59:57
INV0207409,P0207409,291,2024-04-07 00:00:00
INV0207420,P0207420,173,2024-04-10 00:00:00
INV0207423,P0207423,30,2024-04-01 00:00:00
INV0207424,P0207424,94,2024-04-08 00:00:00
INV0207425,P0207425,1807,2024-04-06 00:00:00
INV0207427,P0207427,460,2024-04-04 00:00:00
INV0207449,P0207449,50,2024-04-04 00:00:00
INV0207473,P0207473,90,2024-04-25 15:19:07
INV0207478,P0207478,15,2024-04-11 00:00:00
INV0207480,P0207480,250,2024-04-17 22:01:52
INV0207499,P0207499,137,2024-04-09 00:00:00
INV0207510,P0207510,43,2024-04-19 14:03:30
INV0207523,P0207523,11,2024-04-07 00:00:00
INV0207524,P0207524,293,2024-04-02 00:00:00
INV0207527,P0207527,64,2024-04-02 00:00:00
INV0207536,P0207536,14,2024-04-04 00:00:00
INV0207540,P0207540,30,2024-04-04 00:00:00
INV0207542,P0207542,430,2024-04-27 20:37:18
INV0207547,P0207547,248,2024-04-21 04:19:59
INV0207552,P0207552,257,2024-04-22 17:30:16
INV0207562,P0207562,129,2024-04-05 00:00:00
INV0207565,P0207565,491,2024-05-09 09:09:07
INV0207571,P0207571,15,2024-05-24 00:00:00
INV0207602,P0207602,268,2024-04-07 00:00:00
INV0207609,P0207609,43,2024-04-07 00:00:00
INV0207612,P0207612,3,2024-05-25 00:00:00
INV0207617,P0207617,1,2024-05-23 00:00:00
INV0207618,P0207618,458,2024-04-07 00:00:00
INV0207627,P0207627,3,2024-05-15 11:52:36
INV0207636,P0207636,48,2024-04-05 00:00:00
INV0207644,P0207644,49,2024-05-11 20:36:11
INV0207656,P0207656,23,2024-04-17 15:47:18
INV0207660,P0207660,300,2024-04-06 00:00:00
INV0207673,P0207673,0,2024-05-19 00:00:00
INV0207681,P0207681,2301,2024-04-20 15:15:02
INV0207684,P0207684,23,2024-04-04 00:00:00
INV0207689,P0207689,37,2024-04-02 00:00:00
INV0207702,P0207702,131,2024-04-08 00:00:00
INV0207705,P0207705,456,2024-05-24 00:00:00
INV0207721,P0207721,41,2024-04-10 00:00:00
INV0207736,P0207736,56,2024-05-02 15:33:31
INV0207766,P0207766,34,2024-04-06 00:00:00
INV0207780,P0207780,30,2024-05-17 00:00:00
INV0207787,P0207787,264,2024-04-09 00:00:00
INV0207790,P0207790,107,2024-04-10 00:00:00
INV0207793,P0207793,35,2024-05-17 00:00:00
INV0207795,P0207795,260,2024-04-02 00:00:00
INV0207800,P0207800,486,2024-04-02 00:00:00
INV0207806,P0207806,5,2024-05-22 00:00:00
INV0207807,P0207807,346,2024-04-10 00:00:00
INV0207818,P0207818,43,2024-05-06 05:45:48
INV0207819,P0207819,14,2024-05-24 00:00:00
INV0207835,P0207835,21,2024-04-01 00:00:00
INV0207855,P0207855,11,2024-04-08 00:00:00
INV0207860,P0207860,122,2024-04-02 00:00:00
INV0207868,P0207868,228,2024-04-30 11:49:49
INV0207871,P0207871,362,2024-05-03 18:42:29
INV0207893,P0207893,43,2024-05-22 00:00:00
INV0207896,P0207896,11,2024-04-03 00:00:00
INV0207899,P0207899,46,2024-04-02 00:00:00
INV0207903,P0207903,48,2024-04-08 00:00:00
INV0207907,P0207907,171,2024-05-16 00:00:00
INV0207910,P0207910,0,2024-05-04 01:22:34
INV0207912,P0207912,420,2024-04-10 00:00:00
INV0207915,P0207915,466,2024-04-06 00:00:00
INV0207924,P0207924,3102,2024-04-01 00:00:00
INV0207942,P0207942,4498,2024-04-01 00:00:00
INV0207960,P0207960,30,2024-04-08 00:00:00
INV0207967,P0207967,464,2024-04-11 00:00:00
INV0207969,P0207969,83,2024-04-07 00:00:00
INV0207983,P0207983,332,2024-05-05 05:41:35
INV0207995,P0207995,390,2024-05-25 00:00:00
INV0207997,P0207997,33,2024-04-10 00:00:00
INV0208025,P0208025,20,2024-04-04 00:00:00
INV0208030,P0208030,306,2024-04-01 00:00:00
INV0208044,P0208044,377,2024-04-06 00:00:00
INV0208046,P0208046,241,2024-04-09 00:00:00
INV0208060,P0208060,456,2024-04-02 00:00:00
INV0208073,P0208073,366,2024-04-02 00:00:00
INV0208074,P0208074,382,2024-04-05 00:00:00
INV0208080,P0208080,43,2024-04-11 00:00:00
INV0208089,P0208089,59,2024-05-18 00:00:00
INV0208090,P0208090,414,2024-05-25 00:00:00
INV0208094,P0208094,3178,2024-04-07 00:00:00
INV0208144,P0208144,21,2024-05-13 09:37:26
INV0208148,P0208148,33,2024-04-01 00:00:00
INV0208160,P0208160,400,2024-04-09 00:00:00
INV0208163,P0208163,141,2024-04-10 00:00:00
INV0208171,P0208171,336,2024-04-27 15:16:46
INV0208180,P0208180,35,2024-05-10 16:31:39
INV0208181,P0208181,48,2024-04-09 00:00:00
INV0208188,P0208188,19,2024-05-22 00:00:00
INV0208191,P0208191,2894,2024-05-18 00:00:00
INV0208193,P0208193,273,2024-05-10 11:56:59
INV0208196,P0208196,258,2024-04-11 00:00:00
INV0208197,P0208197,0,2024-04-22 01:19:57
INV0208204,P0208204,134,2024-04-07 00:00:00
INV0208209,P0208209,101,2024-04-08 00:00:00
INV0208220,P0208220,3188,2024-04-02 00:00:00
INV0208225,P0208225,26,2024-04-06 00:00:00
INV0208237,P0208237,0,2024-05-23 00:00:00
INV0208244,P0208244,375,2024-04-07 00:00:00
INV0208247,P0208247,68,2024-04-10 00:00:00
INV0208260,P0208260,28,2024-04-05 00:00:00
INV0208270,P0208270,421,2024-04-06 00:00:00
INV0208274,P0208274,215,2024-04-05 00:00:00
INV0208305,P0208305,68,2024-04-06 00:00:00
INV0208313,P0208313,35,2024-05-18 00:00:00
INV0208314,P0208314,346,2024-04-09 00:00:00
INV0208315,P0208315,443,2024-04-11 00:00:00
INV0208317,P0208317,16,2024-05-03 16:53:57
INV0208322,P0208322,155,2024-04-06 00:00:00
INV0208327,P0208327,9,2024-04-05 00:00:00
INV0208340,P0208340,36,2024-04-11 00:00:00
INV0208351,P0208351,486,2024-04-09 00:00:00
INV0208378,P0208378,14,2024-05-16 00:00:00
INV0208387,P0208387,3273,2024-04-08 00:00:00
INV0208391,P0208391,116,2024-05-04 19:21:47
INV0208409,P0208409,0,2024-05-23 00:00:00
INV0208426,P0208426,200,2024-04-08 00:00:00
INV0208431,P0208431,9,2024-04-18 10:12:30
INV0208450,P0208450,35,2024-04-10 00:00:00
INV0208452,P0208452,73,2024-04-09 00:00:00
INV0208472,P0208472,158,2024-04-10 00:00:00
INV0208475,P0208475,138,2024-04-09 00:00:00
INV0208480,P0208480,8,2024-04-11 00:00:00
INV0208492,P0208492,0,2024-04-26 20:48:17
INV0208505,P0208505,25,2024-04-04 00:00:00
INV0208507,P0208507,295,2024-05-02 14:31:55
INV0208523,P0208523,47,2024-04-02 00:00:00
INV0208544,P0208544,16,2024-04-11 00:00:00
INV0208549,P0208549,439,2024-04-01 00:00:00
INV0208551,P0208551,4,2024-04-06 00:00:00
INV0208555,P0208555,283,2024-04-01 00:00:00
INV0208564,P0208564,3232,2024-04-08 00:00:00
INV0208587,P0208587,19,2024-04-08 00:00:00
INV0208589,P0208589,104,2024-04-03 00:00:00
INV0208598,P0208598,0,2024-05-23 00:00:00
INV0208602,P0208602,18,2024-04-03 00:00:00
INV0208603,P0208603,2055,2024-04-09 00:00:00
INV0208646,P0208646,14,2024-04-06 00:00:00
INV0208649,P0208649,1,2024-05-26 00:00:00
INV0208650,P0208650,0,2024-05-24 00:00:00
INV0208654,P0208654,130,2024-04-04 00:00:00
INV0208658,P0208658,14,2024-04-07 00:00:00
INV0208660,P0208660,26,2024-04-07 00:00:00
INV0208675,P0208675,23,2024-05-24 00:00:00
INV0208685,P0208685,39,2024-04-03 00:00:00
INV0208689,P0208689,4108,2024-04-02 00:00:00
INV0208692,P0208692,250,2024-04-11 00:00:00
INV0208696,P0208696,173,2024-05-11 02:25:41
INV0208698,P0208698,340,2024-04-07 00:00:00
INV0208707,P0208707,6,2024-04-06 00:00:00
INV0208715,P0208715,423,2024-04-11 00:00:00
INV0208716,P0208716,25,2024-04-06 00:00:00
INV0208730,P0208730,3476,2024-05-12 12:27:19
INV0208732,P0208732,25,2024-04-29 06:40:06
INV0208740,P0208740,9,2024-05-18 00:00:00
INV0208747,P0208747,467,2024-05-22 00:00:00
INV0208758,P0208758,238,2024-04-08 00:00:00
INV0208764,P0208764,58,2024-04-01 00:00:00
INV0208768,P0208768,328,2024-05-19 00:00:00
INV0208769,P0208769,246,2024-04-09 00:00:00
INV0208776,P0208776,245,2024-04-04 00:00:00
INV0208777,P0208777,822,2024-04-07 00:00:00
INV0208791,P0208791,30,2024-04-07 00:00:00
INV0208832,P0208832,5,2024-04-01 00:00:00
INV0208833,P0208833,148,2024-04-08 00:00:00
INV0208846,P0208846,49,2024-04-07 00:00:00
INV0208854,P0208854,6,2024-05-23 00:00:00
INV0208865,P0208865,13,2024-04-10 00:00:00
INV0208910,P0208910,18,2024-04-03 00:00:00
INV0208915,P0208915,7,2024-04-17 02:34:56
INV0208920,P0208920,28,2024-04-01 00:00:00
INV0208928,P0208928,2891,2024-05-12 04:19:41
INV0208945,P0208945,395,2024-04-06 00:00:00
INV0208950,P0208950,381,2024-04-05 00:00:00
INV0208953,P0208953,29,2024-04-05 00:00:00
INV0208964,P0208964,4737,2024-04-04 00:00:00
INV0208986,P0208986,38,2024-04-04 00:00:00
INV0208989,P0208989,300,2024-04-07 00:00:00
INV0209002,P0209002,1857,2024-05-13 07:39:52
INV0209008,P0209008,20,2024-05-21 00:00:00
INV0209009,P0209009,4519,2024-04-24 06:23:04
INV0209015,P0209015,34,2024-04-10 00:00:00
INV0209016,P0209016,5,2024-04-06 00:00:00
INV0209017,P0209017,3219,2024-05-26 00:00:00
INV0209025,P0209025,5,2024-05-21 00:00:00
INV0209033,P0209033,0,2024-05-19 00:00:00
INV0209034,P0209034,0,2024-05-16 00:00:00
INV0209044,P0209044,76,2024-04-11 00:00:00
INV0209045,P0209045,50,2024-04-01 00:00:00
INV0209056,P0209056,318,2024-04-03 00:00:00
INV0209061,P0209061,39,2024-04-21 00:45:37
INV0209064,P0209064,39,2024-05-21 00:00:00
INV0209066,P0209066,227,2024-05-11 00:29:14
INV0209071,P0209071,91,2024-04-06 00:00:00
INV0209095,P0209095,394,2024-04-03 00:00:00
INV0209101,P0209101,1746,2024-04-04 00:00:00
