audit_id,admin_id,store_id,action_type,reason,action_time
AU0004235,A04977,ST07754,approve,,2024-02-11 01:19:37
AU0004236,A02190,ST07206,approve,,2024-02-15 05:09:55
AU0004237,A02027,ST08141,approve,,2024-02-12 05:11:29
AU0004238,A04422,ST02070,approve,,2024-02-13 11:27:56
AU0004239,A00873,ST02169,approve,,2024-02-01 00:00:59
AU0004240,A02392,ST05654,approve,,2024-02-16 18:27:27
AU0004241,A04675,ST02165,approve,,2024-02-06 03:23:22
AU0004242,A00026,ST05758,approve,,2024-02-18 05:45:15
AU0004243,A00949,ST02155,approve,,2024-02-23 03:21:27
AU0004244,A03073,ST07802,approve,,2024-02-12 17:50:42
AU0004245,A01496,ST00763,approve,,2024-02-20 06:13:11
AU0004246,A00849,ST00499,approve,,2024-02-16 05:47:14
AU0004247,A03754,ST02138,approve,,2024-02-11 10:20:35
AU0004248,A00382,ST01620,approve,,2024-02-13 07:09:46
AU0004249,A00082,ST05457,approve,,2024-02-12 21:08:47
AU0004250,A01991,ST02214,approve,,2024-02-12 12:49:05
AU0004251,A02375,ST05199,approve,,2024-02-22 17:51:20
AU0004252,A03069,ST03075,approve,,2024-02-15 12:53:19
AU0004253,A04773,ST04988,approve,,2024-02-01 14:37:20
AU0004254,A03868,ST03170,approve,,2024-02-07 08:59:27
AU0004255,A00090,ST04084,approve,,2024-02-19 01:18:15
AU0004256,A01007,ST01604,approve,,2024-02-20 02:14:18
AU0004257,A05009,ST02939,approve,,2024-02-13 10:41:04
AU0004258,A03535,ST00840,approve,,2024-02-11 07:00:29
AU0004259,A03777,ST02266,approve,,2024-02-02 11:28:10
AU0004260,A00809,ST00359,approve,,2024-02-27 10:59:18
AU0004261,A04643,ST01933,approve,,2024-02-20 13:59:16
AU0004262,A04934,ST00472,approve,,2024-02-09 11:15:08
AU0004263,A00596,ST06343,approve,,2024-02-27 02:45:10
AU0004264,A05219,ST03079,approve,,2024-02-01 16:07:28
AU0004265,A01555,ST00512,approve,,2024-02-12 13:00:06
AU0004266,A04476,ST04854,approve,,2024-02-12 06:24:56
AU0004267,A02829,ST06692,approve,,2024-02-01 01:43:07
AU0004268,A05029,ST01144,approve,,2024-02-13 10:14:26
AU0004269,A00579,ST01136,approve,,2024-02-28 09:59:53
AU0004270,A01205,ST03407,approve,,2024-02-20 23:02:54
AU0004271,A04804,ST01301,approve,,2024-02-18 20:49:26
AU0004272,A04150,ST03386,approve,,2024-02-14 06:57:39
AU0004273,A00933,ST01300,approve,,2024-02-08 14:42:55
AU0004274,A02312,ST05908,approve,,2024-02-09 20:16:45
AU0004275,A01048,ST01816,approve,,2024-02-27 23:23:12
AU0004276,A02410,ST05394,approve,,2024-02-10 04:06:33
AU0004277,A03653,ST05764,approve,,2024-02-23 07:54:58
AU0004278,A03520,ST01697,approve,,2024-02-16 18:56:18
AU0004279,A00026,ST05120,approve,,2024-02-14 13:18:08
AU0004280,A04137,ST00651,approve,,2024-02-23 16:21:58
AU0004281,A05044,ST01460,approve,,2024-02-22 00:41:13
AU0004282,A05340,ST03296,approve,,2024-02-17 21:32:24
AU0004283,A02641,ST01839,approve,,2024-02-27 07:45:53
AU0004284,A00838,ST05304,approve,,2024-02-14 13:27:44
AU0004285,A05310,ST00679,approve,,2024-02-27 08:54:22
AU0004286,A02285,ST03252,approve,,2024-02-06 08:54:55
AU0004287,A04582,ST05291,approve,,2024-02-21 17:58:22
AU0004288,A02153,ST01855,approve,,2024-02-28 09:25:19
AU0004289,A03649,ST05733,approve,,2024-02-10 04:11:10
AU0004290,A00208,ST00518,approve,,2024-02-28 16:12:39
AU0004291,A00438,ST04110,approve,,2024-02-18 11:52:14
AU0004292,A00049,ST05516,approve,,2024-02-03 17:16:00
AU0004293,A00425,ST01396,approve,,2024-02-21 05:26:24
AU0004294,A04807,ST04831,approve,,2024-02-24 03:44:46
AU0004295,A02412,ST00043,approve,,2024-02-06 14:47:58
AU0004296,A01912,ST04797,approve,,2024-02-28 14:21:54
AU0004297,A00161,ST01995,approve,,2024-02-06 14:33:21
AU0004298,A03565,ST05047,approve,,2024-02-23 01:29:06
AU0004299,A02638,ST08134,approve,,2024-02-20 10:42:26
AU0004300,A02848,ST05577,approve,,2024-02-05 03:29:13
AU0004301,A05302,ST03957,approve,,2024-02-01 15:59:33
AU0004302,A01745,ST05064,approve,,2024-02-04 07:03:10
AU0004303,A04049,ST06592,approve,,2024-02-27 12:25:37
AU0004304,A05299,ST01214,approve,,2024-02-19 04:45:14
AU0004305,A01890,ST07641,approve,,2024-02-05 22:20:16
AU0004306,A01452,ST03987,approve,,2024-02-10 04:18:07
AU0004307,A00193,ST04645,approve,,2024-02-22 20:58:10
AU0004308,A01669,ST00118,approve,,2024-02-22 13:24:26
AU0004309,A00624,ST02711,approve,,2024-02-08 04:19:58
AU0004310,A02009,ST00888,approve,,2024-02-04 01:47:47
AU0004311,A04763,ST02596,approve,,2024-02-10 14:18:13
AU0004312,A01282,ST07610,approve,,2024-02-02 13:08:51
AU0004313,A02269,ST02064,approve,,2024-02-02 05:31:50
AU0004314,A03745,ST05959,approve,,2024-02-12 23:53:33
AU0004315,A02069,ST04640,approve,,2024-02-12 16:14:33
AU0004316,A02429,ST03811,approve,,2024-02-25 01:34:38
AU0004317,A02525,ST02445,approve,,2024-02-16 17:42:02
AU0004318,A04683,ST04830,approve,,2024-02-03 00:56:01
AU0004319,A02639,ST06131,approve,,2024-02-11 19:12:42
AU0004320,A05160,ST00404,approve,,2024-02-11 05:02:23
AU0004321,A02235,ST08377,approve,,2024-02-10 11:56:22
AU0004322,A01575,ST05651,approve,,2024-02-05 10:29:31
AU0004323,A03999,ST06456,approve,,2024-02-07 02:29:07
AU0004324,A01573,ST01031,approve,,2024-02-28 13:53:54
AU0004325,A00345,ST05950,approve,,2024-02-04 05:27:08
AU0004326,A04145,ST07896,approve,,2024-02-12 23:12:36
AU0004327,A02531,ST01499,approve,,2024-02-09 11:16:30
AU0004328,A01192,ST03318,approve,,2024-02-12 14:41:13
AU0004329,A03853,ST01283,approve,,2024-02-25 16:15:15
AU0004330,A02151,ST07865,approve,,2024-02-17 07:29:54
AU0004331,A04309,ST02559,approve,,2024-02-04 15:25:00
AU0004332,A00201,ST03337,approve,,2024-02-08 10:47:41
AU0004333,A04032,ST05032,approve,,2024-02-27 04:27:36
AU0004334,A03242,ST02583,approve,,2024-02-28 17:31:01
AU0004335,A04853,ST06493,approve,,2024-02-25 02:38:06
AU0004336,A04873,ST04411,approve,,2024-02-12 07:41:04
AU0004337,A01573,ST08140,approve,,2024-02-04 22:51:42
AU0004338,A02515,ST02504,approve,,2024-02-14 02:41:37
AU0004339,A01449,ST02498,approve,,2024-02-08 05:41:53
AU0004340,A03341,ST08299,approve,,2024-02-09 21:15:36
AU0004341,A04675,ST07725,approve,,2024-02-18 23:55:06
AU0004342,A00093,ST04399,approve,,2024-02-25 10:24:05
AU0004343,A03529,ST03433,approve,,2024-02-20 06:50:56
AU0004344,A01243,ST01321,approve,,2024-02-19 21:49:00
AU0004345,A00480,ST04644,approve,,2024-02-16 12:59:03
AU0004346,A01576,ST07064,approve,,2024-02-15 16:14:56
AU0004347,A05096,ST06588,approve,,2024-02-10 12:31:23
AU0004348,A02137,ST00684,approve,,2024-02-28 10:32:46
AU0004349,A03863,ST04721,approve,,2024-02-21 16:44:03
AU0004350,A05224,ST05072,approve,,2024-02-07 05:14:31
AU0004351,A02979,ST00869,approve,,2024-02-08 11:44:46
AU0004352,A01809,ST04771,approve,,2024-02-27 23:44:44
AU0004353,A05485,ST00853,approve,,2024-02-05 23:45:32
AU0004354,A04790,ST02267,approve,,2024-02-16 00:24:04
AU0004355,A05000,ST05526,approve,,2024-02-22 21:21:47
AU0004356,A03135,ST04715,approve,,2024-02-08 04:13:35
AU0004357,A04167,ST02951,approve,,2024-02-11 12:15:54
AU0004358,A03234,ST07025,approve,,2024-02-08 14:54:05
AU0004359,A01841,ST03024,approve,,2024-02-07 22:45:21
AU0004360,A00368,ST01900,approve,,2024-02-11 03:24:54
AU0004361,A00617,ST04734,approve,,2024-02-03 20:15:21
AU0004362,A03535,ST02594,approve,,2024-02-03 08:51:40
AU0004363,A03404,ST01890,approve,,2024-02-28 11:27:50
AU0004364,A01885,ST00766,approve,,2024-02-26 23:37:07
AU0004365,A01300,ST02098,approve,,2024-02-06 04:48:35
AU0004366,A04950,ST02773,approve,,2024-02-28 05:58:57
AU0004367,A05100,ST05560,approve,,2024-02-23 05:26:30
AU0004368,A01239,ST06834,approve,,2024-02-07 20:51:25
AU0004369,A02062,ST04597,approve,,2024-02-13 19:46:23
AU0004370,A05314,ST08266,approve,,2024-02-21 03:20:21
AU0004371,A00838,ST00728,approve,,2024-02-25 17:23:59
AU0004372,A01357,ST01985,approve,,2024-02-09 17:07:43
AU0004373,A01902,ST02881,approve,,2024-02-11 14:50:11
AU0004374,A04008,ST05424,approve,,2024-02-28 21:41:07
AU0004375,A00631,ST06180,approve,,2024-02-27 12:17:35
AU0004376,A04983,ST03247,approve,,2024-02-27 04:51:47
AU0004377,A00180,ST04820,approve,,2024-02-20 10:04:06
AU0004378,A00222,ST02923,approve,,2024-02-12 05:40:18
AU0004379,A02830,ST05156,approve,,2024-02-21 19:42:04
AU0004380,A01897,ST04265,approve,,2024-02-25 11:21:23
AU0004381,A03191,ST01505,approve,,2024-02-03 18:36:39
AU0004382,A04989,ST05220,approve,,2024-02-17 04:12:41
AU0004383,A03440,ST03935,approve,,2024-02-08 22:03:25
AU0004384,A02404,ST04263,approve,,2024-02-13 10:07:15
AU0004385,A05467,ST01515,approve,,2024-02-09 08:42:07
AU0004386,A03986,ST01732,approve,,2024-02-13 05:01:38
AU0004387,A01659,ST07263,approve,,2024-02-06 01:01:35
AU0004388,A01277,ST00541,approve,,2024-02-09 17:47:18
AU0004389,A03355,ST06013,approve,,2024-02-10 11:10:14
AU0004390,A00138,ST05300,approve,,2024-02-04 09:19:43
AU0004391,A01238,ST05297,approve,,2024-02-26 15:18:46
AU0004392,A04813,ST03773,approve,,2024-02-20 03:43:16
AU0004393,A01394,ST04302,approve,,2024-02-22 08:50:33
AU0004394,A03505,ST03749,approve,,2024-02-26 02:51:00
AU0004395,A03610,ST03742,approve,,2024-02-23 02:04:42
AU0004396,A03716,ST06739,approve,,2024-02-10 08:05:17
AU0004397,A03928,ST00247,approve,,2024-02-14 00:52:09
AU0004398,A00997,ST07305,approve,,2024-02-05 04:21:57
AU0004399,A01858,ST08031,approve,,2024-02-26 17:48:04
AU0004400,A02573,ST01484,approve,,2024-02-13 15:56:49
AU0004401,A00611,ST08496,approve,,2024-02-01 04:11:15
AU0004402,A02544,ST05987,approve,,2024-02-05 04:11:09
AU0004403,A01594,ST07190,approve,,2024-02-20 07:32:23
AU0004404,A00928,ST06429,approve,,2024-02-10 16:52:35
AU0004405,A04362,ST06283,approve,,2024-02-17 01:03:15
AU0004406,A03189,ST06829,approve,,2024-02-25 03:03:00
AU0004407,A05461,ST03814,approve,,2024-02-09 05:48:13
AU0004408,A00687,ST03787,approve,,2024-02-21 12:28:25
AU0004409,A01996,ST01121,approve,,2024-02-06 13:11:05
AU0004410,A03405,ST05994,approve,,2024-02-08 16:55:04
AU0004411,A04537,ST07807,approve,,2024-02-18 05:53:15
AU0004412,A00442,ST00156,approve,,2024-02-24 03:16:07
AU0004413,A03861,ST08397,approve,,2024-02-27 13:34:21
AU0004414,A02780,ST05490,approve,,2024-02-06 20:03:40
AU0004415,A04334,ST00484,approve,,2024-02-06 20:10:42
AU0004416,A03651,ST00815,approve,,2024-02-19 22:09:01
AU0004417,A02615,ST00807,approve,,2024-02-05 08:41:35
AU0004418,A04717,ST02853,approve,,2024-02-21 10:46:57
AU0004419,A04533,ST04512,approve,,2024-02-05 02:16:46
AU0004420,A03718,ST05476,approve,,2024-02-16 16:54:48
AU0004421,A03141,ST03010,approve,,2024-02-16 06:30:42
AU0004422,A01227,ST07550,approve,,2024-02-25 03:42:42
AU0004423,A03140,ST00791,approve,,2024-02-09 20:51:45
AU0004424,A01055,ST04162,approve,,2024-02-15 15:08:56
AU0004425,A03961,ST00183,approve,,2024-02-18 12:00:36
AU0004426,A05268,ST07307,approve,,2024-02-10 13:05:30
AU0004427,A02843,ST00496,approve,,2024-02-19 15:02:12
AU0004428,A04725,ST05845,approve,,2024-02-25 20:36:37
AU0004429,A01706,ST06232,approve,,2024-02-04 12:38:08
AU0004430,A00213,ST00812,approve,,2024-02-25 13:30:00
AU0004431,A03767,ST07194,approve,,2024-02-04 03:09:27
AU0004432,A00328,ST02834,approve,,2024-02-20 08:03:58
AU0004433,A02768,ST01118,approve,,2024-02-10 22:59:34
AU0004434,A04034,ST04010,approve,,2024-02-12 12:38:37
AU0004435,A02470,ST07715,approve,,2024-02-12 21:44:47
AU0004436,A04461,ST01001,approve,,2024-02-28 01:18:05
AU0004437,A02722,ST05617,approve,,2024-02-06 07:54:44
AU0004438,A05101,ST08487,approve,,2024-02-19 11:36:27
AU0004439,A02986,ST02391,approve,,2024-02-25 20:20:51
AU0004440,A05176,ST02388,approve,,2024-02-09 09:23:41
AU0004441,A03497,ST08477,approve,,2024-02-28 03:04:32
AU0004442,A02330,ST02606,approve,,2024-02-16 20:55:12
AU0004443,A02132,ST07677,approve,,2024-02-26 12:32:48
AU0004444,A02720,ST06998,approve,,2024-02-20 10:20:18
AU0004445,A03908,ST01512,approve,,2024-02-08 04:28:28
AU0004446,A00638,ST05584,approve,,2024-02-19 23:24:46
AU0004447,A04862,ST05202,approve,,2024-02-19 06:01:32
AU0004448,A04358,ST03922,approve,,2024-02-07 17:31:41
AU0004449,A05374,ST08198,approve,,2024-02-26 23:07:11
AU0004450,A05368,ST01211,approve,,2024-02-23 00:18:58
AU0004451,A02902,ST06816,approve,,2024-02-09 00:37:45
AU0004452,A05015,ST05848,approve,,2024-02-19 21:56:30
AU0004453,A04581,ST07237,approve,,2024-02-04 16:17:51
AU0004454,A01286,ST01978,approve,,2024-02-09 00:52:58
AU0004455,A00201,ST01977,approve,,2024-02-23 06:27:54
AU0004456,A02728,ST03899,approve,,2024-02-25 19:08:51
AU0004457,A03916,ST08357,approve,,2024-02-10 14:41:47
AU0004458,A00125,ST05822,approve,,2024-02-24 17:48:07
AU0004459,A04255,ST04725,approve,,2024-02-07 15:21:03
AU0004460,A02451,ST08390,approve,,2024-02-05 00:10:17
AU0004461,A03120,ST06773,approve,,2024-02-05 21:08:10
AU0004462,A00134,ST05191,approve,,2024-02-07 01:14:47
AU0004463,A00985,ST08313,approve,,2024-02-18 11:25:04
AU0004464,A02975,ST02810,approve,,2024-02-10 02:24:59
AU0004465,A00731,ST06037,approve,,2024-02-28 12:12:46
AU0004466,A02429,ST00032,approve,,2024-02-06 01:24:30
AU0004467,A04802,ST01716,approve,,2024-02-16 04:43:33
AU0004468,A00669,ST00659,approve,,2024-02-08 06:16:18
AU0004469,A02243,ST03185,approve,,2024-02-08 07:39:51
AU0004470,A04909,ST03394,approve,,2024-02-02 13:56:44
AU0004471,A04555,ST00619,approve,,2024-02-12 22:21:25
AU0004472,A03121,ST07077,approve,,2024-02-12 16:54:12
AU0004473,A00192,ST00613,approve,,2024-02-02 21:16:26
AU0004474,A05111,ST07316,approve,,2024-02-07 08:14:41
AU0004475,A03343,ST06222,approve,,2024-02-17 23:27:51
AU0004476,A05217,ST04342,approve,,2024-02-21 22:15:46
AU0004477,A00334,ST00210,approve,,2024-02-15 21:07:20
AU0004478,A01175,ST05110,approve,,2024-02-22 08:31:08
AU0004479,A00882,ST02722,approve,,2024-02-06 12:54:56
AU0004480,A04836,ST00930,approve,,2024-02-11 18:59:44
AU0004481,A04267,ST01357,approve,,2024-02-13 09:20:48
AU0004482,A00228,ST00670,approve,,2024-02-27 07:01:29
AU0004483,A03543,ST06925,approve,,2024-02-26 22:22:11
AU0004484,A02824,ST02647,approve,,2024-02-06 16:02:16
AU0004485,A02242,ST04417,approve,,2024-02-08 00:15:58
AU0004486,A02945,ST01961,approve,,2024-02-19 08:58:03
AU0004487,A03999,ST01953,approve,,2024-02-06 04:12:04
AU0004488,A03549,ST06346,approve,,2024-02-02 20:05:52
AU0004489,A02760,ST01227,approve,,2024-02-02 13:34:23
AU0004490,A00196,ST00442,approve,,2024-02-15 03:00:08
AU0004491,A04155,ST04858,approve,,2024-02-06 00:15:38
AU0004492,A04874,ST03760,approve,,2024-02-22 09:44:18
AU0004493,A02132,ST02919,approve,,2024-02-10 06:15:17
AU0004494,A01783,ST02924,approve,,2024-02-20 02:31:20
AU0004495,A03396,ST04534,approve,,2024-02-26 19:22:31
AU0004496,A04934,ST05239,approve,,2024-02-04 18:45:44
AU0004497,A03976,ST03586,approve,,2024-02-21 09:25:44
AU0004498,A04847,ST00965,approve,,2024-02-21 10:03:30
AU0004499,A00075,ST03925,approve,,2024-02-01 16:53:05
AU0004500,A04041,ST01155,approve,,2024-02-12 16:25:45
AU0004501,A05004,ST02148,approve,,2024-02-04 10:38:09
AU0004502,A01766,ST06537,approve,,2024-02-11 18:49:19
AU0004503,A01248,ST04948,approve,,2024-02-25 15:09:38
AU0004504,A04120,ST02196,approve,,2024-02-13 10:10:06
AU0004505,A04379,ST06509,approve,,2024-02-09 12:15:49
AU0004506,A04953,ST02115,approve,,2024-02-19 11:45:29
AU0004507,A03263,ST02087,approve,,2024-02-18 07:35:13
AU0004508,A01844,ST02348,approve,,2024-02-15 07:16:05
AU0004509,A00198,ST02378,approve,,2024-02-28 06:31:45
AU0004510,A00843,ST05675,approve,,2024-02-14 18:02:35
AU0004511,A05488,ST04060,approve,,2024-02-01 04:33:24
AU0004512,A00926,ST05195,approve,,2024-02-11 16:20:24
AU0004513,A02170,ST02442,approve,,2024-02-08 11:44:02
AU0004514,A04848,ST00093,approve,,2024-02-17 04:00:57
AU0004515,A04100,ST04018,approve,,2024-02-02 18:22:19
AU0004516,A01667,ST07952,approve,,2024-02-26 03:01:18
AU0004517,A00382,ST06101,approve,,2024-02-14 18:45:12
AU0004518,A01634,ST08185,approve,,2024-02-07 03:03:02
AU0004519,A02582,ST02566,approve,,2024-02-02 04:54:56
AU0004520,A02030,ST02600,approve,,2024-02-09 13:43:17
AU0004521,A02438,ST02935,approve,,2024-02-24 07:13:39
AU0004522,A00730,ST04620,approve,,2024-02-11 03:48:41
AU0004523,A02052,ST03546,approve,,2024-02-12 18:56:36
AU0004524,A04306,ST00526,approve,,2024-02-25 22:35:55
AU0004525,A04826,ST02135,approve,,2024-02-20 13:57:21
AU0004526,A05498,ST07521,approve,,2024-02-20 13:04:37
AU0004527,A02346,ST06333,approve,,2024-02-08 13:55:41
AU0004528,A03154,ST06153,approve,,2024-02-23 04:53:05
AU0004529,A00202,ST00797,approve,,2024-02-24 22:59:09
AU0004530,A00505,ST04524,approve,,2024-02-26 03:43:29
AU0004531,A00236,ST01268,approve,,2024-02-22 10:08:28
AU0004532,A02923,ST04312,approve,,2024-02-28 11:10:11
AU0004533,A00367,ST00037,approve,,2024-02-04 06:43:15
AU0004534,A03104,ST03047,approve,,2024-02-02 13:18:32
AU0004535,A00486,ST06759,approve,,2024-02-12 20:53:48
AU0004536,A03721,ST05601,approve,,2024-02-21 19:23:49
AU0004537,A00805,ST05607,approve,,2024-02-18 02:43:32
AU0004538,A00486,ST01608,approve,,2024-02-27 07:42:19
AU0004539,A00473,ST06048,approve,,2024-02-23 02:03:53
AU0004540,A04517,ST06763,approve,,2024-02-07 00:36:57
AU0004541,A02431,ST06440,approve,,2024-02-10 19:35:58
AU0004542,A00293,ST07218,approve,,2024-02-24 03:47:29
AU0004543,A01560,ST03953,approve,,2024-02-08 15:24:45
AU0004544,A02420,ST02015,approve,,2024-02-20 03:52:14
AU0004545,A04374,ST06384,approve,,2024-02-23 20:54:11
AU0004546,A05388,ST06361,approve,,2024-02-09 05:59:22
AU0004547,A00338,ST02618,approve,,2024-02-19 16:28:02
AU0004548,A00309,ST02538,approve,,2024-02-22 02:53:19
AU0004549,A03143,ST02639,approve,,2024-02-23 13:08:15
AU0004550,A02593,ST07879,approve,,2024-02-18 12:55:24
AU0004551,A00653,ST03549,approve,,2024-02-07 18:26:34
AU0004552,A00945,ST01696,approve,,2024-02-17 08:23:52
AU0004553,A04096,ST03909,approve,,2024-02-07 18:48:01
AU0004554,A04143,ST02719,approve,,2024-02-03 13:27:04
AU0004555,A01020,ST03529,approve,,2024-02-21 15:34:39
AU0004556,A05352,ST02537,approve,,2024-02-08 22:16:52
AU0004557,A01649,ST03513,approve,,2024-02-03 19:05:08
AU0004558,A01806,ST00176,approve,,2024-02-08 12:27:08
AU0004559,A01175,ST05094,approve,,2024-02-12 12:56:42
AU0004560,A04345,ST03132,approve,,2024-02-02 19:20:50
AU0004561,A04598,ST05901,approve,,2024-02-08 09:41:39
AU0004562,A02712,ST01140,approve,,2024-02-18 13:46:21
AU0004563,A04240,ST06210,approve,,2024-02-18 06:15:26
AU0004564,A01301,ST01762,approve,,2024-02-12 15:33:54
AU0004565,A01238,ST02217,approve,,2024-02-21 09:00:53
AU0004566,A03673,ST05452,approve,,2024-02-28 03:16:16
AU0004567,A03954,ST04769,approve,,2024-02-20 23:44:25
AU0004568,A05245,ST05150,approve,,2024-02-11 22:19:30
AU0004569,A01889,ST01764,approve,,2024-02-06 02:30:27
AU0004570,A03359,ST05717,approve,,2024-02-07 08:50:22
AU0004571,A04643,ST03713,approve,,2024-02-03 22:30:11
AU0004572,A00150,ST05342,approve,,2024-02-12 21:50:10
AU0004573,A02483,ST07314,approve,,2024-02-20 22:32:40
AU0004574,A00563,ST01059,approve,,2024-02-13 07:07:04
AU0004575,A00866,ST05668,approve,,2024-02-27 18:54:56
AU0004576,A03276,ST03094,approve,,2024-02-14 05:07:20
AU0004577,A04763,ST05658,approve,,2024-02-15 09:55:11
AU0004578,A00868,ST07744,approve,,2024-02-16 04:55:03
AU0004579,A00278,ST04040,approve,,2024-02-20 17:10:59
AU0004580,A02879,ST00184,approve,,2024-02-07 03:43:57
AU0004581,A04075,ST07738,approve,,2024-02-12 07:25:10
AU0004582,A05092,ST00727,approve,,2024-02-04 22:18:50
AU0004583,A00055,ST02503,approve,,2024-02-07 21:34:01
AU0004584,A03189,ST02505,approve,,2024-02-03 04:05:06
AU0004585,A00064,ST05786,approve,,2024-02-19 19:56:50
AU0004586,A02996,ST00931,approve,,2024-02-03 04:41:16
AU0004587,A03333,ST01909,approve,,2024-02-03 02:10:18
AU0004588,A00446,ST05857,approve,,2024-02-21 13:28:46
AU0004589,A02475,ST05299,approve,,2024-02-25 01:48:29
AU0004590,A01438,ST03659,approve,,2024-02-06 07:50:24
AU0004591,A00044,ST04295,approve,,2024-02-16 17:53:40
AU0004592,A05442,ST02998,approve,,2024-02-06 00:39:44
AU0004593,A05111,ST01361,approve,,2024-02-24 23:04:42
AU0004594,A04404,ST02806,approve,,2024-02-14 22:33:10
AU0004595,A00219,ST07070,approve,,2024-02-02 10:02:43
AU0004596,A01981,ST02968,approve,,2024-02-14 12:28:48
AU0004597,A04170,ST03238,approve,,2024-02-23 23:29:09
AU0004598,A04687,ST00851,approve,,2024-02-14 19:27:35
AU0004599,A03284,ST04819,approve,,2024-02-06 10:45:21
AU0004600,A03983,ST06149,approve,,2024-02-12 16:10:42
AU0004601,A02127,ST07909,approve,,2024-02-08 14:30:19
AU0004602,A02559,ST00913,approve,,2024-02-27 08:16:31
AU0004603,A03476,ST02848,approve,,2024-02-13 11:05:16
AU0004604,A05415,ST02934,approve,,2024-02-04 02:45:15
AU0004605,A00116,ST02960,approve,,2024-02-10 06:46:07
AU0004606,A01807,ST00656,approve,,2024-02-18 11:02:58
AU0004607,A04835,ST08242,approve,,2024-02-08 22:52:43
AU0004608,A04287,ST07566,approve,,2024-02-03 04:54:44
AU0004609,A03970,ST01132,approve,,2024-02-23 22:02:29
AU0004610,A00299,ST03455,approve,,2024-02-14 22:47:33
AU0004611,A04206,ST00358,approve,,2024-02-12 18:28:27
AU0004612,A00570,ST07021,approve,,2024-02-05 01:09:55
AU0004613,A04259,ST07273,approve,,2024-02-17 20:48:38
AU0004614,A04140,ST07515,approve,,2024-02-26 18:27:18
AU0004615,A00320,ST04937,approve,,2024-02-18 14:23:11
AU0004616,A01178,ST04082,approve,,2024-02-24 13:57:42
AU0004617,A03226,ST08230,approve,,2024-02-21 15:32:18
AU0004618,A03913,ST03509,approve,,2024-02-23 22:41:30
AU0004619,A04048,ST01023,approve,,2024-02-18 21:02:51
AU0004620,A00403,ST03081,approve,,2024-02-15 10:53:18
AU0004621,A03137,ST07721,approve,,2024-02-24 11:59:32
AU0004622,A05449,ST04006,approve,,2024-02-27 13:06:18
AU0004623,A03680,ST05448,approve,,2024-02-08 01:54:35
AU0004624,A02791,ST03813,approve,,2024-02-20 18:32:18
AU0004625,A03433,ST01920,approve,,2024-02-25 03:52:08
AU0004626,A04255,ST01643,approve,,2024-02-08 08:18:40
AU0004627,A03238,ST06629,approve,,2024-02-26 04:02:08
AU0004628,A03738,ST05665,approve,,2024-02-11 07:15:25
AU0004629,A02495,ST06877,approve,,2024-02-14 19:06:17
AU0004630,A04950,ST04730,approve,,2024-02-20 13:15:37
AU0004631,A02759,ST05279,approve,,2024-02-04 22:03:06
AU0004632,A04921,ST04877,approve,,2024-02-08 13:39:32
AU0004633,A02049,ST08335,approve,,2024-02-21 14:15:04
AU0004634,A02292,ST05785,approve,,2024-02-16 18:58:38
AU0004635,A04341,ST01475,approve,,2024-02-25 02:18:29
AU0004636,A03338,ST01169,approve,,2024-02-24 16:45:13
AU0004637,A03071,ST06714,approve,,2024-02-15 18:43:22
AU0004638,A03953,ST06971,approve,,2024-02-01 16:10:50
AU0004639,A05207,ST05667,approve,,2024-02-12 21:59:22
AU0004640,A04969,ST02296,approve,,2024-02-01 02:03:17
AU0004641,A00494,ST04209,approve,,2024-02-19 20:10:06
AU0004642,A03350,ST04387,approve,,2024-02-23 07:32:49
AU0004643,A02726,ST07269,approve,,2024-02-22 23:09:34
AU0004644,A04096,ST05693,approve,,2024-02-09 20:21:07
AU0004645,A01897,ST07183,approve,,2024-02-18 20:12:20
AU0004646,A03716,ST02347,approve,,2024-02-04 17:44:41
AU0004647,A05126,ST03152,approve,,2024-02-19 00:00:55
AU0004648,A02777,ST03417,approve,,2024-02-13 20:12:24
AU0004649,A02171,ST02308,approve,,2024-02-28 01:27:33
AU0004650,A01525,ST06431,approve,,2024-02-17 17:34:35
AU0004651,A01971,ST00735,approve,,2024-02-20 02:25:44
AU0004652,A03253,ST07425,approve,,2024-02-01 07:43:46
AU0004653,A03340,ST06158,approve,,2024-02-18 01:51:48
AU0004654,A00334,ST04334,approve,,2024-02-06 07:03:29
AU0004655,A05419,ST02010,approve,,2024-02-04 02:13:23
AU0004656,A03356,ST03877,approve,,2024-02-02 20:05:42
AU0004657,A05053,ST00048,approve,,2024-02-20 11:43:22
AU0004658,A01961,ST04264,approve,,2024-02-16 19:16:29
AU0004659,A05466,ST05099,approve,,2024-02-22 22:06:15
AU0004660,A04709,ST02012,approve,,2024-02-20 21:33:08
AU0004661,A04923,ST00485,approve,,2024-02-07 08:46:51
AU0004662,A04722,ST00114,approve,,2024-02-28 17:42:29
AU0004663,A01481,ST02705,approve,,2024-02-03 15:15:44
AU0004664,A05374,ST07234,approve,,2024-02-27 17:12:00
AU0004665,A02632,ST07475,approve,,2024-02-06 09:29:46
AU0004666,A00563,ST04254,approve,,2024-02-21 23:27:25
AU0004667,A03358,ST07628,approve,,2024-02-03 09:09:45
AU0004668,A03785,ST00436,approve,,2024-02-14 13:58:44
AU0004669,A01818,ST04423,approve,,2024-02-02 23:23:45
AU0004670,A05311,ST06216,approve,,2024-02-09 07:40:53
