cart_id,product_id,quantity,last_update
CT04495,P0028785,1,2024-04-11 00:14:01
CT04636,P0087259,2,2024-04-04 09:26:09
CT03075,P0153122,1,2024-04-03 18:30:13
CT05745,P0348716,1,2024-04-02 16:47:22
CT02702,P0088568,1,2024-04-13 09:28:46
CT06203,P0078878,1,2024-04-06 19:41:02
CT03376,P0237866,1,2024-04-05 13:25:58
CT01774,P0158572,1,2024-04-06 08:31:18
CT04599,P0235439,1,2024-04-02 17:42:19
CT02722,P0313003,1,2024-04-13 14:21:24
CT03213,P0264726,2,2024-04-04 06:48:15
CT06423,P0136043,2,2024-04-06 19:03:53
CT04221,P0348076,1,2024-04-11 03:50:51
CT05228,P0018171,3,2024-04-12 22:16:03
CT00991,P0271392,2,2024-04-05 16:15:02
CT01711,P0374145,1,2024-04-13 20:51:59
CT00626,P0165906,1,2024-04-11 05:05:43
CT04525,P0372244,3,2024-04-03 16:16:18
CT06220,P0271645,2,2024-04-03 19:48:53
CT03605,P0379600,1,2024-04-01 05:01:03
CT01736,P0372404,1,2024-04-05 06:18:58
CT02765,P0118850,1,2024-04-05 18:14:13
CT02092,P0327263,1,2024-04-06 16:47:39
CT04629,P0313647,2,2024-04-12 18:29:08
CT02858,P0356116,1,2024-04-11 21:02:21
CT00170,P0130103,1,2024-04-09 23:13:57
CT04892,P0168076,1,2024-04-01 11:57:55
CT03596,P0381436,1,2024-04-10 06:30:13
CT00744,P0248549,1,2024-04-11 11:17:25
CT01789,P0170391,1,2024-04-08 09:35:00
CT03159,P0191650,1,2024-04-08 14:07:06
CT04284,P0143459,1,2024-04-12 12:58:17
CT06137,P0170766,1,2024-04-02 18:12:35
CT00284,P0336608,1,2024-04-08 04:18:13
CT05319,P0293372,1,2024-04-04 15:04:13
CT03589,P0050844,1,2024-04-14 04:39:39
CT01678,P0322335,1,2024-04-06 07:12:36
CT03476,P0046561,1,2024-04-02 01:00:06
CT01195,P0260900,1,2024-04-01 11:44:58
CT04554,P0233940,2,2024-04-14 06:15:57
CT00017,P0209008,1,2024-04-02 03:36:34
CT05453,P0276573,1,2024-04-02 00:59:25
CT01092,P0320353,2,2024-04-09 15:57:52
CT01566,P0102506,1,2024-04-09 19:05:28
CT01365,P0329586,1,2024-04-14 22:07:14
CT02725,P0192503,1,2024-04-06 01:47:50
CT03981,P0333005,1,2024-04-04 05:17:36
CT02603,P0070104,1,2024-04-10 11:22:29
CT04632,P0074217,1,2024-04-05 09:05:44
CT01854,P0019226,2,2024-04-01 06:00:11
CT05504,P0228228,10,2024-04-11 01:44:51
CT00998,P0133228,1,2024-04-14 12:23:35
CT03795,P0079988,5,2024-04-06 19:47:49
CT04102,P0367811,1,2024-04-14 12:42:19
CT03170,P0300038,1,2024-04-11 12:02:17
CT04579,P0055286,5,2024-04-01 09:42:32
CT05257,P0000752,1,2024-04-11 23:51:26
CT03678,P0240194,1,2024-04-08 03:44:42
CT02570,P0058631,1,2024-04-02 00:53:24
CT00744,P0141321,1,2024-04-03 10:48:08
CT05856,P0183269,1,2024-04-07 19:11:59
CT01500,P0282318,2,2024-04-14 07:21:52
CT06403,P0104981,1,2024-04-06 02:26:47
CT02106,P0293375,1,2024-04-14 22:00:49
CT00544,P0369962,1,2024-04-02 09:14:09
CT00333,P0211224,2,2024-04-14 04:51:14
CT00503,P0161230,1,2024-04-14 09:28:39
CT03118,P0178392,1,2024-04-14 13:17:06
CT05764,P0075605,1,2024-04-12 04:19:34
CT00953,P0356025,1,2024-04-08 12:55:38
CT06271,P0026627,1,2024-04-12 03:06:33
CT04171,P0160133,1,2024-04-01 08:22:22
CT03960,P0196333,1,2024-04-04 15:58:52
CT04485,P0071148,2,2024-04-09 19:54:56
CT06143,P0102568,1,2024-04-01 23:46:42
CT06420,P0139059,1,2024-04-04 04:26:37
CT05853,P0014640,1,2024-04-08 09:03:43
CT06317,P0087625,1,2024-04-02 01:04:49
CT02140,P0060997,2,2024-04-10 06:05:18
CT02319,P0117286,2,2024-04-12 21:19:10
CT01183,P0059776,1,2024-04-01 19:49:28
CT00604,P0305296,1,2024-04-07 05:57:38
CT03447,P0240835,1,2024-04-14 11:31:58
CT05260,P0103726,1,2024-04-03 02:49:55
CT02555,P0275226,3,2024-04-01 05:49:09
CT02223,P0236512,1,2024-04-03 01:04:24
CT03067,P0281711,1,2024-04-09 18:10:09
CT06318,P0224384,1,2024-04-03 22:37:12
CT06110,P0103936,1,2024-04-04 14:00:42
CT00032,P0002204,1,2024-04-08 18:33:11
CT02999,P0172047,1,2024-04-07 03:18:33
CT05029,P0060076,2,2024-04-01 19:49:29
CT05730,P0338006,2,2024-04-07 06:05:53
CT04988,P0061090,1,2024-04-07 02:54:19
CT01140,P0287880,1,2024-04-09 00:22:44
CT05565,P0325560,3,2024-04-13 06:45:49
CT02110,P0221252,2,2024-04-04 08:52:30
CT00728,P0021971,2,2024-04-12 22:12:01
CT05981,P0018637,1,2024-04-13 20:53:49
CT06029,P0301534,1,2024-04-01 14:49:53
CT06011,P0069498,1,2024-04-01 09:41:41
CT03391,P0234334,2,2024-04-08 13:02:47
CT00537,P0213860,3,2024-04-14 04:20:25
CT04980,P0359017,1,2024-04-11 08:27:33
CT04092,P0339439,3,2024-04-14 13:57:25
CT01440,P0270613,1,2024-04-09 07:05:43
CT05730,P0035230,1,2024-04-06 15:40:26
CT04651,P0270927,1,2024-04-12 07:29:37
CT04706,P0356001,2,2024-04-06 13:18:17
CT05822,P0209318,1,2024-04-03 19:48:20
CT05331,P0111694,2,2024-04-02 03:06:31
CT03940,P0014773,1,2024-04-07 09:38:51
CT04687,P0080228,2,2024-04-03 05:38:07
CT05447,P0018142,9,2024-04-03 10:38:47
CT02364,P0352389,1,2024-04-09 11:24:07
CT02910,P0118334,1,2024-04-07 23:29:32
CT03616,P0063015,2,2024-04-14 01:34:31
CT01063,P0039720,1,2024-04-01 15:14:51
CT03939,P0245342,1,2024-04-07 04:17:13
CT04480,P0051395,2,2024-04-09 04:17:42
CT02776,P0053871,1,2024-04-08 06:03:20
CT00769,P0132379,1,2024-04-11 18:24:05
CT05472,P0189032,1,2024-04-08 06:55:19
CT03388,P0179604,2,2024-04-06 12:51:13
CT04593,P0224694,1,2024-04-10 23:02:05
CT05869,P0222225,1,2024-04-02 22:19:01
CT00057,P0182833,1,2024-04-07 07:06:30
CT02910,P0322626,1,2024-04-08 01:14:38
CT04379,P0179658,1,2024-04-12 07:39:36
CT04445,P0204667,1,2024-04-13 01:03:31
CT02461,P0262576,1,2024-04-14 12:15:03
CT00411,P0318225,1,2024-04-01 04:14:20
CT00554,P0197315,1,2024-04-11 04:55:24
CT01981,P0160801,2,2024-04-01 22:29:50
CT02355,P0367657,1,2024-04-01 22:20:30
CT02132,P0049094,1,2024-04-06 19:17:18
CT00521,P0242391,1,2024-04-10 18:43:57
CT01070,P0297703,1,2024-04-13 08:28:36
CT05312,P0116479,1,2024-04-06 03:33:24
CT04112,P0104600,1,2024-04-02 17:56:17
CT03775,P0379939,1,2024-04-06 08:41:45
CT01663,P0141540,2,2024-04-03 14:25:31
CT01421,P0141257,2,2024-04-05 05:12:19
CT00159,P0253863,1,2024-04-03 08:32:16
CT05045,P0134123,1,2024-04-11 12:47:41
CT01702,P0011498,1,2024-04-08 08:12:49
CT02294,P0043424,1,2024-04-09 06:41:13
CT03760,P0056719,1,2024-04-03 13:16:48
CT03537,P0118582,1,2024-04-10 15:25:17
CT02790,P0317135,1,2024-04-03 08:45:58
CT05463,P0016090,1,2024-04-14 22:19:25
CT04142,P0065243,1,2024-04-06 02:24:13
CT06245,P0369364,2,2024-04-09 04:06:42
CT03827,P0134039,2,2024-04-07 00:42:39
CT02862,P0341192,1,2024-04-03 12:30:18
CT05447,P0335536,4,2024-04-14 07:23:01
CT04903,P0278405,2,2024-04-08 02:00:05
CT03054,P0004032,1,2024-04-14 06:26:28
CT03440,P0152249,1,2024-04-14 16:11:24
CT03128,P0299909,1,2024-04-01 10:39:57
CT05462,P0286126,1,2024-04-03 07:21:43
CT00430,P0350611,7,2024-04-07 02:42:45
CT04242,P0257456,1,2024-04-12 13:57:34
CT03475,P0226893,4,2024-04-08 10:48:50
CT01760,P0123456,1,2024-04-14 00:57:15
CT03539,P0304708,2,2024-04-12 15:19:22
CT02985,P0196400,1,2024-04-03 09:48:42
CT02585,P0374411,1,2024-04-07 13:13:34
CT06240,P0299311,1,2024-04-07 19:19:58
CT04240,P0042582,1,2024-04-12 05:19:16
CT04283,P0103210,1,2024-04-02 10:25:28
CT05584,P0311592,2,2024-04-01 11:37:54
CT06451,P0243738,1,2024-04-06 16:45:47
CT00017,P0313065,2,2024-04-02 11:08:10
CT01542,P0021612,1,2024-04-11 15:08:33
CT04391,P0155706,1,2024-04-13 10:15:02
CT05440,P0178579,1,2024-04-04 21:04:25
CT05914,P0359392,2,2024-04-04 05:36:46
CT02820,P0243593,1,2024-04-09 06:47:44
CT02674,P0340740,1,2024-04-12 18:03:48
CT03729,P0330162,1,2024-04-13 07:34:46
CT00640,P0025522,1,2024-04-11 07:41:10
CT05943,P0303440,1,2024-04-12 21:42:34
CT05127,P0313132,2,2024-04-05 13:51:41
CT05930,P0009050,1,2024-04-03 18:47:36
CT00170,P0107281,1,2024-04-01 00:20:49
CT06319,P0064270,1,2024-04-09 17:21:40
CT03987,P0132445,4,2024-04-01 03:32:07
CT03602,P0087687,2,2024-04-06 06:10:54
CT05885,P0216740,2,2024-04-13 13:03:01
CT02725,P0025721,2,2024-04-03 13:35:25
CT05508,P0220600,2,2024-04-07 21:20:19
CT04584,P0064787,1,2024-04-09 16:55:26
CT00577,P0031989,1,2024-04-14 00:17:59
CT02724,P0057201,2,2024-04-09 13:59:46
CT02792,P0237576,2,2024-04-01 10:36:13
CT04786,P0307051,2,2024-04-04 00:58:41
CT02413,P0377543,1,2024-04-05 05:16:15
CT06485,P0229261,1,2024-04-06 06:44:33
CT00055,P0370663,2,2024-04-05 21:38:38
CT06072,P0048180,3,2024-04-11 13:48:15
CT00476,P0315941,2,2024-04-03 17:43:38
CT05309,P0339398,2,2024-04-10 04:05:47
CT02002,P0331407,1,2024-04-03 15:48:25
CT04012,P0263127,1,2024-04-05 11:14:39
CT03026,P0165784,1,2024-04-13 18:19:43
CT05517,P0233143,1,2024-04-10 00:32:19
CT04629,P0240805,1,2024-04-07 06:42:48
CT02853,P0089107,3,2024-04-07 01:39:25
CT00048,P0311690,1,2024-04-14 20:55:29
CT00666,P0261360,2,2024-04-05 09:14:36
CT02664,P0380965,1,2024-04-04 22:16:05
CT03501,P0219529,1,2024-04-14 22:55:59
CT00812,P0369256,1,2024-04-07 13:12:40
CT05948,P0218226,1,2024-04-07 03:00:56
CT02102,P0189516,2,2024-04-12 13:43:49
CT05042,P0217231,1,2024-04-13 23:57:44
CT02140,P0184312,1,2024-04-02 08:55:18
CT00298,P0047649,1,2024-04-12 00:51:52
CT03670,P0017758,1,2024-04-14 19:47:37
CT03322,P0199745,1,2024-04-01 10:34:15
CT00537,P0250437,1,2024-04-08 07:22:37
CT01384,P0348742,1,2024-04-07 11:04:38
CT06293,P0269175,1,2024-04-01 01:55:34
CT03051,P0377058,1,2024-04-06 09:36:34
CT03845,P0191262,1,2024-04-03 12:50:11
CT00059,P0058182,1,2024-04-02 15:48:08
CT03920,P0194055,2,2024-04-14 09:04:16
CT03115,P0357894,1,2024-04-08 05:55:26
CT00639,P0309043,3,2024-04-05 16:39:43
CT03094,P0122514,1,2024-04-06 11:54:33
CT02915,P0274815,1,2024-04-10 18:00:43
CT00730,P0246558,2,2024-04-05 16:48:26
CT02148,P0241948,1,2024-04-12 12:16:34
CT03693,P0294870,2,2024-04-12 01:34:43
CT03821,P0229967,1,2024-04-08 14:43:58
CT04779,P0149138,2,2024-04-01 21:26:24
CT05903,P0360499,2,2024-04-03 00:08:00
CT00639,P0057488,2,2024-04-09 16:20:12
CT02415,P0116675,1,2024-04-10 12:32:43
CT00147,P0104069,10,2024-04-08 23:41:35
CT04881,P0190976,1,2024-04-07 08:21:22
CT03321,P0240347,1,2024-04-11 08:58:56
CT00110,P0003074,1,2024-04-12 18:20:53
CT04985,P0307491,1,2024-04-02 10:25:33
CT02177,P0208472,2,2024-04-12 20:16:22
CT05702,P0259018,1,2024-04-09 05:26:51
CT01194,P0062962,1,2024-04-07 10:20:26
CT02377,P0052673,1,2024-04-14 12:10:58
CT00985,P0341345,2,2024-04-07 06:50:44
CT00529,P0071297,1,2024-04-05 02:18:17
CT05014,P0325270,1,2024-04-01 09:38:55
CT01055,P0243802,2,2024-04-04 08:23:43
CT00977,P0292481,2,2024-04-06 11:33:51
CT05120,P0380553,1,2024-04-01 13:30:26
CT00072,P0263199,1,2024-04-04 15:18:00
CT05827,P0023529,3,2024-04-12 17:55:23
CT01669,P0212668,1,2024-04-06 21:55:35
CT06393,P0021087,2,2024-04-05 06:51:41
CT03555,P0275644,1,2024-04-10 21:52:19
CT01381,P0124317,1,2024-04-06 05:32:02
CT00110,P0094215,3,2024-04-04 21:30:26
CT02087,P0236879,1,2024-04-05 21:16:53
CT02308,P0220720,2,2024-04-05 23:19:12
CT00023,P0019822,1,2024-04-10 23:55:33
CT01758,P0146079,2,2024-04-13 21:29:06
CT02408,P0236939,1,2024-04-14 11:44:11
CT03729,P0269018,1,2024-04-11 19:21:20
CT03801,P0354398,1,2024-04-10 18:39:05
CT02973,P0334941,1,2024-04-12 00:42:45
CT00912,P0057191,8,2024-04-02 16:54:07
CT06108,P0080292,2,2024-04-12 07:55:45
CT01850,P0241956,2,2024-04-09 06:03:41
CT00665,P0091776,2,2024-04-01 19:54:37
CT03138,P0152078,1,2024-04-11 13:01:37
CT05447,P0146116,1,2024-04-10 06:35:06
CT05069,P0087496,2,2024-04-06 05:45:47
CT01915,P0269131,1,2024-04-14 18:18:18
CT05438,P0064923,2,2024-04-04 11:21:37
CT02770,P0080444,1,2024-04-05 21:37:06
CT05914,P0210174,2,2024-04-06 00:04:10
CT03925,P0287711,1,2024-04-04 06:34:45
CT03376,P0260428,2,2024-04-04 10:09:21
CT04173,P0328949,1,2024-04-06 03:01:02
CT04858,P0335885,8,2024-04-12 09:09:57
CT05479,P0372399,1,2024-04-04 11:15:18
CT03105,P0114184,2,2024-04-05 20:52:57
CT04337,P0272524,2,2024-04-08 01:14:52
CT05240,P0347293,1,2024-04-12 02:29:22
CT03043,P0327514,2,2024-04-05 13:11:53
CT05344,P0008980,5,2024-04-14 21:08:12
CT01722,P0305850,1,2024-04-09 05:25:01
CT03228,P0258847,1,2024-04-07 22:47:51
CT03098,P0136674,2,2024-04-06 15:37:21
CT02042,P0365612,2,2024-04-14 15:17:38
CT02372,P0064814,2,2024-04-14 22:25:27
CT00881,P0302856,2,2024-04-04 09:08:24
CT01329,P0221525,1,2024-04-14 03:19:51
CT06170,P0096408,2,2024-04-03 00:20:39
CT03450,P0227033,1,2024-04-03 17:12:04
CT01227,P0304029,2,2024-04-14 23:19:53
CT00839,P0004241,2,2024-04-04 23:02:05
CT03019,P0199897,1,2024-04-03 03:43:46
CT01680,P0229006,1,2024-04-07 14:52:03
CT05084,P0373367,1,2024-04-02 15:34:07
CT06347,P0326726,2,2024-04-10 06:43:00
CT04409,P0230938,9,2024-04-04 11:01:54
CT01922,P0350710,2,2024-04-04 21:04:25
CT04384,P0204804,1,2024-04-01 21:43:28
CT01655,P0244775,1,2024-04-04 21:34:42
CT01345,P0341359,2,2024-04-07 06:24:03
CT01708,P0104097,1,2024-04-01 01:18:54
CT02791,P0147521,1,2024-04-04 14:32:33
CT02480,P0054303,1,2024-04-07 01:17:41
CT05760,P0194338,1,2024-04-03 17:05:17
CT00177,P0048471,1,2024-04-11 10:28:43
CT02997,P0216707,1,2024-04-02 18:40:15
CT00681,P0182220,1,2024-04-14 16:57:04
CT05281,P0083774,1,2024-04-14 00:28:07
CT01880,P0335725,1,2024-04-02 07:08:43
CT05792,P0099210,1,2024-04-07 03:24:13
CT04633,P0155880,9,2024-04-13 10:58:54
CT06006,P0009166,4,2024-04-01 16:01:04
CT02999,P0138231,1,2024-04-01 02:18:59
CT03896,P0343775,1,2024-04-14 16:17:31
CT06320,P0226864,1,2024-04-05 04:25:23
CT04986,P0259413,2,2024-04-13 09:40:07
CT03325,P0253799,1,2024-04-05 17:57:01
CT02979,P0095342,2,2024-04-08 13:56:43
CT05125,P0375680,1,2024-04-06 06:54:57
CT05127,P0187849,1,2024-04-02 05:47:36
CT05438,P0092573,2,2024-04-14 14:22:34
CT02354,P0176885,2,2024-04-08 11:43:38
CT00594,P0170068,1,2024-04-14 10:54:27
CT06260,P0196682,2,2024-04-05 10:53:18
CT05588,P0275428,1,2024-04-06 11:20:31
CT02433,P0358750,1,2024-04-12 03:51:44
CT01077,P0141762,1,2024-04-01 19:20:58
CT02991,P0004210,3,2024-04-11 21:35:31
CT01124,P0155349,1,2024-04-12 20:54:09
CT06258,P0353832,1,2024-04-02 22:25:39
CT00080,P0096762,3,2024-04-01 20:10:58
CT03267,P0139207,1,2024-04-13 07:43:55
CT03402,P0283371,2,2024-04-11 22:16:17
CT05690,P0285326,1,2024-04-01 06:36:43
CT03464,P0083882,1,2024-04-08 17:37:07
CT00818,P0348052,1,2024-04-02 10:17:10
CT02792,P0014429,1,2024-04-13 03:48:05
CT00804,P0186519,1,2024-04-09 13:25:41
CT04958,P0134033,2,2024-04-04 16:06:18
CT01407,P0300886,1,2024-04-03 07:10:08
CT00348,P0253218,1,2024-04-06 19:00:47
CT02644,P0210697,2,2024-04-12 20:48:40
CT02160,P0005918,6,2024-04-04 07:04:46
CT04676,P0246582,1,2024-04-13 20:39:05
CT03912,P0279841,1,2024-04-07 19:13:46
CT03269,P0321734,7,2024-04-09 16:48:39
CT01360,P0116181,2,2024-04-12 17:24:47
CT06164,P0161139,1,2024-04-03 11:52:53
CT03163,P0195301,1,2024-04-07 11:56:47
CT05948,P0163948,1,2024-04-05 11:25:58
CT05435,P0137406,1,2024-04-06 14:44:52
CT01974,P0182107,2,2024-04-14 09:33:03
CT05796,P0314324,1,2024-04-13 05:27:05
CT02627,P0233391,1,2024-04-09 04:20:52
CT02090,P0077606,1,2024-04-10 08:52:14
CT05825,P0379777,1,2024-04-02 07:59:58
CT00542,P0135169,1,2024-04-09 03:42:49
CT04773,P0236728,2,2024-04-12 16:48:15
CT01413,P0191296,1,2024-04-07 20:23:59
CT00286,P0136668,1,2024-04-08 17:54:31
CT03115,P0236786,2,2024-04-09 00:08:09
CT01505,P0323204,1,2024-04-10 16:15:12
CT01329,P0168258,1,2024-04-10 21:25:23
CT03927,P0042440,1,2024-04-07 03:37:41
CT05937,P0197435,1,2024-04-03 07:06:32
CT02008,P0030108,1,2024-04-12 12:19:44
CT00762,P0144370,1,2024-04-12 06:33:57
CT02251,P0193481,2,2024-04-08 19:24:02
CT04774,P0118241,1,2024-04-07 23:32:24
CT00824,P0170010,2,2024-04-03 17:33:30
CT04708,P0363965,1,2024-04-03 08:46:57
CT02005,P0238382,1,2024-04-03 13:24:05
CT03080,P0315761,1,2024-04-06 05:00:47
CT04729,P0127927,1,2024-04-09 12:53:55
CT05366,P0147811,1,2024-04-01 08:55:39
CT03847,P0174977,1,2024-04-07 12:27:02
CT01432,P0097432,1,2024-04-02 16:42:29
CT01730,P0192385,1,2024-04-05 06:52:26
CT02521,P0247924,1,2024-04-04 03:22:05
CT04767,P0342857,2,2024-04-14 15:43:33
CT04649,P0357708,1,2024-04-03 21:10:06
CT01342,P0186111,1,2024-04-12 14:44:19
CT00209,P0113280,2,2024-04-04 08:56:50
CT03425,P0177866,8,2024-04-05 06:15:05
CT05194,P0237538,1,2024-04-06 22:36:11
CT00163,P0056928,2,2024-04-09 16:26:05
CT06424,P0197525,10,2024-04-13 17:15:04
CT00524,P0295907,2,2024-04-08 09:41:13
CT01634,P0151170,3,2024-04-11 12:05:01
CT01913,P0041461,1,2024-04-06 09:21:01
CT04726,P0280957,1,2024-04-05 07:47:00
CT00792,P0144152,1,2024-04-10 01:25:55
CT01532,P0309190,1,2024-04-03 00:49:26
CT01203,P0007739,1,2024-04-10 20:06:24
CT06367,P0095653,1,2024-04-12 09:37:58
CT06029,P0141854,1,2024-04-01 12:48:22
CT05700,P0206800,1,2024-04-04 00:52:35
CT05598,P0264014,1,2024-04-01 16:54:18
CT02928,P0274728,1,2024-04-07 13:28:27
CT01217,P0095955,1,2024-04-03 13:07:22
CT06341,P0308775,1,2024-04-12 10:27:24
CT00577,P0269383,1,2024-04-08 00:35:28
CT03778,P0008781,2,2024-04-14 10:49:00
CT02379,P0031000,1,2024-04-03 13:13:35
CT04373,P0322239,1,2024-04-09 19:48:28
CT02742,P0081467,3,2024-04-09 11:21:45
CT03200,P0280282,1,2024-04-06 08:57:18
CT02155,P0234603,1,2024-04-09 22:24:33
CT03573,P0090314,2,2024-04-03 08:55:52
CT01634,P0133715,2,2024-04-08 08:47:14
CT01341,P0095775,1,2024-04-07 09:20:59
CT03440,P0270921,1,2024-04-08 17:30:57
CT04385,P0070583,1,2024-04-13 21:39:53
CT05849,P0115779,1,2024-04-02 13:02:30
CT02896,P0251836,1,2024-04-10 00:17:30
CT00245,P0018065,1,2024-04-10 22:24:34
CT03105,P0010877,1,2024-04-11 18:24:41
CT03928,P0233032,1,2024-04-12 18:36:15
CT00009,P0265187,1,2024-04-09 12:20:16
CT01944,P0119513,1,2024-04-11 18:31:35
CT03616,P0145021,3,2024-04-12 14:18:57
CT01627,P0191939,1,2024-04-01 06:14:31
CT06206,P0078752,1,2024-04-05 21:53:12
CT01570,P0297611,1,2024-04-11 04:42:48
CT06495,P0079550,1,2024-04-08 23:41:51
CT03633,P0128088,1,2024-04-07 21:57:40
CT00101,P0292443,1,2024-04-07 13:36:49
CT02664,P0372192,3,2024-04-12 05:41:38
CT05502,P0359918,1,2024-04-05 15:25:39
CT06434,P0264287,2,2024-04-01 18:09:30
CT04508,P0272315,3,2024-04-11 16:55:44
CT00959,P0119603,1,2024-04-13 03:08:29
CT01487,P0177249,1,2024-04-08 14:22:34
CT06495,P0100083,1,2024-04-01 18:58:21
CT03745,P0310101,1,2024-04-07 18:59:00
CT04401,P0343728,1,2024-04-05 12:55:06
CT06250,P0287436,2,2024-04-04 02:07:38
CT02406,P0104515,1,2024-04-05 09:20:37
CT02343,P0192997,1,2024-04-05 22:21:57
CT00549,P0255073,10,2024-04-02 16:43:33
CT00984,P0151976,1,2024-04-05 05:26:30
CT03309,P0143203,2,2024-04-12 08:24:42
CT01354,P0040208,1,2024-04-11 21:27:48
CT05871,P0026048,1,2024-04-14 09:49:25
CT06237,P0087846,6,2024-04-12 22:33:06
CT05962,P0013285,1,2024-04-13 16:02:00
CT05248,P0304479,1,2024-04-13 02:13:37
CT02142,P0203139,1,2024-04-06 11:19:29
CT02603,P0167220,1,2024-04-11 20:26:11
CT02753,P0297629,1,2024-04-09 14:04:02
CT01878,P0083108,1,2024-04-02 00:50:52
CT06101,P0049876,1,2024-04-01 15:06:55
CT03703,P0251862,1,2024-04-11 17:31:25
CT06359,P0141634,1,2024-04-06 10:07:08
CT06197,P0235826,1,2024-04-10 02:05:16
CT03520,P0244484,1,2024-04-07 12:54:41
CT01107,P0341261,1,2024-04-08 20:14:50
CT05236,P0336773,2,2024-04-11 19:59:28
CT01848,P0100745,1,2024-04-10 20:49:20
CT00944,P0226643,1,2024-04-10 19:01:55
CT04076,P0227467,1,2024-04-05 08:46:01
CT00171,P0199909,1,2024-04-11 09:50:58
CT05158,P0291804,3,2024-04-03 09:22:12
CT02945,P0044594,1,2024-04-08 15:20:16
CT04979,P0265120,2,2024-04-09 22:55:59
CT05847,P0374564,1,2024-04-12 21:05:54
CT00006,P0227723,2,2024-04-13 06:28:41
CT01690,P0024776,2,2024-04-05 08:15:24
CT00419,P0260178,2,2024-04-14 12:49:39
CT03335,P0279622,2,2024-04-10 15:47:15
CT05500,P0006706,1,2024-04-03 10:16:18
CT00886,P0214264,2,2024-04-12 17:35:44
CT04843,P0373202,2,2024-04-10 19:11:49
CT00450,P0118263,1,2024-04-11 10:24:15
CT01413,P0122579,1,2024-04-13 12:36:05
CT04557,P0259147,1,2024-04-13 20:47:31
CT00738,P0284466,1,2024-04-12 12:06:01
CT01026,P0233310,1,2024-04-04 11:25:57
CT05114,P0332870,1,2024-04-01 14:13:36
CT04357,P0122204,1,2024-04-13 08:51:03
CT06171,P0232034,1,2024-04-08 16:11:08
CT06425,P0283945,2,2024-04-02 13:08:04
CT01249,P0168819,1,2024-04-11 12:57:46
CT05242,P0242907,2,2024-04-09 03:11:21
CT03155,P0047252,1,2024-04-07 22:21:58
CT05353,P0371197,1,2024-04-08 17:51:58
CT02110,P0254426,1,2024-04-06 03:13:14
CT05852,P0142932,1,2024-04-10 21:48:05
CT02197,P0046005,1,2024-04-10 09:36:34
CT02456,P0083656,1,2024-04-07 20:23:57
CT01560,P0221750,3,2024-04-12 08:26:06
CT02037,P0221156,1,2024-04-11 05:48:50
CT02986,P0162102,7,2024-04-10 04:03:26
CT06381,P0209243,1,2024-04-04 08:33:40
CT00291,P0303375,1,2024-04-08 21:11:48
CT04029,P0014245,1,2024-04-02 00:14:27
CT01974,P0180830,1,2024-04-05 01:52:23
CT06220,P0167386,1,2024-04-12 06:08:03
CT05745,P0195537,6,2024-04-09 12:28:55
CT03755,P0319582,1,2024-04-10 07:41:35
CT04946,P0027819,1,2024-04-06 03:04:01
CT03932,P0104236,1,2024-04-12 06:55:13
CT04672,P0285710,2,2024-04-05 01:15:23
CT03463,P0313321,1,2024-04-04 04:19:31
CT01310,P0019185,1,2024-04-11 21:13:05
CT06065,P0134722,2,2024-04-07 22:43:51
CT06034,P0119167,2,2024-04-07 19:47:39
CT02807,P0238179,5,2024-04-07 09:36:57
CT00311,P0365565,2,2024-04-09 09:34:32
CT01016,P0357252,1,2024-04-11 19:54:27
CT03844,P0242348,1,2024-04-01 20:16:52
CT02640,P0082378,1,2024-04-05 21:09:14
CT04835,P0230585,1,2024-04-06 17:45:30
CT06391,P0372649,1,2024-04-07 01:45:25
CT02656,P0217157,3,2024-04-04 15:22:47
CT00159,P0380015,2,2024-04-10 06:13:59
CT05268,P0125509,6,2024-04-13 20:32:28
CT03675,P0086722,2,2024-04-05 13:17:25
CT00955,P0030731,1,2024-04-14 12:29:14
CT05283,P0283449,1,2024-04-06 18:01:00
CT03808,P0192392,2,2024-04-13 18:36:22
CT02651,P0090791,1,2024-04-07 02:51:44
CT02783,P0077014,1,2024-04-06 10:16:24
CT01396,P0106998,1,2024-04-02 21:05:17
CT00839,P0241331,1,2024-04-10 13:53:57
CT00800,P0122891,2,2024-04-07 16:23:59
CT00511,P0338400,1,2024-04-12 17:04:42
CT00596,P0176772,1,2024-04-01 09:42:14
CT06138,P0153005,2,2024-04-08 13:11:30
CT02057,P0328332,1,2024-04-14 23:34:34
CT05950,P0094718,1,2024-04-09 13:43:36
CT02152,P0338481,2,2024-04-14 02:17:51
CT05797,P0309449,1,2024-04-10 05:08:54
CT02138,P0206171,1,2024-04-10 10:08:02
CT00990,P0366979,1,2024-04-13 10:15:52
CT04920,P0381977,1,2024-04-11 03:49:40
CT06481,P0057052,1,2024-04-07 14:47:14
CT06468,P0109931,2,2024-04-06 15:52:11
CT02441,P0319524,3,2024-04-09 00:22:44
CT02034,P0110917,1,2024-04-08 14:39:02
CT03963,P0346407,1,2024-04-01 19:18:40
CT02099,P0117918,1,2024-04-07 14:10:09
CT04305,P0160533,1,2024-04-05 06:37:53
CT04379,P0064642,1,2024-04-07 15:33:21
CT01940,P0077175,1,2024-04-11 03:05:35
CT03060,P0008284,1,2024-04-12 05:00:47
CT05483,P0355484,1,2024-04-12 19:17:37
CT04799,P0354925,1,2024-04-06 00:43:04
