refund_id,purchase_id,refund_reason,refund_amount,refund_status,refund_money,last_update
RF0002689,PR0004476,7-day no-reason return (primary option),1,pending,9.57,2024-06-24 00:45:01
RF0002690,PR0004553,Logistics / Unboxing issues,1,pending,44.3,2024-06-20 10:28:13
RF0002691,PR0004568,7-day no-reason return (primary option),1,pending,11.96,2024-06-24 11:32:50
RF0002692,PR0004658,7-day no-reason return (primary option),1,pending,7.17,2024-06-19 11:06:53
RF0002693,PR0004353,7-day no-reason return (primary option),1,pending,31.13,2024-06-24 04:31:03
RF0002694,PR0004501,7-day no-reason return (primary option),1,pending,383.22,2024-06-26 01:36:18
RF0002695,PR0004379,7-day no-reason return (primary option),1,pending,59.87,2024-06-20 18:41:09
RF0002696,PR0004588,7-day no-reason return (primary option),1,pending,17.84,2024-06-18 12:27:00
RF0002697,PR0004662,7-day no-reason return (primary option),1,pending,4.18,2024-06-18 11:14:43
RF0002698,PR0004388,Product quality issues,1,pending,42.78,2024-06-24 17:42:34
RF0002699,PR0004527,7-day no-reason return (primary option),1,pending,17.83,2024-06-16 15:13:28
RF0002700,PR0004458,7-day no-reason return (primary option),1,pending,5.41,2024-06-22 04:06:00
RF0002701,PR0004382,7-day no-reason return (primary option),1,pending,2.98,2024-06-18 09:14:53
RF0002702,PR0004506,7-day no-reason return (primary option),3,pending,21.51,2024-06-25 16:42:35
RF0002703,PR0004598,Wrong/incorrect order fulfillment,1,pending,28.72,2024-06-23 06:03:19
RF0002704,PR0004468,Product quality issues,1,pending,57.47,2024-06-23 17:42:32
RF0002705,PR0004693,7-day no-reason return (primary option),1,pending,33.52,2024-06-19 14:41:36
RF0002706,PR0004440,7-day no-reason return (primary option),1,pending,7.17,2024-06-21 17:58:22
RF0002707,PR0004630,7-day no-reason return (primary option),1,pending,29.93,2024-06-19 23:36:44
RF0002708,PR0004419,Logistics / Unboxing issues,1,pending,8.37,2024-06-19 21:45:46
RF0002709,PR0004375,Product quality issues,1,pending,43.1,2024-06-21 20:30:38
RF0002710,PR0004510,Logistics / Unboxing issues,1,pending,11.96,2024-06-21 22:01:22
RF0002711,PR0004455,7-day no-reason return (primary option),1,pending,71.84,2024-06-17 21:48:55
RF0002712,PR0004475,7-day no-reason return (primary option),1,pending,10.29,2024-06-21 07:02:42
RF0002713,PR0004396,7-day no-reason return (primary option),1,pending,11.96,2024-06-20 06:30:30
RF0002714,PR0004705,7-day no-reason return (primary option),1,pending,10.23,2024-06-17 03:40:19
RF0002715,PR0004672,7-day no-reason return (primary option),2,pending,14.34,2024-06-22 00:18:29
RF0002716,PR0004596,Product quality issues,1,pending,32.46,2024-06-30 09:10:40
RF0002717,PR0004587,7-day no-reason return (primary option),1,pending,9.57,2024-06-22 19:17:16
RF0002718,PR0004710,7-day no-reason return (primary option),2,pending,24.98,2024-06-17 01:11:19
RF0002719,PR0004378,7-day no-reason return (primary option),2,pending,23.92,2024-06-21 09:13:32
RF0002720,PR0004624,7-day no-reason return (primary option),2,pending,51.26,2024-06-25 19:05:46
RF0002721,PR0004415,7-day no-reason return (primary option),1,pending,2.87,2024-06-28 16:36:44
RF0002722,PR0004661,7-day no-reason return (primary option),1,pending,8.37,2024-06-18 22:00:12
RF0002723,PR0004605,7-day no-reason return (primary option),2,pending,22.76,2024-06-26 08:35:00
RF0002724,PR0004675,Product quality issues,1,pending,8.44,2024-06-25 19:50:47
RF0002725,PR0004691,Product quality issues,1,pending,17.95,2024-06-27 20:41:28
RF0002726,PR0004668,7-day no-reason return (primary option),1,pending,11.96,2024-06-21 01:01:03
RF0002727,PR0004722,7-day no-reason return (primary option),1,pending,463.21,2024-06-16 23:18:07
RF0002728,PR0004520,Wrong/incorrect order fulfillment,1,pending,27.43,2024-06-25 22:48:03
RF0002729,PR0004558,7-day no-reason return (primary option),1,pending,26.34,2024-06-16 20:54:27
RF0002730,PR0004487,7-day no-reason return (primary option),1,pending,25.14,2024-06-24 21:47:43
RF0002731,PR0004660,Wrong/incorrect order fulfillment,2,pending,59.86,2024-06-16 13:12:54
RF0002732,PR0004481,Product quality issues,1,pending,8.77,2024-06-22 08:05:24
RF0002733,PR0004561,7-day no-reason return (primary option),1,pending,29.93,2024-06-29 01:16:41
RF0002734,PR0004627,Wrong/incorrect order fulfillment,1,pending,23.33,2024-06-25 16:42:44
RF0002735,PR0004526,Other personal reasons,2,pending,71.5,2024-06-25 18:00:57
RF0002736,PR0004639,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-29 02:44:40
RF0002737,PR0004735,7-day no-reason return (primary option),1,pending,2.4,2024-06-25 01:32:53
RF0002738,PR0004604,Other personal reasons,1,pending,22.74,2024-06-28 02:42:37
RF0002739,PR0004650,Product quality issues,1,pending,47.89,2024-06-27 23:31:57
RF0002740,PR0004609,7-day no-reason return (primary option),1,pending,11.96,2024-06-29 04:35:28
RF0002741,PR0004516,7-day no-reason return (primary option),1,pending,22.74,2024-06-16 02:07:26
RF0002742,PR0004563,7-day no-reason return (primary option),1,pending,59.87,2024-06-24 07:22:46
RF0002743,PR0004491,7-day no-reason return (primary option),1,pending,9.57,2024-06-25 04:49:37
RF0002744,PR0004542,Product quality issues,2,pending,239.28,2024-06-19 16:25:37
RF0002745,PR0004743,Logistics / Unboxing issues,1,pending,35.92,2024-06-29 17:08:31
RF0002746,PR0004695,7-day no-reason return (primary option),1,pending,17.95,2024-06-26 15:20:32
RF0002747,PR0004533,Item not as described,1,pending,39.51,2024-06-30 03:50:15
RF0002748,PR0004535,Product quality issues,1,pending,13.17,2024-06-20 12:50:34
RF0002749,PR0004611,Other personal reasons,1,pending,35.92,2024-06-20 17:51:30
RF0002750,PR0004640,Logistics / Unboxing issues,1,pending,131.72,2024-06-23 09:54:59
RF0002751,PR0004528,7-day no-reason return (primary option),1,pending,5.96,2024-06-27 12:57:23
RF0002752,PR0004505,7-day no-reason return (primary option),1,pending,359.28,2024-06-21 20:35:26
RF0002753,PR0004631,Item not as described,2,pending,31.12,2024-06-20 21:20:10
RF0002754,PR0004557,7-day no-reason return (primary option),1,pending,11.96,2024-06-26 09:55:54
RF0002755,PR0004694,7-day no-reason return (primary option),1,pending,12.57,2024-06-20 06:30:17
RF0002756,PR0004538,Product quality issues,1,pending,28.71,2024-06-21 11:22:39
RF0002757,PR0004654,Product quality issues,1,pending,52.69,2024-06-29 12:06:29
RF0002758,PR0004473,Wrong/incorrect order fulfillment,2,pending,35.9,2024-06-28 13:33:42
RF0002759,PR0004701,Item not as described,1,pending,19.15,2024-06-29 04:13:35
RF0002760,PR0004751,Item not as described,1,pending,29.93,2024-06-25 09:25:59
RF0002761,PR0004641,Logistics / Unboxing issues,2,pending,95.78,2024-06-30 22:22:08
RF0002762,PR0004521,Logistics / Unboxing issues,1,pending,7.17,2024-06-24 01:32:22
RF0002763,PR0004774,Wrong/incorrect order fulfillment,1,pending,24.46,2024-06-27 11:39:30
RF0002764,PR0004651,7-day no-reason return (primary option),1,pending,17.95,2024-06-17 15:34:21
RF0002765,PR0004551,Wrong/incorrect order fulfillment,1,pending,19.15,2024-06-20 17:37:34
RF0002766,PR0004547,Item not as described,1,pending,17.95,2024-06-17 00:12:51
RF0002767,PR0004519,Wrong/incorrect order fulfillment,3,pending,107.76,2024-06-20 17:05:03
RF0002768,PR0004728,Other personal reasons,1,pending,9.57,2024-06-30 11:01:42
RF0002769,PR0004618,Other personal reasons,1,pending,47.89,2024-06-29 17:51:33
RF0002770,PR0004583,7-day no-reason return (primary option),1,pending,9.57,2024-06-30 08:42:13
RF0002771,PR0004636,7-day no-reason return (primary option),2,pending,21.54,2024-06-18 02:14:50
RF0002772,PR0004718,7-day no-reason return (primary option),2,pending,16.74,2024-06-16 04:33:41
RF0002773,PR0004653,Other personal reasons,1,pending,8.37,2024-06-25 05:48:54
RF0002774,PR0004775,7-day no-reason return (primary option),2,pending,20.96,2024-06-26 15:10:08
RF0002775,PR0004772,7-day no-reason return (primary option),1,pending,4.19,2024-06-29 21:23:22
RF0002776,PR0004513,Logistics / Unboxing issues,1,pending,35.93,2024-06-21 13:10:12
RF0002777,PR0004515,Item not as described,1,pending,22.74,2024-06-19 09:38:02
RF0002778,PR0004764,7-day no-reason return (primary option),3,pending,296.55,2024-06-27 08:29:33
RF0002779,PR0004746,Item not as described,2,pending,23.92,2024-06-23 17:56:04
RF0002780,PR0004514,7-day no-reason return (primary option),1,pending,8.37,2024-06-26 03:01:22
RF0002781,PR0004523,Logistics / Unboxing issues,2,pending,62.04,2024-06-28 02:56:17
RF0002782,PR0004680,Product quality issues,1,pending,15.56,2024-06-24 03:38:28
RF0002783,PR0004517,7-day no-reason return (primary option),1,pending,77.83,2024-06-18 14:28:50
RF0002784,PR0004763,Item not as described,1,pending,29.93,2024-06-18 23:01:39
RF0002785,PR0004616,7-day no-reason return (primary option),2,pending,10.76,2024-06-24 23:28:48
RF0002786,PR0004603,7-day no-reason return (primary option),2,pending,71.84,2024-06-29 19:50:07
RF0002787,PR0004635,Product quality issues,2,pending,338.56,2024-06-23 21:02:18
RF0002788,PR0004713,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-17 03:03:07
RF0002789,PR0004669,Logistics / Unboxing issues,1,pending,17.95,2024-06-21 07:34:13
RF0002790,PR0004690,7-day no-reason return (primary option),1,pending,23.94,2024-06-19 08:45:45
RF0002791,PR0004529,7-day no-reason return (primary option),1,pending,7.17,2024-06-21 04:01:32
RF0002792,PR0004685,Product quality issues,1,pending,11.96,2024-06-16 07:09:55
RF0002793,PR0004652,7-day no-reason return (primary option),1,pending,13.77,2024-06-20 05:31:23
RF0002794,PR0004708,7-day no-reason return (primary option),1,pending,35.92,2024-06-20 03:41:48
RF0002795,PR0004524,7-day no-reason return (primary option),1,pending,17.95,2024-06-22 09:20:57
RF0002796,PR0004828,7-day no-reason return (primary option),1,pending,2.32,2024-06-28 08:58:03
RF0002797,PR0004595,7-day no-reason return (primary option),1,pending,266.95,2024-06-27 18:14:25
RF0002798,PR0004839,Product quality issues,1,pending,59.87,2024-06-20 07:53:15
RF0002799,PR0004707,Wrong/incorrect order fulfillment,1,pending,12.32,2024-06-25 01:33:34
RF0002800,PR0004792,Item not as described,1,pending,23.94,2024-06-28 00:45:07
RF0002801,PR0004594,Logistics / Unboxing issues,1,pending,11.96,2024-06-17 08:35:42
RF0002802,PR0004706,Item not as described,1,pending,35.92,2024-06-21 23:41:18
RF0002803,PR0004848,7-day no-reason return (primary option),1,pending,23.94,2024-06-25 13:59:39
RF0002804,PR0004634,Product quality issues,1,pending,15.56,2024-06-24 22:48:29
RF0002805,PR0004824,Wrong/incorrect order fulfillment,1,pending,13.76,2024-06-23 01:19:50
RF0002806,PR0004626,Product quality issues,5,pending,299.35,2024-06-26 03:33:17
RF0002807,PR0004846,7-day no-reason return (primary option),1,pending,179.58,2024-06-24 11:38:10
RF0002808,PR0004754,7-day no-reason return (primary option),1,pending,11.98,2024-06-25 07:43:41
RF0002809,PR0004607,7-day no-reason return (primary option),1,pending,54.49,2024-06-19 22:01:28
RF0002810,PR0004585,7-day no-reason return (primary option),1,pending,4.61,2024-06-16 07:41:55
RF0002811,PR0004813,Item not as described,2,pending,8.36,2024-06-17 22:47:51
RF0002812,PR0004841,7-day no-reason return (primary option),1,pending,7.17,2024-06-23 13:43:22
RF0002813,PR0004657,7-day no-reason return (primary option),1,pending,5.98,2024-06-25 20:18:59
RF0002814,PR0004688,7-day no-reason return (primary option),2,pending,38.3,2024-06-25 17:58:21
RF0002815,PR0004795,Item not as described,1,pending,10.77,2024-06-25 09:34:40
RF0002816,PR0004739,7-day no-reason return (primary option),1,pending,17.95,2024-06-24 01:28:56
RF0002817,PR0004623,7-day no-reason return (primary option),1,pending,11.96,2024-06-24 01:28:53
RF0002818,PR0004801,Logistics / Unboxing issues,1,pending,13.4,2024-06-19 16:45:28
RF0002819,PR0004715,7-day no-reason return (primary option),1,pending,19.15,2024-06-26 20:26:51
RF0002820,PR0004748,7-day no-reason return (primary option),2,pending,629.58,2024-06-26 20:00:18
RF0002821,PR0004642,Wrong/incorrect order fulfillment,1,pending,11.98,2024-06-17 09:27:02
RF0002822,PR0004692,7-day no-reason return (primary option),4,pending,244.28,2024-06-29 13:03:41
RF0002823,PR0004788,7-day no-reason return (primary option),2,pending,23.92,2024-06-17 20:45:58
RF0002824,PR0004709,7-day no-reason return (primary option),1,pending,39.52,2024-06-18 12:50:18
RF0002825,PR0004897,7-day no-reason return (primary option),1,pending,35.92,2024-06-19 13:33:33
RF0002826,PR0004845,Product quality issues,1,pending,5.98,2024-06-23 21:57:15
RF0002827,PR0004679,Wrong/incorrect order fulfillment,1,pending,23.25,2024-06-16 17:05:55
RF0002828,PR0004592,7-day no-reason return (primary option),1,pending,7.17,2024-06-21 09:59:37
RF0002829,PR0004646,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-19 00:09:35
RF0002830,PR0004699,Product quality issues,1,pending,59.87,2024-06-26 09:29:15
RF0002831,PR0004732,7-day no-reason return (primary option),1,pending,383.22,2024-06-29 05:24:52
RF0002832,PR0004777,7-day no-reason return (primary option),3,pending,359.25,2024-06-19 10:18:12
RF0002833,PR0004678,7-day no-reason return (primary option),2,pending,13.14,2024-06-26 21:03:24
RF0002834,PR0004664,Logistics / Unboxing issues,1,pending,5.75,2024-06-28 18:54:57
RF0002835,PR0004683,7-day no-reason return (primary option),4,pending,268.2,2024-06-20 15:43:34
RF0002836,PR0004908,7-day no-reason return (primary option),2,pending,23.92,2024-06-23 21:29:49
RF0002837,PR0004619,7-day no-reason return (primary option),1,pending,13.15,2024-06-20 10:51:31
RF0002838,PR0004702,Logistics / Unboxing issues,1,pending,4.78,2024-06-29 04:20:32
RF0002839,PR0004902,7-day no-reason return (primary option),1,pending,8.37,2024-06-18 19:20:33
RF0002840,PR0004878,Product quality issues,1,pending,10.77,2024-06-30 17:49:26
RF0002841,PR0004849,7-day no-reason return (primary option),1,pending,15.56,2024-06-19 10:29:32
RF0002842,PR0004711,Logistics / Unboxing issues,1,pending,14.36,2024-06-30 00:11:34
RF0002843,PR0004673,7-day no-reason return (primary option),1,pending,176.75,2024-06-26 18:01:37
RF0002844,PR0004783,Product quality issues,1,pending,62.26,2024-06-20 11:24:08
RF0002845,PR0004615,Wrong/incorrect order fulfillment,1,pending,9.57,2024-06-24 05:35:24
RF0002846,PR0004869,7-day no-reason return (primary option),1,pending,47.89,2024-06-26 05:06:07
RF0002847,PR0004814,7-day no-reason return (primary option),1,pending,4.78,2024-06-30 11:03:33
RF0002848,PR0004681,7-day no-reason return (primary option),1,pending,10.77,2024-06-24 12:33:43
RF0002849,PR0004924,7-day no-reason return (primary option),2,pending,47.88,2024-06-29 00:53:09
RF0002850,PR0004794,7-day no-reason return (primary option),1,pending,11.86,2024-06-21 08:27:51
RF0002851,PR0004740,7-day no-reason return (primary option),2,pending,114.98,2024-06-27 06:03:38
RF0002852,PR0004768,Wrong/incorrect order fulfillment,1,pending,5.98,2024-06-26 22:24:40
RF0002853,PR0004863,Other personal reasons,1,pending,17.95,2024-06-29 14:23:24
RF0002854,PR0004833,7-day no-reason return (primary option),1,pending,179.52,2024-06-29 12:42:06
RF0002855,PR0004741,7-day no-reason return (primary option),1,pending,47.89,2024-06-22 21:22:32
RF0002856,PR0004880,7-day no-reason return (primary option),1,pending,4.18,2024-06-24 15:27:11
RF0002857,PR0004696,7-day no-reason return (primary option),1,pending,222.1,2024-06-23 20:26:08
RF0002858,PR0004938,Logistics / Unboxing issues,1,pending,5.98,2024-06-19 07:51:30
RF0002859,PR0004961,7-day no-reason return (primary option),1,pending,23.94,2024-06-27 11:20:43
RF0002860,PR0004716,7-day no-reason return (primary option),1,pending,383.23,2024-06-19 21:50:43
RF0002861,PR0004804,7-day no-reason return (primary option),1,pending,2.99,2024-06-23 07:07:04
RF0002862,PR0004745,Wrong/incorrect order fulfillment,1,pending,22.74,2024-06-21 01:07:06
RF0002863,PR0004928,Product quality issues,1,pending,11.96,2024-06-26 02:24:40
RF0002864,PR0004962,7-day no-reason return (primary option),1,pending,26.95,2024-06-19 04:12:11
RF0002865,PR0004907,Logistics / Unboxing issues,1,pending,7.17,2024-06-30 07:35:28
RF0002866,PR0004790,7-day no-reason return (primary option),1,pending,10.63,2024-06-25 20:31:48
RF0002867,PR0004920,Item not as described,1,pending,15.45,2024-06-19 01:56:35
RF0002868,PR0004727,7-day no-reason return (primary option),1,pending,17.95,2024-06-17 20:52:44
RF0002869,PR0004766,7-day no-reason return (primary option),1,pending,4.78,2024-06-20 18:05:44
RF0002870,PR0004723,7-day no-reason return (primary option),2,pending,23.92,2024-06-21 22:18:39
RF0002871,PR0004882,Product quality issues,4,pending,47.44,2024-06-21 01:44:11
RF0002872,PR0004670,7-day no-reason return (primary option),1,pending,33.52,2024-06-28 13:58:46
RF0002873,PR0004818,Logistics / Unboxing issues,1,pending,35.92,2024-06-24 10:32:53
RF0002874,PR0004744,Item not as described,3,pending,25.11,2024-06-26 20:23:47
RF0002875,PR0004686,Item not as described,2,pending,31.12,2024-06-26 01:05:14
RF0002876,PR0004687,Wrong/incorrect order fulfillment,1,pending,77.77,2024-06-21 12:56:52
RF0002877,PR0004943,7-day no-reason return (primary option),1,pending,39.51,2024-06-17 19:37:00
RF0002878,PR0004831,7-day no-reason return (primary option),1,pending,51.38,2024-06-16 21:39:03
RF0002879,PR0004857,7-day no-reason return (primary option),4,pending,107.72,2024-06-28 11:58:38
RF0002880,PR0004889,Product quality issues,1,pending,11.96,2024-06-28 19:27:58
RF0002881,PR0004780,Product quality issues,1,pending,28.73,2024-06-23 20:09:00
RF0002882,PR0005002,Logistics / Unboxing issues,1,pending,17.95,2024-06-24 04:04:39
RF0002883,PR0004809,7-day no-reason return (primary option),1,pending,11.96,2024-06-21 11:45:31
RF0002884,PR0004697,7-day no-reason return (primary option),1,pending,13.16,2024-06-27 03:38:38
RF0002885,PR0004982,7-day no-reason return (primary option),1,pending,29.93,2024-06-27 05:03:26
RF0002886,PR0004717,Item not as described,1,pending,137.72,2024-06-20 17:58:05
RF0002887,PR0004779,Logistics / Unboxing issues,1,pending,4.78,2024-06-22 13:24:09
RF0002888,PR0004948,7-day no-reason return (primary option),2,pending,215.54,2024-06-19 14:38:16
RF0002889,PR0004956,7-day no-reason return (primary option),1,pending,15.56,2024-06-22 06:24:25
RF0002890,PR0004886,7-day no-reason return (primary option),1,pending,5.98,2024-06-30 01:47:22
RF0002891,PR0004747,7-day no-reason return (primary option),2,pending,237.12,2024-06-29 10:46:30
RF0002892,PR0004856,Wrong/incorrect order fulfillment,2,pending,43.08,2024-06-26 05:52:10
RF0002893,PR0004770,7-day no-reason return (primary option),1,pending,142.65,2024-06-17 10:18:28
RF0002894,PR0004895,7-day no-reason return (primary option),1,pending,8.73,2024-06-21 12:56:42
RF0002895,PR0004802,Other personal reasons,1,pending,14.37,2024-06-26 04:10:34
RF0002896,PR0004953,Logistics / Unboxing issues,1,pending,11.86,2024-06-18 22:59:16
RF0002897,PR0004829,7-day no-reason return (primary option),1,pending,17.95,2024-06-28 01:39:58
RF0002898,PR0004825,Wrong/incorrect order fulfillment,1,pending,3.35,2024-06-18 13:52:11
RF0002899,PR0004939,Item not as described,1,pending,119.75,2024-06-17 21:45:00
RF0002900,PR0004782,7-day no-reason return (primary option),2,pending,31.12,2024-06-20 16:42:52
RF0002901,PR0004776,Product quality issues,2,pending,25.36,2024-06-22 13:30:54
RF0002902,PR0004966,Product quality issues,1,pending,236.89,2024-06-18 13:42:23
RF0002903,PR0004787,Wrong/incorrect order fulfillment,2,pending,23.92,2024-06-29 17:20:57
RF0002904,PR0004752,Product quality issues,1,pending,299.4,2024-06-16 10:45:10
RF0002905,PR0004817,7-day no-reason return (primary option),1,pending,11.96,2024-06-22 03:53:46
RF0002906,PR0004963,7-day no-reason return (primary option),1,pending,70.0,2024-06-30 13:36:33
RF0002907,PR0004989,Wrong/incorrect order fulfillment,1,pending,20.3,2024-06-17 18:58:01
RF0002908,PR0005009,7-day no-reason return (primary option),1,pending,51.49,2024-06-23 12:06:31
RF0002909,PR0004923,7-day no-reason return (primary option),3,pending,161.64,2024-06-21 22:03:04
RF0002910,PR0005019,7-day no-reason return (primary option),1,pending,31.13,2024-06-29 04:38:44
RF0002911,PR0004984,7-day no-reason return (primary option),2,pending,37.66,2024-06-20 08:49:05
RF0002912,PR0004986,Product quality issues,2,pending,25.14,2024-06-30 08:21:15
RF0002913,PR0004858,7-day no-reason return (primary option),1,pending,10.89,2024-06-27 06:31:34
RF0002914,PR0004935,7-day no-reason return (primary option),1,pending,258.64,2024-06-24 16:12:26
RF0002915,PR0005010,Item not as described,1,pending,43.1,2024-06-25 12:57:18
RF0002916,PR0004978,7-day no-reason return (primary option),1,pending,5.98,2024-06-22 00:37:47
RF0002917,PR0004765,7-day no-reason return (primary option),1,pending,52.57,2024-06-29 00:43:39
RF0002918,PR0004891,Product quality issues,1,pending,19.92,2024-06-26 21:51:48
RF0002919,PR0004933,Product quality issues,2,pending,14.34,2024-06-20 04:18:33
RF0002920,PR0004731,Logistics / Unboxing issues,1,pending,31.13,2024-06-19 01:04:56
RF0002921,PR0004900,Item not as described,1,pending,4.19,2024-06-26 09:40:04
RF0002922,PR0004872,7-day no-reason return (primary option),1,pending,59.87,2024-06-18 12:33:54
RF0002923,PR0004862,7-day no-reason return (primary option),1,pending,11.96,2024-06-24 13:27:18
RF0002924,PR0004837,7-day no-reason return (primary option),1,pending,10.78,2024-06-20 21:24:15
RF0002925,PR0004762,7-day no-reason return (primary option),2,pending,22.74,2024-06-23 09:25:02
RF0002926,PR0005036,Other personal reasons,1,pending,8.83,2024-06-21 00:12:49
RF0002927,PR0004724,Wrong/incorrect order fulfillment,1,pending,23.94,2024-06-26 11:16:16
RF0002928,PR0004954,7-day no-reason return (primary option),5,pending,149.65,2024-06-24 18:57:02
RF0002929,PR0004892,Product quality issues,1,pending,21.54,2024-06-20 10:38:17
RF0002930,PR0005008,7-day no-reason return (primary option),1,pending,9.93,2024-06-22 10:55:56
RF0002931,PR0005049,Logistics / Unboxing issues,1,pending,4.18,2024-06-18 00:20:43
RF0002932,PR0004946,7-day no-reason return (primary option),1,pending,44.91,2024-06-21 04:09:05
RF0002933,PR0004797,7-day no-reason return (primary option),2,pending,52.7,2024-06-29 02:46:40
RF0002934,PR0004898,Item not as described,1,pending,35.92,2024-06-16 03:53:26
RF0002935,PR0004994,Item not as described,2,pending,14.38,2024-06-22 11:47:37
RF0002936,PR0004756,Product quality issues,1,pending,47.89,2024-06-29 21:30:29
RF0002937,PR0004861,7-day no-reason return (primary option),3,pending,20.73,2024-06-27 08:39:11
RF0002938,PR0005028,Product quality issues,1,pending,38.31,2024-06-29 12:35:28
RF0002939,PR0004767,7-day no-reason return (primary option),1,pending,31.13,2024-06-30 05:14:07
RF0002940,PR0004997,Item not as described,1,pending,3.94,2024-06-18 13:15:28
RF0002941,PR0004922,7-day no-reason return (primary option),1,pending,35.92,2024-06-24 16:57:27
RF0002942,PR0005014,7-day no-reason return (primary option),1,pending,14.36,2024-06-17 16:12:20
RF0002943,PR0005020,7-day no-reason return (primary option),1,pending,14.36,2024-06-24 03:34:59
RF0002944,PR0004811,Product quality issues,1,pending,17.95,2024-06-20 09:14:55
RF0002945,PR0004968,Item not as described,1,pending,17.95,2024-06-23 18:03:06
RF0002946,PR0004835,7-day no-reason return (primary option),1,pending,27.53,2024-06-17 03:08:58
RF0002947,PR0004914,Item not as described,1,pending,179.64,2024-06-18 16:09:39
RF0002948,PR0004815,7-day no-reason return (primary option),1,pending,23.94,2024-06-25 13:33:58
RF0002949,PR0004909,Wrong/incorrect order fulfillment,1,pending,31.11,2024-06-18 20:05:15
RF0002950,PR0004773,Product quality issues,1,pending,4.25,2024-06-29 09:40:50
RF0002951,PR0004985,Item not as described,1,pending,23.94,2024-06-24 23:57:10
RF0002952,PR0004937,7-day no-reason return (primary option),2,pending,119.74,2024-06-24 06:53:30
RF0002953,PR0004757,Logistics / Unboxing issues,1,pending,227.53,2024-06-26 17:50:56
RF0002954,PR0004951,Item not as described,1,pending,35.92,2024-06-27 12:58:12
RF0002955,PR0004852,7-day no-reason return (primary option),1,pending,5.98,2024-06-24 05:02:40
RF0002956,PR0005047,7-day no-reason return (primary option),1,pending,59.87,2024-06-17 02:59:16
RF0002957,PR0004919,Product quality issues,1,pending,12.57,2024-06-20 09:23:49
RF0002958,PR0004820,Product quality issues,4,pending,282.6,2024-06-21 17:24:40
RF0002959,PR0004865,7-day no-reason return (primary option),1,pending,309.59,2024-06-30 23:16:54
RF0002960,PR0004906,Item not as described,1,pending,5.98,2024-06-22 01:01:31
RF0002961,PR0005045,7-day no-reason return (primary option),5,pending,89.75,2024-06-25 07:30:19
RF0002962,PR0004887,7-day no-reason return (primary option),3,pending,143.67,2024-06-24 04:39:00
RF0002963,PR0005029,7-day no-reason return (primary option),1,pending,11.96,2024-06-25 06:55:59
RF0002964,PR0005041,Wrong/incorrect order fulfillment,1,pending,5.98,2024-06-21 00:04:38
RF0002965,PR0005082,Item not as described,1,pending,11.96,2024-06-29 01:29:54
RF0002966,PR0004843,7-day no-reason return (primary option),1,pending,312.07,2024-06-19 15:58:45
RF0002967,PR0005097,Logistics / Unboxing issues,1,pending,31.9,2024-06-26 08:23:34
RF0002968,PR0005126,7-day no-reason return (primary option),1,pending,35.92,2024-06-29 08:49:17
RF0002969,PR0005016,7-day no-reason return (primary option),2,pending,23.92,2024-06-29 02:32:18
RF0002970,PR0004826,7-day no-reason return (primary option),1,pending,40.71,2024-06-20 03:28:59
RF0002971,PR0004990,7-day no-reason return (primary option),3,pending,104.19,2024-06-22 03:23:18
RF0002972,PR0004913,Product quality issues,1,pending,23.94,2024-06-24 04:24:05
RF0002973,PR0004819,Logistics / Unboxing issues,1,pending,29.93,2024-06-22 12:45:31
RF0002974,PR0004867,Item not as described,1,pending,15.92,2024-06-22 07:42:01
RF0002975,PR0004952,Product quality issues,2,pending,143.68,2024-06-22 00:12:38
RF0002976,PR0005004,7-day no-reason return (primary option),1,pending,11.96,2024-06-20 23:39:08
RF0002977,PR0005142,7-day no-reason return (primary option),1,pending,16.75,2024-06-27 09:53:52
RF0002978,PR0004873,7-day no-reason return (primary option),3,pending,53.85,2024-06-28 05:24:43
RF0002979,PR0004830,7-day no-reason return (primary option),1,pending,7.17,2024-06-29 07:04:44
RF0002980,PR0005060,Item not as described,2,pending,59.86,2024-06-24 00:18:18
RF0002981,PR0005073,7-day no-reason return (primary option),2,pending,100.58,2024-06-24 02:25:49
RF0002982,PR0005101,Product quality issues,1,pending,59.88,2024-06-24 06:00:35
RF0002983,PR0005152,Logistics / Unboxing issues,1,pending,83.82,2024-06-22 16:41:06
RF0002984,PR0004864,Logistics / Unboxing issues,1,pending,43.1,2024-06-19 02:01:55
RF0002985,PR0005012,Product quality issues,2,pending,95.78,2024-06-23 13:19:56
RF0002986,PR0004881,7-day no-reason return (primary option),1,pending,7.16,2024-06-23 16:25:27
RF0002987,PR0005155,7-day no-reason return (primary option),1,pending,23.35,2024-06-16 02:21:15
RF0002988,PR0004983,Wrong/incorrect order fulfillment,1,pending,83.82,2024-06-25 13:47:22
RF0002989,PR0005038,Item not as described,1,pending,5.98,2024-06-17 07:20:00
RF0002990,PR0005051,Item not as described,1,pending,40.72,2024-06-21 13:40:55
RF0002991,PR0005021,7-day no-reason return (primary option),3,pending,57.45,2024-06-16 22:59:37
RF0002992,PR0004964,7-day no-reason return (primary option),4,pending,47.84,2024-06-21 07:09:43
RF0002993,PR0004995,7-day no-reason return (primary option),1,pending,7.17,2024-06-26 21:04:26
RF0002994,PR0005013,7-day no-reason return (primary option),1,pending,56.29,2024-06-26 14:31:44
