moderation_id,admin_id,product_id,action_type,reason,action_time
PM0019402,A01840,P0203445,approve,,2024-03-27 17:47:02
PM0019403,A04159,P0371363,approve,,2024-03-28 02:27:42
PM0019404,A02077,P0069739,approve,,2024-03-22 21:49:42
PM0019405,A00067,P0364890,approve,,2024-03-16 08:21:30
PM0019406,A01682,P0234143,approve,,2024-03-23 12:37:06
PM0019407,A02367,P0336113,approve,,2024-03-27 15:13:08
PM0019408,A03862,P0291489,approve,,2024-03-18 02:49:52
PM0019409,A00721,P0205983,approve,,2024-03-13 13:31:24
PM0019410,A01672,P0082919,approve,,2024-03-16 21:55:02
PM0019411,A03432,P0030243,approve,,2024-03-28 11:13:13
PM0019412,A01606,P0030559,approve,,2024-03-15 15:02:35
PM0019413,A01690,P0035200,approve,,2024-03-13 02:35:24
PM0019414,A03307,P0334926,approve,,2024-03-20 06:40:01
PM0019415,A05448,P0105134,approve,,2024-03-26 05:00:54
PM0019416,A02969,P0083502,approve,,2024-03-21 23:06:23
PM0019417,A00682,P0382363,approve,,2024-03-20 02:30:20
PM0019418,A01137,P0216676,approve,,2024-03-15 03:32:20
PM0019419,A04086,P0099304,approve,,2024-03-11 00:12:18
PM0019420,A04559,P0176451,approve,,2024-03-15 17:45:34
PM0019421,A04839,P0350616,approve,,2024-03-16 19:50:09
PM0019422,A04008,P0014851,approve,,2024-03-22 20:24:09
PM0019423,A04398,P0069738,approve,,2024-03-25 04:31:21
PM0019424,A03071,P0015901,approve,,2024-03-23 15:58:28
PM0019425,A05336,P0101992,approve,,2024-03-31 19:59:33
PM0019426,A02003,P0052456,approve,,2024-03-12 04:19:47
PM0019427,A05367,P0030553,approve,,2024-03-28 11:17:47
PM0019428,A00198,P0351536,approve,,2024-03-23 19:33:33
PM0019429,A00004,P0014863,approve,,2024-03-29 15:40:52
PM0019430,A04490,P0263896,approve,,2024-03-16 07:15:01
PM0019431,A03447,P0016282,approve,,2024-03-24 08:22:16
PM0019432,A02720,P0106727,approve,,2024-03-28 17:37:16
PM0019433,A05134,P0141313,approve,,2024-03-11 21:03:55
PM0019434,A04462,P0147771,approve,,2024-03-24 10:42:45
PM0019435,A05030,P0033553,approve,,2024-03-28 02:03:44
PM0019436,A00416,P0119452,approve,,2024-03-22 10:07:12
PM0019437,A02433,P0311774,approve,,2024-03-16 16:12:17
PM0019438,A02595,P0149621,approve,,2024-03-13 18:07:58
PM0019439,A03457,P0163655,approve,,2024-03-30 05:24:25
PM0019440,A01280,P0200679,approve,,2024-03-20 14:20:41
PM0019441,A02479,P0142550,approve,,2024-03-18 22:14:26
PM0019442,A01354,P0147500,approve,,2024-03-13 16:21:36
PM0019443,A01284,P0115068,approve,,2024-03-27 00:40:15
PM0019444,A02858,P0341211,approve,,2024-03-14 14:21:14
PM0019445,A03142,P0279117,approve,,2024-03-25 05:49:48
PM0019446,A00530,P0187784,approve,,2024-03-26 05:19:32
PM0019447,A00015,P0272132,approve,,2024-03-18 18:57:35
PM0019448,A04560,P0231694,approve,,2024-03-11 21:19:46
PM0019449,A05379,P0161869,approve,,2024-03-13 16:05:52
PM0019450,A00489,P0129594,approve,,2024-03-29 18:35:51
PM0019451,A02068,P0296246,approve,,2024-03-29 12:43:34
PM0019452,A05237,P0334013,approve,,2024-03-29 07:17:32
PM0019453,A01210,P0199998,approve,,2024-03-29 11:45:57
PM0019454,A04273,P0222899,approve,,2024-03-14 10:58:24
PM0019455,A04926,P0348117,approve,,2024-03-12 03:59:14
PM0019456,A03480,P0018865,approve,,2024-03-26 14:39:39
PM0019457,A04954,P0129260,approve,,2024-03-28 12:34:11
PM0019458,A00600,P0191245,approve,,2024-03-13 22:07:31
PM0019459,A04643,P0186096,approve,,2024-03-26 10:33:42
PM0019460,A01942,P0028576,approve,,2024-03-23 00:16:14
PM0019461,A00328,P0290694,approve,,2024-03-17 16:08:47
PM0019462,A00162,P0265226,approve,,2024-03-22 09:10:22
PM0019463,A01563,P0176589,approve,,2024-03-13 23:39:53
PM0019464,A04559,P0048754,approve,,2024-03-24 04:54:55
PM0019465,A02068,P0118623,approve,,2024-03-12 06:08:24
PM0019466,A03231,P0310062,approve,,2024-03-28 13:56:21
PM0019467,A00429,P0240693,approve,,2024-03-12 22:55:47
PM0019468,A04511,P0059327,approve,,2024-03-13 19:51:29
PM0019469,A02776,P0141133,approve,,2024-03-19 00:26:54
PM0019470,A04411,P0259190,approve,,2024-03-23 09:54:51
PM0019471,A01053,P0020702,approve,,2024-03-16 15:18:31
PM0019472,A04326,P0105658,approve,,2024-03-20 04:09:51
PM0019473,A00493,P0119148,approve,,2024-03-23 07:29:15
PM0019474,A00287,P0278188,approve,,2024-03-22 10:17:09
PM0019475,A04959,P0208846,approve,,2024-03-26 20:18:34
PM0019476,A04758,P0338842,approve,,2024-03-13 21:20:16
PM0019477,A00932,P0193539,approve,,2024-03-25 11:05:41
PM0019478,A04049,P0188318,approve,,2024-03-11 16:02:53
PM0019479,A03893,P0313715,approve,,2024-03-18 00:22:03
PM0019480,A03893,P0237911,approve,,2024-03-21 09:40:47
PM0019481,A02379,P0118813,approve,,2024-03-28 12:10:08
PM0019482,A01642,P0306639,approve,,2024-03-13 09:21:56
PM0019483,A02766,P0196901,approve,,2024-03-18 11:40:01
PM0019484,A05473,P0271994,approve,,2024-03-28 19:15:52
PM0019485,A03245,P0170854,approve,,2024-03-16 17:29:07
PM0019486,A03258,P0010359,approve,,2024-03-19 20:17:47
PM0019487,A00075,P0298584,approve,,2024-03-17 17:11:14
PM0019488,A04402,P0066738,approve,,2024-03-27 08:16:42
PM0019489,A02818,P0059201,approve,,2024-03-21 10:28:41
PM0019490,A00845,P0007302,approve,,2024-03-25 19:32:39
PM0019491,A04032,P0364602,approve,,2024-03-11 14:42:05
PM0019492,A04329,P0022402,approve,,2024-03-13 11:06:40
PM0019493,A00664,P0332037,approve,,2024-03-30 18:04:56
PM0019494,A00198,P0285922,approve,,2024-03-21 07:03:47
PM0019495,A01448,P0376022,approve,,2024-03-21 10:11:47
PM0019496,A00529,P0027823,approve,,2024-03-27 01:57:29
PM0019497,A01260,P0249283,approve,,2024-03-31 20:13:26
PM0019498,A04935,P0326202,approve,,2024-03-26 04:35:05
PM0019499,A00215,P0033725,approve,,2024-03-30 05:01:19
PM0019500,A01766,P0069752,approve,,2024-03-18 13:28:33
PM0019501,A04114,P0272640,approve,,2024-03-16 10:42:06
PM0019502,A02646,P0211474,approve,,2024-03-20 11:48:15
PM0019503,A02519,P0000168,approve,,2024-03-30 23:40:46
PM0019504,A02000,P0151807,approve,,2024-03-21 05:05:51
PM0019505,A00893,P0229593,approve,,2024-03-23 20:28:19
PM0019506,A02799,P0079735,approve,,2024-03-14 11:05:13
PM0019507,A02158,P0116523,approve,,2024-03-28 16:08:54
PM0019508,A03898,P0225387,approve,,2024-03-29 10:55:05
PM0019509,A00294,P0255154,approve,,2024-03-13 08:45:21
PM0019510,A01727,P0210813,approve,,2024-03-14 09:27:10
PM0019511,A04258,P0232717,approve,,2024-03-12 04:41:56
PM0019512,A02188,P0380185,approve,,2024-03-25 07:42:57
PM0019513,A01680,P0131225,approve,,2024-03-29 14:50:31
PM0019514,A03044,P0137573,approve,,2024-03-25 23:42:42
PM0019515,A01471,P0293189,approve,,2024-03-27 11:15:38
PM0019516,A03590,P0136423,approve,,2024-03-25 12:20:53
PM0019517,A05155,P0004291,approve,,2024-03-12 18:55:21
PM0019518,A00792,P0105197,approve,,2024-03-19 19:02:57
PM0019519,A03658,P0003709,approve,,2024-03-13 21:23:34
PM0019520,A05114,P0200024,approve,,2024-03-16 08:59:28
PM0019521,A04575,P0022281,approve,,2024-03-25 18:56:46
PM0019522,A01439,P0150162,approve,,2024-03-30 01:28:48
PM0019523,A04561,P0052637,approve,,2024-03-13 21:55:14
PM0019524,A04433,P0066276,approve,,2024-03-17 05:50:01
PM0019525,A05017,P0217931,approve,,2024-03-19 04:33:46
PM0019526,A05402,P0310377,approve,,2024-03-25 20:33:21
PM0019527,A01968,P0361190,approve,,2024-03-17 03:26:33
PM0019528,A01412,P0335382,approve,,2024-03-20 12:20:35
PM0019529,A03259,P0206034,approve,,2024-03-17 07:59:45
PM0019530,A02390,P0219663,approve,,2024-03-24 20:16:48
PM0019531,A02383,P0293947,approve,,2024-03-17 20:36:21
PM0019532,A03805,P0021195,approve,,2024-03-17 01:18:03
PM0019533,A02562,P0026345,approve,,2024-03-16 09:36:33
PM0019534,A03264,P0124364,approve,,2024-03-16 12:18:25
PM0019535,A00622,P0124338,approve,,2024-03-22 00:19:30
PM0019536,A04894,P0297230,approve,,2024-03-18 21:04:29
PM0019537,A05157,P0194009,approve,,2024-03-24 02:06:16
PM0019538,A05353,P0057879,approve,,2024-03-11 04:53:14
PM0019539,A04054,P0289698,approve,,2024-03-15 21:59:30
PM0019540,A05076,P0347366,approve,,2024-03-18 06:25:15
PM0019541,A02895,P0000516,approve,,2024-03-12 15:08:05
PM0019542,A05149,P0048741,approve,,2024-03-23 00:24:33
PM0019543,A01651,P0025700,approve,,2024-03-20 08:28:47
PM0019544,A00175,P0019059,approve,,2024-03-20 20:40:55
PM0019545,A02542,P0001543,approve,,2024-03-11 18:41:05
PM0019546,A01479,P0016938,approve,,2024-03-12 04:48:42
PM0019547,A00350,P0031188,approve,,2024-03-24 19:35:53
PM0019548,A03705,P0324884,approve,,2024-03-15 22:04:46
PM0019549,A01003,P0283495,approve,,2024-03-11 22:18:21
PM0019550,A02034,P0199659,approve,,2024-03-28 00:27:30
PM0019551,A03028,P0239460,approve,,2024-03-29 12:29:06
PM0019552,A02138,P0216500,approve,,2024-03-19 14:23:32
PM0019553,A03404,P0203016,approve,,2024-03-15 11:26:11
PM0019554,A01369,P0217812,approve,,2024-03-18 17:45:14
PM0019555,A02496,P0184437,approve,,2024-03-17 08:18:25
PM0019556,A00615,P0179876,approve,,2024-03-29 13:40:20
PM0019557,A04157,P0263148,approve,,2024-03-24 00:49:01
PM0019558,A02599,P0018858,approve,,2024-03-16 06:46:55
PM0019559,A00688,P0078586,approve,,2024-03-12 02:25:00
PM0019560,A00442,P0107086,approve,,2024-03-23 19:24:30
PM0019561,A02996,P0027534,approve,,2024-03-18 20:31:05
PM0019562,A04086,P0307429,approve,,2024-03-30 22:09:41
PM0019563,A00282,P0034788,approve,,2024-03-16 04:39:04
PM0019564,A02026,P0014643,approve,,2024-03-11 07:25:24
PM0019565,A03351,P0301756,approve,,2024-03-12 18:12:01
PM0019566,A05250,P0268854,approve,,2024-03-17 15:54:00
PM0019567,A02820,P0020119,approve,,2024-03-13 13:44:11
PM0019568,A02348,P0374672,approve,,2024-03-24 15:40:34
PM0019569,A02666,P0265277,approve,,2024-03-24 06:47:39
PM0019570,A02781,P0214833,approve,,2024-03-12 14:24:39
PM0019571,A00439,P0263386,approve,,2024-03-26 06:29:28
PM0019572,A04976,P0340328,approve,,2024-03-19 15:37:16
PM0019573,A00858,P0032783,approve,,2024-03-30 11:46:21
PM0019574,A02785,P0353912,approve,,2024-03-14 07:59:37
PM0019575,A01140,P0235054,approve,,2024-03-18 16:36:10
PM0019576,A04577,P0300332,approve,,2024-03-29 00:32:22
PM0019577,A02149,P0024032,approve,,2024-03-23 17:55:24
PM0019578,A01635,P0089898,approve,,2024-03-19 06:44:34
PM0019579,A05076,P0266584,approve,,2024-03-15 17:59:19
PM0019580,A01431,P0165954,approve,,2024-03-26 11:08:49
PM0019581,A01623,P0012478,approve,,2024-03-15 14:42:27
PM0019582,A03200,P0377824,approve,,2024-03-27 17:48:03
PM0019583,A00342,P0121979,approve,,2024-03-11 01:18:11
PM0019584,A01389,P0049126,approve,,2024-03-26 15:35:17
PM0019585,A03807,P0236146,approve,,2024-03-31 00:51:49
PM0019586,A02464,P0259286,approve,,2024-03-12 05:11:19
PM0019587,A01642,P0160151,approve,,2024-03-12 17:31:39
PM0019588,A03052,P0150798,approve,,2024-03-16 13:31:07
PM0019589,A01481,P0278770,approve,,2024-03-24 16:18:33
PM0019590,A01539,P0345023,approve,,2024-03-27 19:46:34
PM0019591,A05120,P0371084,approve,,2024-03-18 09:03:34
PM0019592,A00726,P0050705,approve,,2024-03-21 14:33:08
PM0019593,A02957,P0024049,approve,,2024-03-16 18:09:06
PM0019594,A00321,P0021728,approve,,2024-03-15 20:49:24
PM0019595,A00095,P0162789,approve,,2024-03-31 01:11:01
PM0019596,A04338,P0286344,approve,,2024-03-30 03:45:31
PM0019597,A01498,P0171108,approve,,2024-03-20 22:18:13
PM0019598,A00852,P0245278,approve,,2024-03-30 14:51:03
PM0019599,A03887,P0200311,approve,,2024-03-31 18:06:58
PM0019600,A03513,P0241089,approve,,2024-03-24 01:52:42
PM0019601,A00602,P0297714,approve,,2024-03-15 09:38:15
PM0019602,A03407,P0110216,approve,,2024-03-31 18:52:41
PM0019603,A03210,P0002588,approve,,2024-03-14 06:47:39
PM0019604,A04981,P0236794,approve,,2024-03-15 01:25:09
PM0019605,A02828,P0055465,approve,,2024-03-19 13:33:16
PM0019606,A03082,P0381568,approve,,2024-03-26 21:04:05
PM0019607,A01868,P0228311,approve,,2024-03-22 23:10:41
PM0019608,A04510,P0113941,approve,,2024-03-26 16:12:56
PM0019609,A04876,P0284561,approve,,2024-03-22 02:07:23
PM0019610,A03210,P0328515,approve,,2024-03-26 04:34:28
PM0019611,A04003,P0022013,approve,,2024-03-20 22:41:43
PM0019612,A01432,P0304970,approve,,2024-03-13 18:04:44
PM0019613,A00967,P0090674,approve,,2024-03-11 20:59:17
PM0019614,A05293,P0200470,approve,,2024-03-14 03:28:20
PM0019615,A04032,P0021895,approve,,2024-03-16 13:51:33
PM0019616,A04004,P0157820,approve,,2024-03-23 10:10:18
PM0019617,A05474,P0300112,approve,,2024-03-20 11:51:07
PM0019618,A03625,P0032310,approve,,2024-03-25 16:32:52
PM0019619,A01030,P0294929,approve,,2024-03-28 14:36:54
PM0019620,A02489,P0323249,approve,,2024-03-29 16:33:49
PM0019621,A00490,P0259981,approve,,2024-03-21 09:45:35
PM0019622,A04435,P0009329,approve,,2024-03-29 13:51:41
PM0019623,A02553,P0000660,approve,,2024-03-29 14:01:20
PM0019624,A01896,P0204561,approve,,2024-03-11 11:49:12
PM0019625,A02694,P0018967,approve,,2024-03-29 21:07:00
PM0019626,A01069,P0020244,approve,,2024-03-19 01:54:44
PM0019627,A01287,P0272202,approve,,2024-03-25 01:22:22
PM0019628,A01187,P0010974,approve,,2024-03-16 23:18:00
PM0019629,A02700,P0241106,approve,,2024-03-14 21:17:18
PM0019630,A03723,P0231248,approve,,2024-03-17 12:28:24
PM0019631,A03533,P0370425,approve,,2024-03-27 03:41:18
PM0019632,A05129,P0000167,approve,,2024-03-12 02:18:21
PM0019633,A02669,P0221928,approve,,2024-03-11 23:09:12
PM0019634,A05487,P0241179,approve,,2024-03-15 23:33:47
PM0019635,A01797,P0023591,approve,,2024-03-18 07:54:55
PM0019636,A02730,P0000221,approve,,2024-03-26 22:45:37
PM0019637,A05233,P0263566,approve,,2024-03-16 01:26:53
PM0019638,A03592,P0352683,approve,,2024-03-13 17:29:47
PM0019639,A04223,P0158094,approve,,2024-03-16 19:39:24
PM0019640,A00492,P0064709,approve,,2024-03-20 06:32:23
PM0019641,A04312,P0236512,approve,,2024-03-24 03:36:45
PM0019642,A04258,P0311852,approve,,2024-03-22 13:20:48
PM0019643,A03408,P0316709,approve,,2024-03-13 20:46:40
PM0019644,A00564,P0302856,approve,,2024-03-15 03:27:21
PM0019645,A05251,P0097306,approve,,2024-03-30 10:35:17
PM0019646,A02841,P0318611,approve,,2024-03-16 20:35:20
PM0019647,A03294,P0161310,approve,,2024-03-27 21:30:22
PM0019648,A00085,P0095765,approve,,2024-03-18 01:52:01
PM0019649,A00996,P0242499,approve,,2024-03-16 05:25:21
PM0019650,A00510,P0146860,approve,,2024-03-25 05:37:16
PM0019651,A01008,P0010861,approve,,2024-03-18 07:05:18
PM0019652,A00891,P0279201,approve,,2024-03-19 01:49:10
PM0019653,A04239,P0149129,approve,,2024-03-30 01:09:37
PM0019654,A01000,P0104786,approve,,2024-03-26 04:28:47
PM0019655,A04389,P0216883,approve,,2024-03-20 10:28:10
PM0019656,A00155,P0089155,approve,,2024-03-12 03:11:08
PM0019657,A03964,P0169886,approve,,2024-03-13 09:23:59
PM0019658,A02586,P0050199,approve,,2024-03-20 12:11:39
PM0019659,A05329,P0261679,approve,,2024-03-12 17:59:59
PM0019660,A01256,P0170135,approve,,2024-03-20 10:32:46
PM0019661,A02608,P0040771,approve,,2024-03-23 07:48:35
PM0019662,A04293,P0168667,approve,,2024-03-29 00:33:54
PM0019663,A04654,P0268506,approve,,2024-03-24 03:42:12
PM0019664,A03571,P0030703,approve,,2024-03-22 10:28:29
PM0019665,A00042,P0168538,approve,,2024-03-16 01:37:44
PM0019666,A02333,P0147252,approve,,2024-03-20 04:19:09
PM0019667,A01569,P0200593,approve,,2024-03-30 21:41:14
PM0019668,A00299,P0107127,approve,,2024-03-20 10:45:04
PM0019669,A01857,P0253866,approve,,2024-03-31 13:11:31
PM0019670,A03576,P0185956,approve,,2024-03-15 15:20:53
PM0019671,A03518,P0010132,approve,,2024-03-11 20:03:33
PM0019672,A00489,P0022149,approve,,2024-03-20 04:36:13
PM0019673,A00810,P0088436,approve,,2024-03-15 01:10:06
PM0019674,A03796,P0018195,approve,,2024-03-21 10:27:47
PM0019675,A01021,P0047937,approve,,2024-03-18 13:17:48
PM0019676,A02730,P0380251,approve,,2024-03-23 19:28:30
PM0019677,A00919,P0130577,approve,,2024-03-12 19:23:03
PM0019678,A05236,P0325848,approve,,2024-03-27 14:59:17
PM0019679,A03446,P0050041,approve,,2024-03-13 18:43:35
PM0019680,A02780,P0255676,approve,,2024-03-14 19:31:44
PM0019681,A04634,P0187639,approve,,2024-03-22 02:47:40
PM0019682,A02379,P0155980,approve,,2024-03-13 05:29:10
PM0019683,A04011,P0140162,approve,,2024-03-26 09:09:52
PM0019684,A03815,P0279595,approve,,2024-03-17 16:45:40
PM0019685,A02582,P0289161,approve,,2024-03-22 09:11:03
PM0019686,A02106,P0124419,approve,,2024-03-25 23:09:29
PM0019687,A04885,P0266575,approve,,2024-03-12 05:05:52
PM0019688,A02462,P0033340,approve,,2024-03-30 09:55:48
PM0019689,A02692,P0203116,approve,,2024-03-22 22:03:08
PM0019690,A03723,P0217450,approve,,2024-03-18 12:40:50
PM0019691,A01597,P0087998,approve,,2024-03-26 16:57:05
PM0019692,A03190,P0210515,approve,,2024-03-17 08:45:48
PM0019693,A01057,P0051954,approve,,2024-03-14 04:10:37
PM0019694,A05235,P0052305,approve,,2024-03-16 09:08:46
PM0019695,A00609,P0065472,approve,,2024-03-31 12:10:14
PM0019696,A02910,P0198075,approve,,2024-03-24 19:40:35
PM0019697,A00824,P0260210,approve,,2024-03-12 04:10:32
PM0019698,A03887,P0046579,approve,,2024-03-28 06:24:45
PM0019699,A00309,P0188680,approve,,2024-03-15 18:16:56
PM0019700,A01180,P0116490,approve,,2024-03-31 20:48:43
PM0019701,A04084,P0266527,approve,,2024-03-11 00:07:02
PM0019702,A03170,P0025269,approve,,2024-03-23 07:08:48
PM0019703,A02880,P0181554,approve,,2024-03-26 01:56:46
PM0019704,A01830,P0000010,approve,,2024-03-17 15:22:28
PM0019705,A03100,P0319125,approve,,2024-03-11 13:27:18
PM0019706,A00341,P0010071,approve,,2024-03-17 20:40:06
PM0019707,A02570,P0275525,approve,,2024-03-21 00:01:44
PM0019708,A03553,P0010961,approve,,2024-03-23 02:56:25
PM0019709,A03528,P0200160,approve,,2024-03-15 16:01:02
PM0019710,A01287,P0173553,approve,,2024-03-16 14:20:10
PM0019711,A04312,P0122985,approve,,2024-03-20 08:08:00
PM0019712,A02875,P0020960,approve,,2024-03-15 11:18:03
PM0019713,A04200,P0141503,approve,,2024-03-15 13:38:36
PM0019714,A01652,P0031143,approve,,2024-03-27 19:30:12
PM0019715,A00338,P0023604,approve,,2024-03-14 20:45:20
PM0019716,A02603,P0235194,approve,,2024-03-30 22:10:32
PM0019717,A00723,P0371362,approve,,2024-03-22 22:10:09
PM0019718,A02649,P0109342,approve,,2024-03-11 23:17:50
PM0019719,A01697,P0174686,approve,,2024-03-17 20:36:21
PM0019720,A01708,P0023987,approve,,2024-03-22 16:20:01
PM0019721,A02754,P0049290,approve,,2024-03-30 12:40:33
PM0019722,A01916,P0157423,approve,,2024-03-27 23:49:51
PM0019723,A04066,P0213804,approve,,2024-03-28 18:00:41
PM0019724,A02291,P0155183,approve,,2024-03-14 04:37:05
PM0019725,A02864,P0194245,approve,,2024-03-21 12:25:03
PM0019726,A02206,P0334677,approve,,2024-03-19 09:56:11
PM0019727,A01341,P0295190,approve,,2024-03-31 05:10:55
PM0019728,A04884,P0279619,approve,,2024-03-17 12:35:49
PM0019729,A02190,P0360897,approve,,2024-03-22 03:51:21
PM0019730,A02678,P0053548,approve,,2024-03-21 10:13:59
PM0019731,A02592,P0343989,approve,,2024-03-13 18:03:39
PM0019732,A04392,P0107368,approve,,2024-03-18 11:22:59
PM0019733,A04118,P0290822,approve,,2024-03-13 15:32:27
PM0019734,A02669,P0051856,approve,,2024-03-17 16:53:27
PM0019735,A05475,P0279202,approve,,2024-03-11 19:23:02
PM0019736,A03494,P0293525,approve,,2024-03-11 09:11:54
PM0019737,A00620,P0095461,approve,,2024-03-30 07:46:57
PM0019738,A03017,P0000034,approve,,2024-03-12 04:06:53
PM0019739,A04726,P0085099,approve,,2024-03-25 04:00:38
PM0019740,A01104,P0040094,approve,,2024-03-19 12:33:35
PM0019741,A00795,P0239007,approve,,2024-03-18 03:44:51
PM0019742,A05081,P0192483,approve,,2024-03-14 11:15:17
PM0019743,A05370,P0263377,approve,,2024-03-31 02:41:00
PM0019744,A04500,P0086233,approve,,2024-03-26 04:50:36
PM0019745,A04827,P0335949,approve,,2024-03-19 21:23:31
PM0019746,A04311,P0050302,approve,,2024-03-27 12:02:56
PM0019747,A03533,P0020088,approve,,2024-03-31 10:17:14
PM0019748,A01014,P0023741,approve,,2024-03-29 17:08:04
PM0019749,A04181,P0292049,approve,,2024-03-19 19:59:21
PM0019750,A04627,P0079309,approve,,2024-03-21 23:19:29
PM0019751,A03273,P0198614,approve,,2024-03-20 07:04:29
PM0019752,A03212,P0174804,approve,,2024-03-26 18:40:02
PM0019753,A01859,P0082873,approve,,2024-03-11 15:04:56
PM0019754,A02489,P0230476,approve,,2024-03-14 18:32:31
PM0019755,A01314,P0265185,approve,,2024-03-15 09:49:11
PM0019756,A00571,P0206720,approve,,2024-03-20 10:43:16
PM0019757,A03505,P0207449,approve,,2024-03-26 01:28:44
PM0019758,A03491,P0161726,approve,,2024-03-27 14:01:23
PM0019759,A03392,P0199621,approve,,2024-03-31 01:36:30
PM0019760,A00584,P0126902,approve,,2024-03-25 06:24:55
PM0019761,A03090,P0240114,approve,,2024-03-30 12:20:34
PM0019762,A03491,P0299501,approve,,2024-03-30 00:27:26
PM0019763,A00345,P0228224,approve,,2024-03-27 06:00:02
PM0019764,A04468,P0048837,approve,,2024-03-28 08:00:27
PM0019765,A01137,P0103799,approve,,2024-03-19 01:06:39
PM0019766,A04810,P0323197,approve,,2024-03-13 17:35:58
PM0019767,A02588,P0238752,approve,,2024-03-21 04:45:52
PM0019768,A02694,P0266519,approve,,2024-03-23 04:35:05
PM0019769,A00890,P0167182,approve,,2024-03-24 04:38:24
PM0019770,A05031,P0384529,approve,,2024-03-22 06:20:53
PM0019771,A00171,P0187129,approve,,2024-03-17 02:36:25
PM0019772,A00766,P0021323,approve,,2024-03-12 07:00:08
PM0019773,A01385,P0000889,approve,,2024-03-15 12:31:34
PM0019774,A03461,P0366639,approve,,2024-03-31 01:34:49
PM0019775,A04004,P0088468,approve,,2024-03-18 00:32:00
PM0019776,A00358,P0041932,approve,,2024-03-19 15:06:24
PM0019777,A01185,P0004203,approve,,2024-03-19 09:35:09
PM0019778,A02727,P0354590,approve,,2024-03-25 07:07:57
PM0019779,A02633,P0306932,approve,,2024-03-19 19:34:10
PM0019780,A04000,P0098809,approve,,2024-03-25 00:58:11
PM0019781,A02102,P0084125,approve,,2024-03-29 09:27:05
PM0019782,A03039,P0200149,approve,,2024-03-12 13:04:25
PM0019783,A01983,P0018954,approve,,2024-03-31 03:39:38
PM0019784,A02246,P0090980,approve,,2024-03-27 13:19:40
PM0019785,A03860,P0299410,approve,,2024-03-25 12:28:47
PM0019786,A03759,P0264911,approve,,2024-03-11 03:24:40
PM0019787,A01039,P0201071,approve,,2024-03-16 00:02:00
PM0019788,A01606,P0319793,approve,,2024-03-23 07:45:34
PM0019789,A03605,P0094785,approve,,2024-03-16 18:24:59
PM0019790,A04224,P0029998,approve,,2024-03-22 18:30:39
PM0019791,A02934,P0366213,approve,,2024-03-15 18:08:03
PM0019792,A03428,P0377880,approve,,2024-03-24 11:10:57
PM0019793,A02633,P0022241,approve,,2024-03-31 21:34:10
PM0019794,A02871,P0247234,approve,,2024-03-20 21:11:17
PM0019795,A01058,P0014901,approve,,2024-03-13 14:52:03
PM0019796,A01903,P0119160,approve,,2024-03-12 19:17:03
PM0019797,A02012,P0299154,approve,,2024-03-16 17:00:48
PM0019798,A00015,P0037911,approve,,2024-03-30 13:09:45
PM0019799,A02604,P0251092,approve,,2024-03-15 15:31:23
PM0019800,A01348,P0354712,approve,,2024-03-11 06:45:36
PM0019801,A03011,P0020654,approve,,2024-03-17 21:41:19
PM0019802,A00731,P0022655,approve,,2024-03-15 19:47:28
PM0019803,A02553,P0025788,approve,,2024-03-27 12:59:16
PM0019804,A05379,P0065162,approve,,2024-03-20 21:34:21
PM0019805,A04887,P0379478,approve,,2024-03-25 01:54:33
PM0019806,A03430,P0200191,approve,,2024-03-27 17:09:31
PM0019807,A03084,P0098070,approve,,2024-03-17 21:54:41
PM0019808,A02897,P0330913,approve,,2024-03-25 16:57:02
PM0019809,A01390,P0214654,approve,,2024-03-11 07:28:31
PM0019810,A02819,P0200051,approve,,2024-03-25 18:58:10
PM0019811,A01982,P0107283,approve,,2024-03-18 06:42:46
PM0019812,A01401,P0104006,approve,,2024-03-11 04:19:25
PM0019813,A00925,P0361492,approve,,2024-03-26 15:17:17
PM0019814,A01795,P0065477,approve,,2024-03-22 01:19:07
PM0019815,A05416,P0376567,approve,,2024-03-20 08:36:07
PM0019816,A05172,P0009674,approve,,2024-03-11 19:28:11
PM0019817,A01644,P0094430,approve,,2024-03-24 20:38:51
PM0019818,A00186,P0019995,approve,,2024-03-31 04:13:32
PM0019819,A04722,P0129944,approve,,2024-03-27 15:36:16
PM0019820,A00024,P0266029,approve,,2024-03-11 07:52:55
PM0019821,A04252,P0080631,approve,,2024-03-26 00:54:13
PM0019822,A01779,P0367666,approve,,2024-03-28 13:17:24
PM0019823,A02406,P0087314,approve,,2024-03-28 03:56:40
PM0019824,A01486,P0123335,approve,,2024-03-29 07:23:50
PM0019825,A03592,P0378293,approve,,2024-03-27 13:19:33
PM0019826,A00750,P0255701,approve,,2024-03-12 00:26:30
PM0019827,A04390,P0033615,approve,,2024-03-27 22:12:26
PM0019828,A02030,P0049922,approve,,2024-03-28 05:58:18
PM0019829,A03211,P0226914,approve,,2024-03-20 10:08:44
PM0019830,A03346,P0062951,approve,,2024-03-18 15:06:07
PM0019831,A05467,P0131395,approve,,2024-03-18 04:07:12
PM0019832,A05442,P0209015,approve,,2024-03-14 12:28:56
PM0019833,A00590,P0077335,approve,,2024-03-27 02:04:22
PM0019834,A00083,P0224639,approve,,2024-03-23 15:58:11
PM0019835,A01921,P0212992,approve,,2024-03-11 06:11:05
PM0019836,A00577,P0319704,approve,,2024-03-16 04:00:45
PM0019837,A02122,P0033900,approve,,2024-03-19 05:45:30
