action_id,refund_id,actor_customer_id,actor_seller_id,actor_admin_id,action_type,action_time
RA0002687,RF0002687,C02637,,,submit,2024-06-30 08:47:42
RA0002688,RF0002688,C02327,,,submit,2024-06-21 10:03:29
RA0002689,RF0002689,C04644,,,submit,2024-06-24 00:45:01
RA0002690,RF0002690,C01870,,,submit,2024-06-20 10:28:13
RA0002691,RF0002691,C01603,,,submit,2024-06-24 11:32:50
RA0002692,RF0002692,C04708,,,submit,2024-06-19 11:06:53
RA0002693,RF0002693,C00325,,,submit,2024-06-24 04:31:03
RA0002694,RF0002694,C01512,,,submit,2024-06-26 01:36:18
RA0002695,RF0002695,C05356,,,submit,2024-06-20 18:41:09
RA0002696,RF0002696,C02781,,,submit,2024-06-18 12:27:00
RA0002697,RF0002697,C04863,,,submit,2024-06-18 11:14:43
RA0002698,RF0002698,C06427,,,submit,2024-06-24 17:42:34
RA0002699,RF0002699,C04563,,,submit,2024-06-16 15:13:28
RA0002700,RF0002700,C05176,,,submit,2024-06-22 04:06:00
RA0002701,RF0002701,C06464,,,submit,2024-06-18 09:14:53
RA0002702,RF0002702,C06486,,,submit,2024-06-25 16:42:35
RA0002703,RF0002703,C02766,,,submit,2024-06-23 06:03:19
RA0002704,RF0002704,C04545,,,submit,2024-06-23 17:42:32
RA0002705,RF0002705,C04984,,,submit,2024-06-19 14:41:36
RA0002706,RF0002706,C01891,,,submit,2024-06-21 17:58:22
RA0002707,RF0002707,C04317,,,submit,2024-06-19 23:36:44
RA0002708,RF0002708,C01095,,,submit,2024-06-19 21:45:46
RA0002709,RF0002709,C00223,,,submit,2024-06-21 20:30:38
RA0002710,RF0002710,C02410,,,submit,2024-06-21 22:01:22
RA0002711,RF0002711,C01018,,,submit,2024-06-17 21:48:55
RA0002712,RF0002712,C02238,,,submit,2024-06-21 07:02:42
RA0002713,RF0002713,C01264,,,submit,2024-06-20 06:30:30
RA0002714,RF0002714,C04946,,,submit,2024-06-17 03:40:19
RA0002715,RF0002715,C03863,,,submit,2024-06-22 00:18:29
RA0002716,RF0002716,C02334,,,submit,2024-06-30 09:10:40
RA0002717,RF0002717,C01944,,,submit,2024-06-22 19:17:16
RA0002718,RF0002718,C01764,,,submit,2024-06-17 01:11:19
RA0002719,RF0002719,C00276,,,submit,2024-06-21 09:13:32
RA0002720,RF0002720,C03508,,,submit,2024-06-25 19:05:46
RA0002721,RF0002721,C04097,,,submit,2024-06-28 16:36:44
RA0002722,RF0002722,C02747,,,submit,2024-06-18 22:00:12
RA0002723,RF0002723,C03842,,,submit,2024-06-26 08:35:00
RA0002724,RF0002724,C03877,,,submit,2024-06-25 19:50:47
RA0002725,RF0002725,C04398,,,submit,2024-06-27 20:41:28
RA0002726,RF0002726,C05657,,,submit,2024-06-21 01:01:03
RA0002727,RF0002727,C04729,,,submit,2024-06-16 23:18:07
RA0002728,RF0002728,C05633,,,submit,2024-06-25 22:48:03
RA0002729,RF0002729,C02926,,,submit,2024-06-16 20:54:27
RA0002730,RF0002730,C00227,,,submit,2024-06-24 21:47:43
RA0002731,RF0002731,C04120,,,submit,2024-06-16 13:12:54
RA0002732,RF0002732,C02149,,,submit,2024-06-22 08:05:24
RA0002733,RF0002733,C00584,,,submit,2024-06-29 01:16:41
RA0002734,RF0002734,C00134,,,submit,2024-06-25 16:42:44
RA0002735,RF0002735,C04603,,,submit,2024-06-25 18:00:57
RA0002736,RF0002736,C05587,,,submit,2024-06-29 02:44:40
RA0002737,RF0002737,C03719,,,submit,2024-06-25 01:32:53
RA0002738,RF0002738,C05938,,,submit,2024-06-28 02:42:37
RA0002739,RF0002739,C03460,,,submit,2024-06-27 23:31:57
RA0002740,RF0002740,C04805,,,submit,2024-06-29 04:35:28
RA0002741,RF0002741,C00472,,,submit,2024-06-16 02:07:26
RA0002742,RF0002742,C03784,,,submit,2024-06-24 07:22:46
RA0002743,RF0002743,C02930,,,submit,2024-06-25 04:49:37
RA0002744,RF0002744,C01183,,,submit,2024-06-19 16:25:37
RA0002745,RF0002745,C01523,,,submit,2024-06-29 17:08:31
RA0002746,RF0002746,C02409,,,submit,2024-06-26 15:20:32
RA0002747,RF0002747,C02843,,,submit,2024-06-30 03:50:15
RA0002748,RF0002748,C04436,,,submit,2024-06-20 12:50:34
RA0002749,RF0002749,C00598,,,submit,2024-06-20 17:51:30
RA0002750,RF0002750,C06422,,,submit,2024-06-23 09:54:59
RA0002751,RF0002751,C05152,,,submit,2024-06-27 12:57:23
RA0002752,RF0002752,C06078,,,submit,2024-06-21 20:35:26
RA0002753,RF0002753,C05759,,,submit,2024-06-20 21:20:10
RA0002754,RF0002754,C01438,,,submit,2024-06-26 09:55:54
RA0002755,RF0002755,C05641,,,submit,2024-06-20 06:30:17
RA0002756,RF0002756,C02838,,,submit,2024-06-21 11:22:39
RA0002757,RF0002757,C06463,,,submit,2024-06-29 12:06:29
RA0002758,RF0002758,C04135,,,submit,2024-06-28 13:33:42
RA0002759,RF0002759,C05501,,,submit,2024-06-29 04:13:35
RA0002760,RF0002760,C01529,,,submit,2024-06-25 09:25:59
RA0002761,RF0002761,C03808,,,submit,2024-06-30 22:22:08
RA0002762,RF0002762,C06156,,,submit,2024-06-24 01:32:22
RA0002763,RF0002763,C04048,,,submit,2024-06-27 11:39:30
RA0002764,RF0002764,C05673,,,submit,2024-06-17 15:34:21
RA0002765,RF0002765,C04309,,,submit,2024-06-20 17:37:34
RA0002766,RF0002766,C01664,,,submit,2024-06-17 00:12:51
RA0002767,RF0002767,C04152,,,submit,2024-06-20 17:05:03
RA0002768,RF0002768,C00545,,,submit,2024-06-30 11:01:42
RA0002769,RF0002769,C02969,,,submit,2024-06-29 17:51:33
RA0002770,RF0002770,C03684,,,submit,2024-06-30 08:42:13
RA0002771,RF0002771,C01176,,,submit,2024-06-18 02:14:50
RA0002772,RF0002772,C03233,,,submit,2024-06-16 04:33:41
RA0002773,RF0002773,C04570,,,submit,2024-06-25 05:48:54
RA0002774,RF0002774,C00571,,,submit,2024-06-26 15:10:08
RA0002775,RF0002775,C06193,,,submit,2024-06-29 21:23:22
RA0002776,RF0002776,C05291,,,submit,2024-06-21 13:10:12
RA0002777,RF0002777,C05176,,,submit,2024-06-19 09:38:02
RA0002778,RF0002778,C03823,,,submit,2024-06-27 08:29:33
RA0002779,RF0002779,C03702,,,submit,2024-06-23 17:56:04
RA0002780,RF0002780,C02433,,,submit,2024-06-26 03:01:22
RA0002781,RF0002781,C06085,,,submit,2024-06-28 02:56:17
RA0002782,RF0002782,C02282,,,submit,2024-06-24 03:38:28
RA0002783,RF0002783,C00629,,,submit,2024-06-18 14:28:50
RA0002784,RF0002784,C02194,,,submit,2024-06-18 23:01:39
RA0002785,RF0002785,C01475,,,submit,2024-06-24 23:28:48
RA0002786,RF0002786,C02777,,,submit,2024-06-29 19:50:07
RA0002787,RF0002787,C00742,,,submit,2024-06-23 21:02:18
RA0002788,RF0002788,C01469,,,submit,2024-06-17 03:03:07
RA0002789,RF0002789,C00038,,,submit,2024-06-21 07:34:13
RA0002790,RF0002790,C02094,,,submit,2024-06-19 08:45:45
RA0002791,RF0002791,C05741,,,submit,2024-06-21 04:01:32
RA0002792,RF0002792,C03855,,,submit,2024-06-16 07:09:55
RA0002793,RF0002793,C02317,,,submit,2024-06-20 05:31:23
RA0002794,RF0002794,C05716,,,submit,2024-06-20 03:41:48
RA0002795,RF0002795,C03130,,,submit,2024-06-22 09:20:57
RA0002796,RF0002796,C00307,,,submit,2024-06-28 08:58:03
RA0002797,RF0002797,C00120,,,submit,2024-06-27 18:14:25
RA0002798,RF0002798,C06358,,,submit,2024-06-20 07:53:15
RA0002799,RF0002799,C03226,,,submit,2024-06-25 01:33:34
RA0002800,RF0002800,C05221,,,submit,2024-06-28 00:45:07
RA0002801,RF0002801,C04817,,,submit,2024-06-17 08:35:42
RA0002802,RF0002802,C00106,,,submit,2024-06-21 23:41:18
RA0002803,RF0002803,C00711,,,submit,2024-06-25 13:59:39
RA0002804,RF0002804,C01468,,,submit,2024-06-24 22:48:29
RA0002805,RF0002805,C04073,,,submit,2024-06-23 01:19:50
RA0002806,RF0002806,C03626,,,submit,2024-06-26 03:33:17
RA0002807,RF0002807,C01159,,,submit,2024-06-24 11:38:10
RA0002808,RF0002808,C02368,,,submit,2024-06-25 07:43:41
RA0002809,RF0002809,C03466,,,submit,2024-06-19 22:01:28
RA0002810,RF0002810,C00204,,,submit,2024-06-16 07:41:55
RA0002811,RF0002811,C03766,,,submit,2024-06-17 22:47:51
RA0002812,RF0002812,C02796,,,submit,2024-06-23 13:43:22
RA0002813,RF0002813,C05737,,,submit,2024-06-25 20:18:59
RA0002814,RF0002814,C00515,,,submit,2024-06-25 17:58:21
RA0002815,RF0002815,C02709,,,submit,2024-06-25 09:34:40
RA0002816,RF0002816,C04894,,,submit,2024-06-24 01:28:56
RA0002817,RF0002817,C02167,,,submit,2024-06-24 01:28:53
RA0002818,RF0002818,C03911,,,submit,2024-06-19 16:45:28
RA0002819,RF0002819,C01087,,,submit,2024-06-26 20:26:51
RA0002820,RF0002820,C05559,,,submit,2024-06-26 20:00:18
RA0002821,RF0002821,C02481,,,submit,2024-06-17 09:27:02
RA0002822,RF0002822,C02834,,,submit,2024-06-29 13:03:41
RA0002823,RF0002823,C03260,,,submit,2024-06-17 20:45:58
RA0002824,RF0002824,C02591,,,submit,2024-06-18 12:50:18
RA0002825,RF0002825,C01932,,,submit,2024-06-19 13:33:33
RA0002826,RF0002826,C05399,,,submit,2024-06-23 21:57:15
RA0002827,RF0002827,C04105,,,submit,2024-06-16 17:05:55
RA0002828,RF0002828,C05369,,,submit,2024-06-21 09:59:37
RA0002829,RF0002829,C03747,,,submit,2024-06-19 00:09:35
RA0002830,RF0002830,C03752,,,submit,2024-06-26 09:29:15
RA0002831,RF0002831,C00627,,,submit,2024-06-29 05:24:52
RA0002832,RF0002832,C00790,,,submit,2024-06-19 10:18:12
RA0002833,RF0002833,C05378,,,submit,2024-06-26 21:03:24
RA0002834,RF0002834,C04227,,,submit,2024-06-28 18:54:57
RA0002835,RF0002835,C02742,,,submit,2024-06-20 15:43:34
RA0002836,RF0002836,C03816,,,submit,2024-06-23 21:29:49
RA0002837,RF0002837,C04122,,,submit,2024-06-20 10:51:31
RA0002838,RF0002838,C03669,,,submit,2024-06-29 04:20:32
RA0002839,RF0002839,C06390,,,submit,2024-06-18 19:20:33
RA0002840,RF0002840,C02287,,,submit,2024-06-30 17:49:26
RA0002841,RF0002841,C06490,,,submit,2024-06-19 10:29:32
RA0002842,RF0002842,C00247,,,submit,2024-06-30 00:11:34
RA0002843,RF0002843,C04513,,,submit,2024-06-26 18:01:37
RA0002844,RF0002844,C04825,,,submit,2024-06-20 11:24:08
RA0002845,RF0002845,C02551,,,submit,2024-06-24 05:35:24
RA0002846,RF0002846,C01094,,,submit,2024-06-26 05:06:07
RA0002847,RF0002847,C05155,,,submit,2024-06-30 11:03:33
RA0002848,RF0002848,C04501,,,submit,2024-06-24 12:33:43
RA0002849,RF0002849,C02793,,,submit,2024-06-29 00:53:09
RA0002850,RF0002850,C04202,,,submit,2024-06-21 08:27:51
RA0002851,RF0002851,C02706,,,submit,2024-06-27 06:03:38
RA0002852,RF0002852,C04475,,,submit,2024-06-26 22:24:40
RA0002853,RF0002853,C04276,,,submit,2024-06-29 14:23:24
RA0002854,RF0002854,C01523,,,submit,2024-06-29 12:42:06
RA0002855,RF0002855,C00899,,,submit,2024-06-22 21:22:32
RA0002856,RF0002856,C05687,,,submit,2024-06-24 15:27:11
RA0002857,RF0002857,C00671,,,submit,2024-06-23 20:26:08
RA0002858,RF0002858,C02330,,,submit,2024-06-19 07:51:30
RA0002859,RF0002859,C05650,,,submit,2024-06-27 11:20:43
RA0002860,RF0002860,C02508,,,submit,2024-06-19 21:50:43
RA0002861,RF0002861,C00672,,,submit,2024-06-23 07:07:04
RA0002862,RF0002862,C05692,,,submit,2024-06-21 01:07:06
RA0002863,RF0002863,C00597,,,submit,2024-06-26 02:24:40
RA0002864,RF0002864,C04398,,,submit,2024-06-19 04:12:11
RA0002865,RF0002865,C01429,,,submit,2024-06-30 07:35:28
RA0002866,RF0002866,C01375,,,submit,2024-06-25 20:31:48
RA0002867,RF0002867,C05307,,,submit,2024-06-19 01:56:35
RA0002868,RF0002868,C02129,,,submit,2024-06-17 20:52:44
RA0002869,RF0002869,C01924,,,submit,2024-06-20 18:05:44
RA0002870,RF0002870,C05244,,,submit,2024-06-21 22:18:39
RA0002871,RF0002871,C03640,,,submit,2024-06-21 01:44:11
RA0002872,RF0002872,C03277,,,submit,2024-06-28 13:58:46
RA0002873,RF0002873,C01895,,,submit,2024-06-24 10:32:53
RA0002874,RF0002874,C03657,,,submit,2024-06-26 20:23:47
RA0002875,RF0002875,C04051,,,submit,2024-06-26 01:05:14
RA0002876,RF0002876,C01267,,,submit,2024-06-21 12:56:52
RA0002877,RF0002877,C02572,,,submit,2024-06-17 19:37:00
RA0002878,RF0002878,C03507,,,submit,2024-06-16 21:39:03
RA0002879,RF0002879,C04508,,,submit,2024-06-28 11:58:38
RA0002880,RF0002880,C01332,,,submit,2024-06-28 19:27:58
RA0002881,RF0002881,C01205,,,submit,2024-06-23 20:09:00
RA0002882,RF0002882,C01625,,,submit,2024-06-24 04:04:39
RA0002883,RF0002883,C01687,,,submit,2024-06-21 11:45:31
RA0002884,RF0002884,C03359,,,submit,2024-06-27 03:38:38
RA0002885,RF0002885,C06425,,,submit,2024-06-27 05:03:26
RA0002886,RF0002886,C00460,,,submit,2024-06-20 17:58:05
RA0002887,RF0002887,C03040,,,submit,2024-06-22 13:24:09
RA0002888,RF0002888,C01267,,,submit,2024-06-19 14:38:16
RA0002889,RF0002889,C00956,,,submit,2024-06-22 06:24:25
RA0002890,RF0002890,C05482,,,submit,2024-06-30 01:47:22
RA0002891,RF0002891,C01401,,,submit,2024-06-29 10:46:30
RA0002892,RF0002892,C02078,,,submit,2024-06-26 05:52:10
RA0002893,RF0002893,C00325,,,submit,2024-06-17 10:18:28
RA0002894,RF0002894,C04579,,,submit,2024-06-21 12:56:42
RA0002895,RF0002895,C01936,,,submit,2024-06-26 04:10:34
RA0002896,RF0002896,C05652,,,submit,2024-06-18 22:59:16
RA0002897,RF0002897,C02734,,,submit,2024-06-28 01:39:58
RA0002898,RF0002898,C00245,,,submit,2024-06-18 13:52:11
RA0002899,RF0002899,C02294,,,submit,2024-06-17 21:45:00
RA0002900,RF0002900,C05123,,,submit,2024-06-20 16:42:52
RA0002901,RF0002901,C04200,,,submit,2024-06-22 13:30:54
RA0002902,RF0002902,C03905,,,submit,2024-06-18 13:42:23
RA0002903,RF0002903,C06120,,,submit,2024-06-29 17:20:57
RA0002904,RF0002904,C04807,,,submit,2024-06-16 10:45:10
RA0002905,RF0002905,C04453,,,submit,2024-06-22 03:53:46
RA0002906,RF0002906,C04834,,,submit,2024-06-30 13:36:33
RA0002907,RF0002907,C04349,,,submit,2024-06-17 18:58:01
RA0002908,RF0002908,C00591,,,submit,2024-06-23 12:06:31
RA0002909,RF0002909,C01735,,,submit,2024-06-21 22:03:04
RA0002910,RF0002910,C02261,,,submit,2024-06-29 04:38:44
RA0002911,RF0002911,C05600,,,submit,2024-06-20 08:49:05
RA0002912,RF0002912,C04100,,,submit,2024-06-30 08:21:15
RA0002913,RF0002913,C01339,,,submit,2024-06-27 06:31:34
RA0002914,RF0002914,C02990,,,submit,2024-06-24 16:12:26
RA0002915,RF0002915,C02279,,,submit,2024-06-25 12:57:18
RA0002916,RF0002916,C04058,,,submit,2024-06-22 00:37:47
RA0002917,RF0002917,C03874,,,submit,2024-06-29 00:43:39
RA0002918,RF0002918,C03145,,,submit,2024-06-26 21:51:48
RA0002919,RF0002919,C04140,,,submit,2024-06-20 04:18:33
RA0002920,RF0002920,C04623,,,submit,2024-06-19 01:04:56
RA0002921,RF0002921,C05679,,,submit,2024-06-26 09:40:04
RA0002922,RF0002922,C02827,,,submit,2024-06-18 12:33:54
RA0002923,RF0002923,C01520,,,submit,2024-06-24 13:27:18
RA0002924,RF0002924,C00895,,,submit,2024-06-20 21:24:15
RA0002925,RF0002925,C04287,,,submit,2024-06-23 09:25:02
RA0002926,RF0002926,C00306,,,submit,2024-06-21 00:12:49
RA0002927,RF0002927,C03355,,,submit,2024-06-26 11:16:16
RA0002928,RF0002928,C01735,,,submit,2024-06-24 18:57:02
RA0002929,RF0002929,C04222,,,submit,2024-06-20 10:38:17
RA0002930,RF0002930,C03260,,,submit,2024-06-22 10:55:56
RA0002931,RF0002931,C00969,,,submit,2024-06-18 00:20:43
RA0002932,RF0002932,C04718,,,submit,2024-06-21 04:09:05
RA0002933,RF0002933,C01465,,,submit,2024-06-29 02:46:40
RA0002934,RF0002934,C00857,,,submit,2024-06-16 03:53:26
RA0002935,RF0002935,C00219,,,submit,2024-06-22 11:47:37
RA0002936,RF0002936,C01479,,,submit,2024-06-29 21:30:29
RA0002937,RF0002937,C04626,,,submit,2024-06-27 08:39:11
RA0002938,RF0002938,C02865,,,submit,2024-06-29 12:35:28
RA0002939,RF0002939,C02850,,,submit,2024-06-30 05:14:07
RA0002940,RF0002940,C06035,,,submit,2024-06-18 13:15:28
RA0002941,RF0002941,C06077,,,submit,2024-06-24 16:57:27
RA0002942,RF0002942,C01273,,,submit,2024-06-17 16:12:20
RA0002943,RF0002943,C03970,,,submit,2024-06-24 03:34:59
RA0002944,RF0002944,C05450,,,submit,2024-06-20 09:14:55
RA0002945,RF0002945,C02673,,,submit,2024-06-23 18:03:06
RA0002946,RF0002946,C00434,,,submit,2024-06-17 03:08:58
RA0002947,RF0002947,C00635,,,submit,2024-06-18 16:09:39
RA0002948,RF0002948,C04199,,,submit,2024-06-25 13:33:58
RA0002949,RF0002949,C02787,,,submit,2024-06-18 20:05:15
RA0002950,RF0002950,C03109,,,submit,2024-06-29 09:40:50
RA0002951,RF0002951,C02740,,,submit,2024-06-24 23:57:10
RA0002952,RF0002952,C01960,,,submit,2024-06-24 06:53:30
RA0002953,RF0002953,C05493,,,submit,2024-06-26 17:50:56
RA0002954,RF0002954,C01826,,,submit,2024-06-27 12:58:12
RA0002955,RF0002955,C00395,,,submit,2024-06-24 05:02:40
RA0002956,RF0002956,C02093,,,submit,2024-06-17 02:59:16
RA0002957,RF0002957,C01887,,,submit,2024-06-20 09:23:49
RA0002958,RF0002958,C04017,,,submit,2024-06-21 17:24:40
RA0002959,RF0002959,C05966,,,submit,2024-06-30 23:16:54
RA0002960,RF0002960,C00186,,,submit,2024-06-22 01:01:31
RA0002961,RF0002961,C00714,,,submit,2024-06-25 07:30:19
RA0002962,RF0002962,C02262,,,submit,2024-06-24 04:39:00
RA0002963,RF0002963,C02594,,,submit,2024-06-25 06:55:59
RA0002964,RF0002964,C06350,,,submit,2024-06-21 00:04:38
RA0002965,RF0002965,C01363,,,submit,2024-06-29 01:29:54
RA0002966,RF0002966,C02863,,,submit,2024-06-19 15:58:45
RA0002967,RF0002967,C05673,,,submit,2024-06-26 08:23:34
RA0002968,RF0002968,C05501,,,submit,2024-06-29 08:49:17
RA0002969,RF0002969,C00971,,,submit,2024-06-29 02:32:18
RA0002970,RF0002970,C02690,,,submit,2024-06-20 03:28:59
RA0002971,RF0002971,C03950,,,submit,2024-06-22 03:23:18
RA0002972,RF0002972,C00486,,,submit,2024-06-24 04:24:05
RA0002973,RF0002973,C02431,,,submit,2024-06-22 12:45:31
RA0002974,RF0002974,C01569,,,submit,2024-06-22 07:42:01
RA0002975,RF0002975,C00069,,,submit,2024-06-22 00:12:38
RA0002976,RF0002976,C03557,,,submit,2024-06-20 23:39:08
RA0002977,RF0002977,C05696,,,submit,2024-06-27 09:53:52
RA0002978,RF0002978,C00302,,,submit,2024-06-28 05:24:43
RA0002979,RF0002979,C00720,,,submit,2024-06-29 07:04:44
RA0002980,RF0002980,C01651,,,submit,2024-06-24 00:18:18
RA0002981,RF0002981,C03281,,,submit,2024-06-24 02:25:49
RA0002982,RF0002982,C01846,,,submit,2024-06-24 06:00:35
RA0002983,RF0002983,C03334,,,submit,2024-06-22 16:41:06
RA0002984,RF0002984,C06068,,,submit,2024-06-19 02:01:55
RA0002985,RF0002985,C03003,,,submit,2024-06-23 13:19:56
RA0002986,RF0002986,C02213,,,submit,2024-06-23 16:25:27
RA0002987,RF0002987,C02095,,,submit,2024-06-16 02:21:15
RA0002988,RF0002988,C01988,,,submit,2024-06-25 13:47:22
RA0002989,RF0002989,C02765,,,submit,2024-06-17 07:20:00
RA0002990,RF0002990,C00960,,,submit,2024-06-21 13:40:55
RA0002991,RF0002991,C03306,,,submit,2024-06-16 22:59:37
RA0002992,RF0002992,C01724,,,submit,2024-06-21 07:09:43
RA0002993,RF0002993,C03630,,,submit,2024-06-26 21:04:26
RA0002994,RF0002994,C04849,,,submit,2024-06-26 14:31:44
RA0002995,RF0002995,C02301,,,submit,2024-06-28 21:01:21
RA0002996,RF0002996,C01308,,,submit,2024-06-17 09:47:12
RA0002997,RF0002997,C05681,,,submit,2024-06-25 06:03:56
RA0002998,RF0002998,C03827,,,submit,2024-06-29 22:56:26
RA0002999,RF0002999,C04281,,,submit,2024-06-25 23:51:11
RA0003000,RF0003000,C05095,,,submit,2024-06-17 02:15:29
RA0003001,RF0003001,C03529,,,submit,2024-06-20 16:54:31
RA0003002,RF0003002,C01265,,,submit,2024-06-26 07:50:55
RA0003003,RF0003003,C00286,,,submit,2024-06-16 18:17:15
RA0003004,RF0003004,C00781,,,submit,2024-06-16 05:05:55
RA0003005,RF0003005,C04599,,,submit,2024-06-18 04:06:57
RA0003006,RF0003006,C05604,,,submit,2024-06-30 19:03:27
RA0003007,RF0003007,C03262,,,submit,2024-06-18 19:45:40
RA0003008,RF0003008,C05567,,,submit,2024-06-24 00:50:20
RA0003009,RF0003009,C04601,,,submit,2024-06-23 01:23:30
RA0003010,RF0003010,C06362,,,submit,2024-06-28 07:26:52
RA0003011,RF0003011,C04951,,,submit,2024-06-30 14:03:58
RA0003012,RF0003012,C04902,,,submit,2024-06-27 14:36:48
RA0003013,RF0003013,C03226,,,submit,2024-06-26 20:24:22
RA0003014,RF0003014,C01685,,,submit,2024-06-20 19:05:46
RA0003015,RF0003015,C01000,,,submit,2024-06-18 23:41:53
RA0003016,RF0003016,C02890,,,submit,2024-06-18 02:47:47
RA0003017,RF0003017,C06018,,,submit,2024-06-19 00:34:49
RA0003018,RF0003018,C00400,,,submit,2024-06-20 11:54:10
RA0003019,RF0003019,C03722,,,submit,2024-06-24 22:43:20
RA0003020,RF0003020,C04885,,,submit,2024-06-27 04:29:31
RA0003021,RF0003021,C05572,,,submit,2024-06-22 07:25:30
RA0003022,RF0003022,C03156,,,submit,2024-06-28 20:02:20
RA0003023,RF0003023,C03808,,,submit,2024-06-23 00:35:40
RA0003024,RF0003024,C04398,,,submit,2024-06-26 12:31:05
RA0003025,RF0003025,C04665,,,submit,2024-06-30 01:28:18
RA0003026,RF0003026,C05624,,,submit,2024-06-17 19:27:08
RA0003027,RF0003027,C03129,,,submit,2024-06-27 06:07:17
RA0003028,RF0003028,C03491,,,submit,2024-06-17 05:55:17
RA0003029,RF0003029,C04719,,,submit,2024-06-25 14:08:06
RA0003030,RF0003030,C01451,,,submit,2024-06-26 10:58:46
RA0003031,RF0003031,C01035,,,submit,2024-06-24 18:58:28
RA0003032,RF0003032,C05239,,,submit,2024-06-22 08:59:53
RA0003033,RF0003033,C05203,,,submit,2024-06-16 16:25:14
RA0003034,RF0003034,C05251,,,submit,2024-06-24 19:49:22
RA0003035,RF0003035,C03089,,,submit,2024-06-27 19:30:31
RA0003036,RF0003036,C03250,,,submit,2024-06-18 17:45:12
RA0003037,RF0003037,C01645,,,submit,2024-06-16 09:28:11
RA0003038,RF0003038,C01160,,,submit,2024-06-24 16:03:18
RA0003039,RF0003039,C04595,,,submit,2024-06-25 07:23:16
RA0003040,RF0003040,C03382,,,submit,2024-06-19 19:37:41
RA0003041,RF0003041,C04285,,,submit,2024-06-29 11:51:14
RA0003042,RF0003042,C02932,,,submit,2024-06-30 01:44:02
RA0003043,RF0003043,C03522,,,submit,2024-06-25 07:19:38
RA0003044,RF0003044,C02805,,,submit,2024-06-20 17:10:04
RA0003045,RF0003045,C00650,,,submit,2024-06-19 04:02:46
RA0003046,RF0003046,C06128,,,submit,2024-06-18 08:02:18
RA0003047,RF0003047,C00569,,,submit,2024-06-16 00:38:40
RA0003048,RF0003048,C03451,,,submit,2024-06-26 00:41:32
RA0003049,RF0003049,C03559,,,submit,2024-06-29 23:03:24
RA0003050,RF0003050,C03207,,,submit,2024-06-29 21:42:41
RA0003051,RF0003051,C05333,,,submit,2024-06-20 03:30:05
RA0003052,RF0003052,C02204,,,submit,2024-06-27 18:22:19
RA0003053,RF0003053,C05164,,,submit,2024-06-23 18:15:04
RA0003054,RF0003054,C03857,,,submit,2024-06-25 03:30:15
RA0003055,RF0003055,C00733,,,submit,2024-06-21 20:05:35
RA0003056,RF0003056,C04280,,,submit,2024-06-28 19:23:45
RA0003057,RF0003057,C01748,,,submit,2024-06-18 16:43:49
RA0003058,RF0003058,C03650,,,submit,2024-06-26 15:38:44
RA0003059,RF0003059,C03564,,,submit,2024-06-26 14:30:49
RA0003060,RF0003060,C02012,,,submit,2024-06-25 15:18:13
RA0003061,RF0003061,C04270,,,submit,2024-06-27 11:13:09
RA0003062,RF0003062,C02628,,,submit,2024-06-27 03:51:22
RA0003063,RF0003063,C02380,,,submit,2024-06-19 02:25:38
RA0003064,RF0003064,C02813,,,submit,2024-06-25 04:55:21
RA0003065,RF0003065,C03519,,,submit,2024-06-19 22:32:31
RA0003066,RF0003066,C02755,,,submit,2024-06-21 05:50:36
RA0003067,RF0003067,C05133,,,submit,2024-06-28 02:41:52
RA0003068,RF0003068,C01333,,,submit,2024-06-29 11:15:27
RA0003069,RF0003069,C03233,,,submit,2024-06-21 08:03:33
RA0003070,RF0003070,C02070,,,submit,2024-06-17 04:07:47
RA0003071,RF0003071,C00167,,,submit,2024-06-25 05:19:11
RA0003072,RF0003072,C00106,,,submit,2024-06-20 01:47:06
RA0003073,RF0003073,C00988,,,submit,2024-06-27 22:47:39
RA0003074,RF0003074,C00126,,,submit,2024-06-23 15:11:39
RA0003075,RF0003075,C03496,,,submit,2024-06-24 17:41:34
RA0003076,RF0003076,C00227,,,submit,2024-06-17 22:52:52
RA0003077,RF0003077,C02514,,,submit,2024-06-25 03:01:30
RA0003078,RF0003078,C03115,,,submit,2024-06-18 19:04:03
RA0003079,RF0003079,C00377,,,submit,2024-06-23 18:41:54
RA0003080,RF0003080,C05041,,,submit,2024-06-27 13:07:26
RA0003081,RF0003081,C03606,,,submit,2024-06-29 00:56:21
RA0003082,RF0003082,C05864,,,submit,2024-06-28 05:11:37
RA0003083,RF0003083,C03275,,,submit,2024-06-22 22:29:51
RA0003084,RF0003084,C01318,,,submit,2024-06-27 01:55:11
RA0003085,RF0003085,C04619,,,submit,2024-06-20 17:06:17
RA0003086,RF0003086,C03318,,,submit,2024-06-26 18:53:18
RA0003087,RF0003087,C02404,,,submit,2024-06-29 08:09:00
RA0003088,RF0003088,C05265,,,submit,2024-06-24 01:00:36
RA0003089,RF0003089,C00015,,,submit,2024-06-22 06:37:52
RA0003090,RF0003090,C01858,,,submit,2024-06-27 18:39:09
RA0003091,RF0003091,C04218,,,submit,2024-06-19 22:28:18
RA0003092,RF0003092,C00393,,,submit,2024-06-18 11:22:36
RA0003093,RF0003093,C02340,,,submit,2024-06-29 14:00:42
RA0003094,RF0003094,C05101,,,submit,2024-06-21 23:08:25
RA0003095,RF0003095,C03099,,,submit,2024-06-23 21:21:50
RA0003096,RF0003096,C05343,,,submit,2024-06-22 08:35:49
